N	3gram	Voloshinov_1	VerxiiNi
1	с одной стороны	1	7
2	с точки зрения	10	6
3	во всяком случае	3	6
4	до сих пор	3	5
5	по крайней мере	1	5
6	а с другой	1	5
7	для того чтобы	1	5
8	о том что	1	4
9	но все же	1	4
10	и таким образом	1	3
11	тем не менее	2	3
12	в том что	4	3
13	уже с самых	1	2
14	друг на друга	1	2
15	в этом отношении	2	2
16	ни чувств ни	1	2
17	может быть даже	1	2
18	то или иное	2	2
19	может быть и	1	2
20	мы должны признать	1	2
21	по сравнению с	1	2
22	то что он	1	2
23	бы то ни	1	2
24	но вместе с	2	2
25	таким образом в	1	2
26	то же время	5	2
27	ничего общего с	1	2
28	с самого начала	5	2
29	можно сказать что	3	2
30	в то же	5	2
31	а между тем	1	1
32	следует заметить что	1	1
33	найти выход из	1	1
34	мы должны прежде	1	1
35	иметь в виду	1	1
36	по отношению к	9	1
37	в котором он	1	1
38	в самом деле	5	1
39	в настоящее время	1	1
40	у них не	1	1
41	не совсем так	1	1
42	оно превращается в	1	1
43	должны прежде всего	1	1
44	а следовательно и	2	1
45	в эту эпоху	1	1
46	в таком случае	2	1
47	до известной степени	1	1
48	что все эти	3	1
49	для обеих сторон	1	1
50	роли в жизни	1	1
51	что мы знаем	1	1
52	у всех народов	1	1
53	в этот период	3	1
54	в данном случае	3	1
55	но в то	3	1
56	может таким образом	1	1
57	но при этом	1	1
58	в отличие от	1	1
59	но в общем	1	1
60	или по крайней	1	1
61	таким образом он	1	1
62	мы знаем о	1	1
63	как бы в	1	1
64	мы видели что	1	1
65	желаний и чувств	1	1
66	своей психической жизни	1	1
67	один и тот	2	1
68	ни желаний ни	1	1
69	которые играют такую	1	1
70	только то что	2	1
71	общем можно сказать	1	1
72	сих пор не	1	1
73	не может быть	3	1
74	имеющие ничего общего	1	1
75	в то время	1	1
76	всяком случае в	1	1
77	так и в	2	1
78	не имеющие ничего	1	1
79	в свою очередь	1	1
80	это и есть	1	1
81	в связь с	1	1
82	все это для	1	1
83	при таких условиях	1	1
84	и только в	1	1
85	в общем можно	1	1
86	и тот же	2	1
