N	2gram	Bakhtin_KF_1	Problema
1	и в	24	30
2	в своей	10	22
3	то есть	1	21
4	не только	5	18
5	то что	7	18
6	в этом	14	17
7	том что	4	17
8	и даже	1	14
9	людей и	2	13
10	но и	9	13
11	потому что	2	13
12	также и	1	12
13	о том	3	12
14	в его	40	12
15	а именно	1	12
16	в том	6	12
17	и не	26	12
18	в своем	16	11
19	в этой	2	10
20	в виде	2	10
21	для нас	4	10
22	точки зрения	12	10
23	все же	5	9
24	но в	5	9
25	только в	16	9
26	и все	7	9
27	хотя и	1	8
28	художественного творчества	1	8
29	с точки	9	8
30	вовсе не	7	8
31	но не	12	7
32	как и	5	7
33	не в	12	7
34	никогда не	5	7
35	здесь не	3	7
36	так и	2	7
37	что он	2	7
38	может быть	45	7
39	в результате	1	7
40	вместе с	1	7
41	и на	3	6
42	и как	2	6
43	в нем	28	6
44	его в	5	6
45	несмотря на	1	6
46	и его	17	6
47	можно сказать	1	6
48	что и	7	6
49	уже не	7	6
50	так как	1	6
51	прежде всего	2	6
52	как бы	9	6
53	и для	9	6
54	а в	4	6
55	и то	2	5
56	для себя	5	5
57	не просто	1	5
58	в которой	1	5
59	тем не	2	5
60	и с	1	5
61	с тем	2	5
62	он и	2	5
63	нисколько не	4	5
64	но он	1	5
65	что этот	3	5
66	не менее	3	5
67	и о	1	5
68	и их	6	5
69	мы можем	1	5
70	а не	17	5
71	не может	27	5
72	как раз	1	5
73	в самом	1	5
74	что в	4	5
75	того же	1	4
76	едва ли	2	4
77	и он	1	4
78	отнюдь не	6	4
79	и к	1	4
80	в себе	21	4
81	при этом	4	4
82	но все	5	4
83	же не	1	4
84	об этом	1	4
85	было бы	8	4
86	ни в	12	4
87	не содержится	1	4
88	не мог	1	4
89	любви и	1	4
90	в то	3	4
91	как о	1	4
92	тогда когда	3	4
93	в трагедии	1	4
94	ясно что	3	4
95	или в	1	4
96	в качестве	2	4
97	а с	2	4
98	нового времени	1	4
99	если не	2	4
100	в смысле	6	4
101	жизни в	5	4
102	гораздо более	1	4
103	смысле слова	1	3
104	тем же	1	3
105	на первом	2	3
106	в виду	3	3
107	в ней	3	3
