N	2gram	Trubetskoy_1	Dialekti
1	не есть	1	40
2	и не	8	30
3	и есть	1	19
4	а не	5	18
5	ничего не	1	17
6	может быть	10	17
7	то что	7	16
8	и в	26	15
9	как бы	12	14
10	точки зрения	13	14
11	не имеет	5	14
12	так как	9	14
13	что это	3	13
14	по себе	1	13
15	это есть	1	13
16	того что	3	13
17	это не	1	12
18	в этом	15	11
19	ясно что	3	11
20	в том	11	11
21	прежде всего	2	11
22	не может	4	11
23	и все	2	11
24	том что	7	10
25	потому что	7	10
26	с ее	1	10
27	это и	1	9
28	то же	4	9
29	мы не	1	9
30	было бы	1	9
31	с точки	6	9
32	в виду	2	9
33	и что	4	9
34	уже не	3	9
35	и пр	1	9
36	все это	6	9
37	в чем	1	8
38	не в	2	8
39	в себе	6	8
40	не только	10	8
41	ни в	1	8
42	и это	2	8
43	и о	3	8
44	и ее	1	8
45	что именно	2	7
46	как и	1	7
47	по крайней	5	7
48	и его	1	7
49	что оно	4	7
50	только в	4	7
51	крайней мере	5	7
52	законы природы	1	7
53	что мы	2	7
54	что он	4	7
55	что в	9	7
56	если бы	3	6
57	в то	4	6
58	же время	2	6
59	что и	6	6
60	так что	3	6
61	веры и	1	6
62	и даже	3	6
63	а именно	1	6
64	нет ничего	1	6
65	в результате	3	6
66	тем более	1	6
67	сказать что	2	6
68	ни на	1	6
69	в сфере	1	5
70	той же	1	5
71	мы имеем	2	5
72	в сущности	1	5
73	и на	2	5
74	быть в	1	5
75	с его	2	5
76	только тогда	1	5
77	в своем	3	5
78	то в	1	5
79	учение о	4	5
80	на то	2	5
81	что она	1	5
82	в нем	4	5
83	есть не	1	5
84	в жизни	1	5
85	что такое	1	5
86	в ней	1	5
87	на себе	1	5
88	того чтобы	5	5
89	тогда когда	2	5
90	в каком	1	5
91	таким образом	22	5
92	как только	1	5
93	о том	6	5
94	в себя	1	5
95	так и	6	5
96	другими словами	1	5
97	можно сказать	3	5
98	именно в	2	5
99	для того	5	5
100	в смысле	4	5
101	и для	5	5
102	но если	2	5
103	есть то	1	5
104	или по	2	4
105	оно есть	1	4
106	хотя бы	3	4
107	что они	1	4
108	в этой	4	4
109	в течение	4	4
110	и как	3	4
111	с их	1	4
112	к религии	2	4
113	не как	2	4
114	в силу	5	4
115	то ни	2	4
116	и с	10	4
117	с тем	18	4
118	бытия и	1	4
119	видим что	1	4
120	той или	2	4
121	ничего общего	2	4
122	что все	4	4
123	идет речь	1	4
124	еще не	2	4
125	в его	5	4
126	оказывается что	3	4
127	мы должны	6	4
128	мы видим	1	4
129	с ними	1	4
130	ни с	1	4
131	в одном	3	4
132	как раз	1	4
133	так же	5	4
134	но это	1	4
135	один из	2	4
136	бы в	1	4
137	жизни и	2	4
138	но и	9	4
139	должны быть	1	4
140	себя как	1	3
141	отношения к	1	3
142	так чтобы	2	3
143	личности с	1	3
144	же что	1	3
145	надо было	2	3
146	общего с	2	3
147	как в	1	3
148	с этим	1	3
149	и нет	3	3
150	когда он	3	3
151	и наконец	2	3
152	но в	7	3
153	от этого	1	3
154	та же	1	3
155	бы и	1	3
156	все эти	6	3
157	и если	3	3
158	на этом	1	3
159	от нее	1	3
160	в одну	1	3
161	мы уже	1	3
162	известно что	1	3
