N	3gram	Ircho_Kome_3	KulturaY
1	и т п	3	24
2	и т д	1	14
3	в том что	9	10
4	с точки зрения	3	8
5	для того чтобы	6	8
6	в самом деле	6	7
7	то обстоятельство что	2	7
8	с другой стороны	2	7
9	по крайней мере	1	6
10	во всяком случае	3	5
11	тем не менее	3	5
12	в зависимости от	1	4
13	в этом отношении	2	3
14	в конце концов	2	3
15	в связи с	3	3
16	то же время	4	3
17	в то же	4	3
18	потому что он	1	2
19	не говоря уже	1	2
20	в соответствии с	1	2
21	в этом случае	2	2
22	говоря уже о	1	2
23	несмотря на то	1	2
24	с этой точки	1	2
25	вместе с тем	3	2
26	может быть только	1	2
27	является ли это	1	2
28	в отличие от	1	2
29	в свое время	1	2
30	этой точки зрения	1	2
31	в свою очередь	6	2
32	и в самом	3	2
33	в конечном счете	2	2
34	но все же	2	2
35	можно сказать что	1	2
36	на то что	1	2
37	так или иначе	2	2
38	к этому же	1	1
39	сих пор еще	1	1
40	он должен быть	1	1
41	хотя и не	2	1
42	состоит в том	2	1
43	меньше чем в	1	1
44	чуть ли не	1	1
45	таким же образом	1	1
46	в настоящее время	1	1
47	под тем же	1	1
48	и должен был	1	1
49	до сих пор	9	1
50	что он не	2	1
51	бы то ни	2	1
52	в первую очередь	1	1
53	но и здесь	1	1
54	из этих слов	1	1
55	только для того	2	1
56	и несмотря на	1	1
57	и с этой	2	1
58	и здесь прежде	1	1
59	и в частности	1	1
60	то время как	2	1
61	т е в	2	1
62	есть доля правды	1	1
63	то ни было	2	1
64	с одной стороны	3	1
65	и все его	1	1
66	зависимости от того	1	1
67	пор еще не	1	1
68	по сравнению с	2	1
69	едва ли не	1	1
70	всю свою жизнь	1	1
71	с полным правом	1	1
72	в виду что	1	1
73	нуждается в дальнейших	1	1
74	за это время	1	1
75	т п не	1	1
76	речь идет здесь	1	1
77	в достаточной степени	1	1
78	на русский язык	1	1
79	до тех пор	3	1
80	для всякого рода	1	1
81	в то время	2	1
82	однако в том	1	1
83	в том чтобы	1	1
84	он был бы	1	1
85	и не должен	1	1
86	о том что	4	1
87	ничего общего с	1	1
88	и никогда не	1	1
89	с самого начала	4	1
90	того чтобы не	1	1
91	речь идет о	3	1
92	после того как	1	1
93	к тому что	1	1
94	что он говорит	1	1
95	мы сталкиваемся с	1	1
96	в сущности к	1	1
97	к тому же	4	1
98	не нуждается в	1	1
99	как мы знаем	1	1
100	и здесь не	1	1
