N	2gram	Bakhtin_Fr_4	KFilosof
1	может быть	2	43
2	в его	8	39
3	в нем	5	31
4	не может	2	27
5	и не	16	26
6	и в	29	22
7	в себе	3	21
8	в котором	2	21
9	и его	8	17
10	в ее	3	17
11	только в	2	16
12	в этом	11	13
13	точки зрения	4	13
14	и это	2	12
15	но не	2	12
16	ни в	2	12
17	для него	1	12
18	все эти	9	11
19	в своей	5	11
20	к нему	3	11
21	в своем	3	10
22	это не	5	10
23	с точки	2	10
24	все это	4	10
25	и есть	4	9
26	в их	2	9
27	в целом	1	9
28	но и	9	9
29	как бы	8	9
30	и для	2	9
31	и все	13	9
32	мир в	2	8
33	если бы	1	8
34	со стороны	2	8
35	жизни и	4	8
36	то что	4	7
37	во всем	1	7
38	в себя	2	7
39	и здесь	3	7
40	что и	1	7
41	себя в	2	7
42	конечно не	4	7
43	вовсе не	9	7
44	момент в	1	6
45	отношение к	1	6
46	мира в	1	6
47	он не	3	6
48	не значит	1	6
49	в мире	1	6
50	уже не	2	6
51	и их	3	6
52	но это	4	6
53	в том	7	6
54	жизни как	1	5
55	но как	3	5
56	все же	3	5
57	но в	12	5
58	не только	10	5
59	то же	10	5
60	но все	1	5
61	его в	9	5
62	как и	12	5
63	что я	2	5
64	никогда не	2	5
65	с ним	2	5
66	со всем	1	5
67	именно в	2	5
68	там где	3	5
69	в основе	2	5
70	жизни в	2	5
71	ко всему	1	5
72	как его	1	4
73	в чем	3	4
74	мира но	1	4
75	при этом	3	4
76	время и	2	4
77	не как	1	4
78	здесь мы	1	4
79	входит в	1	4
80	место в	2	4
81	не по	1	4
82	чем не	1	4
83	с ними	3	4
84	времени и	2	4
85	мира и	4	4
86	единая и	2	4
87	в одном	1	4
88	том что	3	4
89	для нас	1	4
90	что в	1	4
91	в своих	2	4
92	самом деле	1	3
93	на самом	4	3
94	этого мира	1	3
95	из его	1	3
96	должна быть	1	3
97	и этот	1	3
98	мы не	1	3
99	что это	5	3
100	это единство	1	3
101	в ней	3	3
102	еще не	4	3
103	и на	11	3
104	но конечно	3	3
105	а следовательно	1	3
106	нет и	1	3
107	независимо от	1	3
108	для которой	1	3
109	и этим	2	3
110	ее целом	1	3
111	бы и	1	3
112	бы не	2	3
113	всех этих	3	3
114	для того	3	3
115	людей и	1	3
116	рядом с	5	3
117	где он	2	3
118	на язык	1	3
119	ничего не	1	3
120	и делает	1	3
121	здесь не	3	3
122	но здесь	2	3
123	в виду	2	3
124	нему в	1	3
125	о том	2	3
126	и весь	1	3
127	того что	3	3
128	в современной	1	3
129	быть и	1	3
130	не дает	1	3
131	был бы	1	3
132	тем что	4	3
133	от того	1	3
134	до конца	5	3
135	ближе к	1	3
136	по своему	4	3
137	от него	1	3
138	не должен	1	3
139	в свою	1	3
140	в то	10	3
141	себя как	1	2
142	мы здесь	2	2
143	и то	2	2
144	это и	5	2
145	есть на	1	2
146	а как	2	2
147	и свой	1	2
148	дан в	1	2
149	ему в	1	2
150	с его	4	2
151	в данном	1	2
152	смыслу и	1	2
153	один и	2	2
154	этих людей	1	2
155	себя за	1	2
156	смысловой значимости	1	2
157	как в	2	2
158	как к	3	2
159	и как	3	2
160	истины и	1	2
161	под ним	1	2
162	думать что	1	2
163	в этой	13	2
164	нами в	1	2
165	и тот	2	2
166	и будущее	1	2
167	человек не	1	2
168	в виде	1	2
169	которого и	1	2
170	относит его	1	2
171	так и	11	2
172	не будет	1	2
173	конечно в	1	2
174	и положение	1	2
175	и мы	2	2
176	весь мир	5	2
177	в жизни	2	2
178	соответствии с	2	2
179	и того	1	2
180	что значит	3	2
181	можно ли	1	2
182	и под	2	2
183	раз и	1	2
184	нечто вроде	1	2
185	что эта	1	2
186	в определенной	1	2
187	дело не	1	2
188	дело в	2	2
189	того чтобы	3	2
190	же время	8	2
191	существенную связь	1	2
192	бы он	1	2
193	где этот	1	2
194	на нем	2	2
195	во главе	1	2
196	всей своей	1	2
197	говорить о	1	2
198	жизнь и	4	2
199	с этого	1	2
200	и та	1	2
201	ее от	1	2
202	в ту	2	2
203	и она	1	2
204	в него	1	2
205	тот же	3	2
206	дело с	1	2
207	что он	4	2
208	каждый момент	1	2
209	а с	1	2
210	именно на	1	2
211	со всеми	1	2
212	в качестве	3	2
213	события и	1	2
214	него и	1	2
215	и других	3	2
216	его и	2	2
217	и навсегда	1	2
218	прежде всего	8	2
219	в соответствии	1	2
220	смысла и	1	2
221	он и	5	2
222	и потому	1	2
223	его на	1	2
224	в это	1	2
225	этого слова	1	2
226	все остальные	3	2
227	единой и	1	2
228	правду и	1	2
229	еще более	1	2
230	потому что	1	2
231	его к	2	2
