N	4gram	Bakhtin_fo_1	FransuaR
1	в то же время	6	6
2	но в то же	1	3
3	и в то же	4	2
4	как мы уже говорили	3	2
5	мы будем говорить в	1	1
6	мы имеем в виду	1	1
7	получает существенное отношение к	1	1
8	или во всяком случае	1	1
9	мы еще вернемся в	1	1
10	в самой жизни в	1	1
11	с одной стороны и	2	1
12	дело в том что	2	1
13	в литературе этот образ	1	1
14	как мы уже сказали	2	1
15	точка зрения на мир	1	1
16	на протяжении всего романа	1	1
17	все более и более	1	1
18	и в самой жизни	1	1
19	в тех случаях когда	1	1
