N	3gram	Bakhtin_Pr_2	Formalny
1	с точки зрения	9	13
2	то же время	3	8
3	в его целом	3	8
4	в то же	3	8
5	более или менее	1	6
6	на самом деле	1	6
7	до сих пор	2	6
8	не может быть	6	5
9	по отношению к	8	4
10	прежде всего в	1	3
11	и до конца	4	3
12	было бы нелепо	1	3
13	в лучшем случае	1	3
14	смысле этого слова	2	3
15	в ее целом	1	3
16	как бы ни	1	3
17	бы ни были	1	2
18	нет и не	1	2
19	в нем и	1	2
20	художественного произведения и	1	2
21	и не может	2	2
22	в своей книге	1	2
23	в зависимости от	3	2
24	сами по себе	1	2
25	и в каждом	1	2
26	в большинстве случаев	2	2
27	дело идет о	2	2
28	но в то	3	2
29	и в этом	6	2
30	начала и до	2	2
31	только на почве	1	2
32	в целом ряде	2	2
33	и в их	1	2
34	взаимодействии с другими	1	2
35	друг от друга	2	2
36	с начала и	2	2
37	сама по себе	5	2
38	как мы видели	3	2
39	как она есть	1	1
40	жизни и вот	1	1
41	вполне понятно что	1	1
42	в целом его	1	1
43	главе нашей работы	1	1
44	в чем же	2	1
45	этом романе и	1	1
46	быть прежде всего	1	1
47	а прежде всего	1	1
48	ничего общего с	1	1
49	они никогда не	1	1
50	как один из	1	1
51	как и всякое	1	1
52	таковы три основные	1	1
53	со всей полнотой	1	1
54	tertium non datur	1	1
55	что в данном	1	1
56	же время и	1	1
57	все в нем	1	1
58	одна из возможных	1	1
59	в этом смысле	5	1
60	в том и	1	1
61	отношению к этой	1	1
62	же как и	2	1
63	как раз и	1	1
64	в самом конце	1	1
65	всю полноту своей	1	1
66	лишь на почве	1	1
67	хотя бы и	2	1
68	в том что	4	1
69	одной из ветвей	1	1
70	сказать что и	1	1
71	же время не	1	1
72	нелепо думать что	1	1
73	не было как	1	1
74	в этом отношении	2	1
75	точки зрения ее	1	1
76	том числе и	2	1
77	резко отличается от	1	1
78	в то что	1	1
79	его не менее	1	1
80	на первом плане	1	1
81	оно ни принимало	1	1
82	так сказать в	1	1
83	в художественную структуру	1	1
84	мышления о мире	1	1
85	не приводит к	1	1
86	раз и входит	1	1
87	его сознания и	1	1
88	иногда и в	1	1
89	мы видим что	1	1
90	в данном случае	1	1
91	в высшей степени	1	1
92	войти в художественную	1	1
93	и в пределах	1	1
94	может быть дана	1	1
95	в отличие от	1	1
96	по сравнению с	2	1
97	в его содержание	1	1
98	и как бы	2	1
99	и потому не	1	1
100	а не как	1	1
101	та же идея	1	1
102	это конечно не	1	1
103	не должна быть	1	1
104	в новое время	1	1
105	с другой стороны	1	1
106	так же как	3	1
107	и в том	2	1
108	точки зрения своей	1	1
109	самом деле в	1	1
110	по себе не	1	1
111	этой точки зрения	2	1
112	вопрос и с	1	1
113	во всех своих	1	1
114	один из возможных	1	1
115	лишь как момент	1	1
116	свое значение не	1	1
117	бы нелепо думать	1	1
118	всего того что	1	1
119	конечно не может	1	1
120	нашей работы мы	2	1
121	в самом начале	3	1
122	определяющего влияния на	1	1
123	более того он	1	1
124	с самого начала	1	1
125	от остальной литературы	1	1
126	нужно сказать что	1	1
127	них есть только	1	1
128	но все же	2	1
129	эту идею в	1	1
130	и с точки	1	1
131	его с другими	1	1
132	по себе но	1	1
133	в этом романе	1	1
134	в том числе	2	1
135	или же в	1	1
136	может показаться что	1	1
137	тех или иных	1	1
138	в предисловии к	1	1
139	тому что он	1	1
140	тем не менее	1	1
141	то же что	2	1
142	и всякое иное	1	1
143	в процессе их	1	1
144	различны в зависимости	1	1
145	в конкретном и	1	1
146	романа в его	3	1
147	и входит в	1	1
148	в жизни и	1	1
