N	2gram	Vinokur_St_1	Psycholo
1	в том	36	37
2	и в	44	32
3	и что	4	22
4	то есть	2	21
5	том что	29	21
6	потому что	6	21
7	таким образом	7	21
8	то что	18	21
9	что в	30	20
10	может быть	15	18
11	так же	5	18
12	точки зрения	11	17
13	что и	6	17
14	не может	8	17
15	самом деле	11	16
16	что она	4	16
17	того чтобы	11	14
18	то же	5	13
19	в этом	21	13
20	при этом	2	13
21	для того	10	13
22	что он	10	13
23	в самом	7	12
24	заключается в	4	12
25	не только	18	12
26	по себе	1	12
27	если мы	1	12
28	так как	5	12
29	на то	4	11
30	было бы	17	11
31	с тем	1	11
32	в основе	3	11
33	и т	30	10
34	с точки	8	10
35	при помощи	2	10
36	но и	10	10
37	как и	9	10
38	и не	16	10
39	как в	13	9
40	никогда не	5	9
41	что при	2	9
42	тем что	5	9
43	что все	2	9
44	в своих	2	9
45	на деле	1	8
46	той же	5	8
47	что это	4	8
48	не в	12	8
49	не менее	5	8
50	дело с	2	8
51	т п	9	8
52	того что	9	8
53	поэзии и	1	7
54	в сущности	2	7
55	в стихе	1	7
56	что они	7	7
57	говорит что	3	7
58	все эти	5	7
59	ясно что	10	7
60	такой же	5	7
61	и его	8	7
62	как будто	4	7
63	к тому	1	7
64	можно было	13	7
65	только в	10	7
66	что для	3	7
67	а не	16	7
68	сказать что	7	7
69	в этой	11	6
70	целый ряд	2	6
71	он не	2	6
72	если бы	9	6
73	о том	17	6
74	тот же	1	6
75	и из	1	6
76	как бы	4	6
77	художественного произведения	1	5
78	на самом	6	5
79	показать что	1	5
80	исходит из	1	5
81	и на	1	5
82	что его	1	5
83	что у	4	5
84	на все	1	5
85	далеко не	1	5
86	все это	5	5
87	в то	9	5
88	есть только	2	5
89	в ней	3	5
90	утверждает что	1	5
91	и даже	5	5
92	до сих	7	5
93	сих пор	7	5
94	как раз	4	5
95	этом отношении	7	5
96	как на	1	5
97	же как	3	4
98	едва ли	1	4
99	мы имеем	2	4
100	совершенно непонятным	1	4
101	столь же	4	4
102	в чем	3	4
103	из которого	2	4
104	с этим	3	4
105	все же	8	4
106	с той	1	4
107	в целом	5	4
108	и те	2	4
109	в нем	5	4
110	и по	5	4
111	том случае	1	4
112	и с	3	4
113	и тем	3	4
114	несмотря на	2	4
115	в данном	14	4
116	иначе говоря	1	4
117	которые в	2	4
118	и более	2	4
119	тому что	3	4
120	не имеет	4	4
121	того как	1	4
122	но только	1	4
123	ничего не	2	4
124	и до	1	4
125	в сознании	2	4
126	что на	2	4
127	и для	3	4
128	могут быть	5	4
129	тем не	2	4
130	и это	2	4
131	данном случае	6	4
132	и когда	1	4
133	и сам	2	4
134	что форма	1	4
135	о ней	1	4
136	между тем	3	4
137	которые мы	1	4
138	из них	8	4
139	от того	1	4
140	таким путем	1	4
141	а на	3	4
142	как это	4	4
143	указывает что	1	4
144	материал для	3	4
145	с этой	3	4
146	при таком	2	4
147	и все	2	4
148	а в	17	4
149	совершенно не	5	4
150	из этого	1	4
151	жизни и	5	4
152	например в	8	3
153	отношении к	1	3
154	и то	5	3
155	материала который	1	3
156	мы не	2	3
157	или же	2	3
158	время как	2	3
159	то это	3	3
160	во всех	8	3
161	но как	1	3
162	а только	1	3
163	как говорит	1	3
164	что именно	1	3
165	как к	3	3
166	и к	1	3
167	но в	10	3
168	он в	1	3
169	думать что	2	3
170	ответом на	1	3
171	не как	1	3
172	и вот	1	3
173	то как	1	3
174	евгения онегина	5	3
175	об этом	3	3
176	это было	1	3
177	показывает что	1	3
178	и сейчас	4	3
179	в своей	6	3
