N	3gram	Voloshinov_1	Tvorches
1	в то же	3	13
2	то же время	3	12
3	в том что	3	6
4	но в то	2	4
5	с самого начала	4	3
6	на самом деле	1	2
7	в одной из	1	2
8	является одним из	2	2
9	и та же	1	2
10	в наше время	1	2
11	не только в	1	2
12	можно сказать что	3	2
13	тем не менее	2	2
14	этой проблемы в	1	1
15	же деле этот	1	1
16	и того же	5	1
17	чуть ли не	1	1
18	в первой части	1	1
19	равно как и	1	1
20	в настоящее время	6	1
21	то же самое	3	1
22	что же касается	1	1
23	с установкой на	2	1
24	по отношению к	2	1
25	до сих пор	8	1
26	хотя бы и	1	1
27	сами по себе	1	1
28	в отличие от	5	1
29	на самом же	2	1
30	не менее чем	1	1
31	не могут быть	2	1
32	бы то ни	8	1
33	это вовсе не	1	1
34	вследствие этого в	1	1
35	все более и	1	1
36	ту или иную	1	1
37	все это является	1	1
38	все же и	1	1
39	а в этом	2	1
40	то ни было	8	1
41	с одной стороны	1	1
42	в конце концов	3	1
43	но при этом	2	1
44	каких бы то	3	1
45	и как бы	1	1
46	само собой разумеющимся	1	1
47	в связи с	7	1
48	может быть понята	1	1
49	это не значит	1	1
50	внутренними и внешними	1	1
51	одна и та	1	1
52	самом же деле	2	1
53	так и от	1	1
54	и вот в	1	1
55	в свою очередь	2	1
56	это значит что	1	1
57	и в самом	1	1
58	более и более	1	1
59	как в своих	1	1
60	с другой стороны	5	1
61	одного и того	5	1
62	маркса и энгельса	1	1
63	что в каждом	1	1
64	по преимуществу в	1	1
65	таким образом и	1	1
66	к тому что	1	1
67	в отношении к	4	1
68	друг для друга	1	1
69	является как бы	1	1
70	при этом она	1	1
