N	2gram	Propp_Russ_1	Hudozhes
1	и в	36	28
2	том что	19	19
3	и не	6	18
4	своего рода	3	16
5	в том	17	15
6	а не	2	14
7	в этом	12	13
8	о том	8	12
9	перед нами	1	11
10	не только	22	11
11	при этом	6	11
12	как и	10	11
13	в его	2	11
14	уже не	6	10
15	не случайно	2	10
16	в себе	1	9
17	но и	16	9
18	так и	7	8
19	между тем	7	8
20	что он	1	8
21	в жизни	2	8
22	может быть	8	8
23	о чем	3	8
24	по отношению	1	7
25	тогда как	2	7
26	что она	2	7
27	состоит в	8	7
28	об этом	9	7
29	к тому	4	7
30	в частности	2	7
31	как это	8	7
32	и все	1	7
33	с ним	2	7
34	отношению к	1	7
35	то же	3	6
36	не было	2	6
37	и с	2	6
38	в то	1	6
39	тем что	4	6
40	для себя	1	6
41	если бы	1	6
42	можно сказать	1	6
43	это не	10	6
44	а в	9	6
45	то что	6	6
46	жизни и	1	6
47	жизни как	1	5
48	с его	1	5
49	в этой	1	5
50	как в	5	5
51	что это	3	5
52	в своем	3	5
53	не менее	3	5
54	у него	2	5
55	ничего не	3	5
56	в тексте	1	5
57	и его	1	5
58	в детстве	1	5
59	она не	2	5
60	и сам	1	5
61	только на	3	5
62	одно из	5	5
63	наряду с	1	5
64	как бы	5	5
65	что в	19	5
66	и другие	13	5
67	и т	10	4
68	но не	2	4
69	подобно тому	1	4
70	он не	1	4
71	в других	11	4
72	тем не	3	4
73	тому что	4	4
74	и сама	1	4
75	как будто	5	4
76	в городе	1	4
77	и о	1	4
78	что они	7	4
79	только в	4	4
80	в качестве	3	4
81	что и	7	4
82	говорит о	1	4
83	а п	2	4
84	то и	1	4
85	не может	4	4
86	тому как	1	4
87	чтобы не	1	3
88	по преимуществу	1	3
89	по его	1	3
90	на себя	2	3
91	и он	1	3
92	в ней	2	3
93	еще не	4	3
94	и на	10	3
95	не все	1	3
96	следующим образом	4	3
97	как он	2	3
98	в нем	2	3
99	можно было	1	3
100	что все	1	3
101	мы уже	1	3
102	было бы	1	3
103	в это	3	3
104	в них	6	3
105	несмотря на	3	3
106	в этих	3	3
107	что было	1	3
108	любви и	1	3
109	ни о	1	3
110	как только	1	3
111	и это	1	3
112	что у	2	3
113	внимание на	1	3
114	к нему	1	3
115	с ними	5	3
116	и ее	1	3
117	для нас	6	3
118	в одном	3	3
119	что на	4	3
120	а с	4	3
121	так же	3	3
122	все это	6	3
123	или в	2	3
124	будто бы	6	3
125	есть и	1	3
126	и состоит	1	3
127	по поводу	1	3
128	самом деле	1	3
129	все что	1	3
130	же как	1	2
131	но тем	2	2
132	в первом	1	2
133	который в	1	2
134	не во	1	2
135	говорить о	1	2
136	они были	2	2
137	на могилах	8	2
138	если в	3	2
139	ответ на	1	2
140	другой день	1	2
141	все же	5	2
142	как уже	4	2
143	и к	3	2
144	но в	2	2
145	говорится в	1	2
146	та же	2	2
147	в нашем	2	2
148	из этих	4	2
149	не более	1	2
150	тому же	1	2
151	т д	9	2
152	не как	1	2
153	на этом	3	2
154	прежде чем	1	2
155	оно не	1	2
156	же не	2	2
157	не с	3	2
158	его в	1	2
159	и было	1	2
160	место в	1	2
161	в г	4	2
162	с точки	3	2
163	она в	3	2
164	не столько	1	2
165	что я	1	2
166	начнем с	1	2
167	сам он	1	2
168	жизни то	1	2
169	дело не	1	2
170	того как	5	2
