N	2gram	Propp_Russ_1	Istorich
1	в сказке	1	36
2	и в	36	24
3	не только	22	21
4	что он	1	21
5	и т	10	17
6	т д	9	16
7	этих случаях	1	16
8	т е	17	16
9	может быть	8	14
10	не может	4	14
11	что в	19	13
12	в этих	3	13
13	мы имеем	4	12
14	как в	5	12
15	в этом	12	12
16	и здесь	2	12
17	но и	16	11
18	это не	10	10
19	том что	19	10
20	и что	4	10
21	у него	2	10
22	мы видим	2	10
23	а в	9	10
24	все же	5	9
25	этот случай	1	9
26	о том	8	9
27	потому что	10	9
28	и другие	13	9
29	то же	3	8
30	еще не	4	8
31	показывает что	5	8
32	что и	7	8
33	так как	15	8
34	а не	2	8
35	все это	6	8
36	или в	2	8
37	эти случаи	1	7
38	во всех	4	7
39	то что	6	7
40	таким образом	6	7
41	мы видели	1	7
42	одна из	4	7
43	с собой	4	7
44	к нему	1	7
45	что здесь	1	7
46	один из	8	7
47	в том	17	7
48	вместе с	10	7
49	что это	3	6
50	но не	2	6
51	как он	2	6
52	в нем	2	6
53	он не	1	6
54	всех этих	2	6
55	об этом	9	6
56	как и	10	6
57	для нас	6	6
58	и все	1	6
59	показывают что	2	6
60	того что	4	6
61	только в	4	6
62	ответ на	1	6
63	тем что	4	6
64	так же	3	6
65	во время	14	6
66	мы увидим	8	6
67	в чем	1	5
68	но в	2	5
69	что она	2	5
70	здесь мы	1	5
71	не менее	3	5
72	с ним	2	5
73	дело не	1	5
74	ничего не	3	5
75	так и	7	5
76	представляют собой	7	5
77	там где	2	5
78	в тех	4	5
79	видно что	6	5
80	тот кто	1	5
81	же как	1	4
82	мы уже	1	4
83	мы не	6	4
84	представляет собой	4	4
85	жениться на	1	4
86	тех случаях	1	4
87	как бы	5	4
88	при этом	6	4
89	мы можем	2	4
90	но все	3	4
91	не всегда	1	4
92	точки зрения	3	4
93	в их	4	4
94	своего рода	3	4
95	тем не	3	4
96	по существу	4	4
97	не имеет	6	4
98	в других	11	4
99	в сказках	1	4
100	так в	4	4
101	что у	2	4
102	после того	2	4
103	представления о	1	4
104	то и	1	4
105	этого обычая	5	4
106	ее на	1	4
107	если не	1	4
108	в данном	1	4
109	и не	6	4
110	случаях когда	1	4
111	мы должны	2	4
112	есть и	1	4
113	например в	2	3
114	видеть в	1	3
115	не вполне	1	3
116	и он	1	3
117	в различных	2	3
118	с его	1	3
119	тогда как	2	3
120	себе и	1	3
121	что они	7	3
122	эта связь	1	3
123	кроме того	1	3
124	хотя и	2	3
125	когда он	2	3
126	и наконец	1	3
127	из этих	4	3
128	в дальнейшем	2	3
129	на то	1	3
130	после этого	4	3
131	том чтобы	1	3
132	и по	8	3
133	его в	1	3
134	уже знаем	1	3
135	в них	6	3
136	которой он	1	3
137	она в	3	3
138	представление о	3	3
139	вопрос о	1	3
140	должны были	2	3
141	но они	3	3
142	как мы	10	3
143	тогда когда	1	3
144	того как	5	3
145	они же	2	3
146	дворец и	1	3
