N	3gram	Trubetskoy_1	FransuaR
1	то же время	2	10
2	в то же	2	10
3	до сих пор	5	8
4	мы уже говорили	1	7
5	в том что	3	6
6	и в то	1	5
7	сих пор еще	2	4
8	в настоящее время	1	3
9	в том числе	5	3
10	в связи с	3	3
11	до настоящего времени	1	3
12	мы видели что	1	3
13	более или менее	5	2
14	с точки зрения	6	2
15	бы то ни	2	2
16	том числе и	4	2
17	в этом процессе	1	2
18	ни с одним	1	2
19	с одним из	2	2
20	по своему характеру	1	2
21	в данном случае	1	2
22	но в то	1	2
23	с одной стороны	7	2
24	в то время	1	2
25	что в том	1	2
26	о том что	4	2
27	не только не	1	2
28	можно сказать что	2	2
29	с другой стороны	1	2
30	мы видим что	1	2
31	для того чтобы	5	2
32	не может быть	1	2
33	которые по своему	1	1
34	а следовательно и	1	1
35	сказать что в	1	1
36	и не могут	1	1
37	потому что в	1	1
38	по отношению к	1	1
39	в самом деле	1	1
40	по своему значению	1	1
41	те и другие	2	1
42	в эту эпоху	1	1
43	до известной степени	1	1
44	вместе с тем	8	1
45	в отличие от	1	1
46	что все эти	1	1
47	в этом отношении	2	1
48	несмотря на его	1	1
49	том или ином	1	1
50	что даже в	1	1
51	может быть и	2	1
52	а отчасти и	1	1
53	в значительной мере	2	1
54	главным образом в	3	1
55	и некоторые другие	1	1
56	о том как	1	1
57	которой не было	1	1
58	не потому что	1	1
59	и т.д в	1	1
60	то ни было	2	1
61	состоит в том	1	1
62	так и в	1	1
63	но при этом	1	1
64	обстоит дело с	1	1
65	и в этом	2	1
66	по сравнению с	2	1
67	и вместе с	4	1
68	а с другой	5	1
69	не в том	1	1
70	и что она	1	1
71	в том или	1	1
72	тем или иным	1	1
73	друг к другу	1	1
74	как бы в	1	1
75	и в настоящее	1	1
76	только то что	1	1
77	в одном и	1	1
78	между этими двумя	2	1
79	у него в	1	1
80	таким образом в	2	1
81	сказать и о	1	1
82	с самого начала	2	1
83	речь идет о	1	1
84	том что все	1	1
85	может и не	1	1
86	связанные с ним	1	1
87	после того как	1	1
88	друг с другом	5	1
89	и те и	2	1
90	к тому же	4	1
91	то же самое	2	1
92	с тем чтобы	4	1
93	той или иной	2	1
94	и только в	1	1
