N	4gram	Vygotskiy__5	StatiiOP
1	в том числе и	1	2
2	заключается в том что	4	2
3	в том что в	2	2
4	в той мере в	3	1
5	только в том что	1	1
6	само собой разумеется что	1	1
7	в прямом смысле этого	1	1
8	вообще не существует все	1	1
9	той мере в какой	2	1
10	на вопрос о том	2	1
11	в то время как	4	1
12	надо сказать что в	1	1
13	в том что он	2	1
14	дело только в том	1	1
15	вопрос о том что	1	1
16	так же как и	1	1
17	в том смысле что	1	1
18	но и это не	1	1
19	ответ на этот вопрос	2	1
20	и по отношению к	1	1
21	в той же мере	1	1
