N	3gram	Propp_Russ_1	FransuaR
1	в большинстве случаев	2	5
2	как мы уже	1	5
3	на весь мир	1	5
4	подобно тому как	1	3
5	с точки зрения	3	2
6	на самом же	1	2
7	некоторые из них	1	2
8	и в других	4	2
9	самом же деле	1	2
10	два раза в	1	2
11	не только в	1	2
12	в то время	1	2
13	о том что	4	2
14	во время которого	1	2
15	как мы видели	1	2
16	можно сказать что	1	1
17	то есть когда	1	1
18	и того же	1	1
19	а следовательно и	1	1
20	что каждый из	1	1
21	с этого времени	1	1
22	хотя они и	1	1
23	исторического развития но	1	1
24	и каким образом	1	1
25	из них в	1	1
26	по мере их	1	1
27	и в дальнейшем	1	1
28	в этом отношении	1	1
29	дальнейшего развития этого	1	1
30	с новым годом	1	1
31	видеть в этом	1	1
32	в это время	2	1
33	тех местах где	2	1
34	в данном случае	1	1
35	ни в одном	1	1
36	независимо от него	1	1
37	может быть и	2	1
38	и в нашем	1	1
39	в отличие от	1	1
40	и как бы	1	1
41	все же не	2	1
42	в связи с	4	1
43	это не значит	2	1
44	в виду что	1	1
45	как мы увидим	5	1
46	в тех местах	3	1
47	быть и не	1	1
48	как мы знаем	1	1
49	мы можем судить	1	1
50	мы уже знаем	1	1
51	перед нами как	1	1
52	по улицам и	3	1
53	в свою очередь	2	1
54	к этому времени	1	1
55	как будто не	1	1
56	одного и того	1	1
57	но это не	2	1
58	мы видим что	1	1
59	в особенности же	1	1
60	на самом деле	1	1
61	в том что	15	1
62	дошедшим до нас	1	1
63	что и в	1	1
64	один из самых	1	1
65	но и других	1	1
