N	2gram	Tiupa_Hudo_1	Tvorches
1	и в	14	20
2	в романе	1	15
3	и т	11	13
4	в романах	1	13
5	не только	12	13
6	т д	3	11
7	никогда не	6	11
8	м м	3	11
9	как бы	7	11
10	в то	8	10
11	в его	8	10
12	достоевского в	1	9
13	и его	5	9
14	там же	2	9
15	и не	2	9
16	при этом	12	8
17	и с	4	8
18	в том	12	8
19	может быть	5	8
20	в этом	11	8
21	прежде всего	11	8
22	но и	5	8
23	то же	9	7
24	это не	7	7
25	же время	8	7
26	потому что	5	7
27	не может	7	7
28	xix века	1	7
29	что в	6	7
30	в целом	2	6
31	как и	9	6
32	в своей	10	6
33	что он	9	6
34	так и	13	6
35	в конце	4	6
36	у него	9	6
37	в бытовой	2	6
38	именно в	7	6
39	а не	12	6
40	все это	2	6
41	например в	2	5
42	еще не	7	5
43	и на	3	5
44	но не	3	5
45	все же	3	5
46	в этой	8	5
47	в творческом	3	5
48	в мире	3	5
49	о том	12	5
50	и даже	3	5
51	в творчестве	3	5
52	но это	1	5
53	читателя в	6	5
54	мы не	2	4
55	все эти	3	4
56	что они	1	4
57	отнюдь не	3	4
58	как в	8	4
59	хотя и	2	4
60	когда он	1	4
61	но в	5	4
62	за собой	1	4
63	не в	7	4
64	в дальнейшем	1	4
65	на его	2	4
66	что она	4	4
67	что у	3	4
68	об этом	5	4
69	на стороне	2	4
70	соответствии с	1	4
71	если бы	3	4
72	тем самым	1	4
73	а а	2	4
74	ничего не	8	4
75	по нашему	2	4
76	в духе	4	4
77	в чем	1	4
78	в лице	3	4
79	античной трагедии	1	4
80	н м	1	4
81	а в	7	4
82	нашему мнению	1	4
83	и потому	2	4
84	и от	4	4
85	героя в	2	4
86	том что	16	4
87	м бахтин	2	4
88	но у	1	4
89	же как	2	3
90	человека и	1	3
91	по мнению	5	3
92	х годов	1	3
93	он сам	1	3
94	а с	2	3
95	по отношению	8	3
96	тогда как	7	3
97	в одной	2	3
98	по сути	1	3
99	о жизни	1	3
100	это был	1	3
101	г а	1	3
102	в письмах	1	3
103	отношению к	8	3
104	в себе	11	3
105	в нем	3	3
106	он не	4	3
107	в плане	1	3
108	в образе	1	3
109	человека в	6	3
110	его в	3	3
111	но уже	1	3
112	в самом	4	3
113	в их	2	3
114	место в	1	3
115	в которых	1	3
116	своего рода	7	3
117	собр соч	1	3
118	тем что	3	3
119	одна из	2	3
120	казалось бы	7	3
121	и это	4	3
122	быть может	7	3
123	с ним	4	3
124	до сих	2	3
125	между тем	8	3
126	в античной	1	3
127	в этическую	1	3
128	романа и	1	3
129	уже не	7	3
130	в начале	2	3
131	для него	10	3
132	у нее	2	3
133	так как	1	3
134	ф м	3	3
135	то что	8	3
136	как у	1	3
137	и др	1	3
138	что не	2	3
139	превращается в	3	3
140	в рассказе	11	3
141	xx века	1	3
142	сути дела	1	3
143	характера и	2	3
144	с этой	2	3
145	сих пор	2	3
146	нет ничего	2	3
147	один из	4	3
148	своих героев	2	3
149	жизни в	6	3
150	одной из	2	3
151	в своих	3	3
152	в таком	3	3
153	как известно	1	2
154	неотделима от	1	2
155	относится и	1	2
156	таком случае	1	2
157	начинается с	2	2
158	самом деле	5	2
159	по преимуществу	3	2
160	проникает в	1	2
161	он всегда	1	2
162	с долинин	1	2
163	говорить о	3	2
164	со своими	1	2
165	я не	1	2
166	и он	5	2
167	в xix	1	2
168	как правило	6	2
169	в ее	3	2
170	тут же	1	2
171	нет и	1	2
172	во многом	1	2
173	так что	2	2
174	и поэтому	2	2
175	с генералом	1	2
176	в этот	1	2
177	в которой	1	2
178	из жизни	1	2
179	в литературном	2	2
180	отказывается от	1	2
181	бы не	1	2
182	т п	8	2
183	во многих	1	2
184	но ведь	1	2
185	так сказать	2	2
186	современной ему	1	2
187	наш взгляд	2	2
188	едва ли	3	2
189	сердце и	1	2
190	характер в	2	2
191	на наш	2	2
192	и по	3	2
193	особенно в	2	2
194	авторского сознания	1	2
195	он же	1	2
196	достоевского и	1	2
197	которой он	1	2
198	такой же	3	2
199	эстетический эффект	1	2
200	писатель в	1	2
201	личности это	1	2
202	в такой	2	2
203	не столько	2	2
204	в отличие	1	2
205	и болезненно	1	2
206	что я	2	2
207	точку зрения	1	2
208	их в	1	2
209	что этот	1	2
210	между людьми	1	2
211	не менее	5	2
212	из нас	3	2
213	как о	1	2
214	ее носителя	1	2
215	на него	2	2
216	в русской	4	2
217	письма т	1	2
218	а во	1	2
219	что на	2	2
220	личности в	7	2
221	мы узнаем	4	2
222	могут быть	1	2
223	знать об	1	2
224	опираясь на	1	2
225	чувство стыда	1	2
226	же не	1	2
227	как по	2	2
228	так в	2	2
229	приводит к	3	2
230	роль в	1	2
231	действующих лиц	2	2
232	сводится к	1	2
233	и что	2	2
234	что его	1	2
235	восходит к	1	2
236	и только	1	2
237	всяком случае	1	2
238	в которую	1	2
239	в литературе	3	2
240	не случайно	7	2
241	с ними	2	2
242	только в	5	2
243	б м	2	2
244	в стороне	1	2
245	и ее	1	2
246	себя в	4	2
247	человеческой личности	1	2
248	и у	1	2
249	уже в	1	2
250	или даже	1	2
251	из них	4	2
252	его и	1	2
253	в одном	1	2
254	вовсе не	1	2
255	давно уже	1	2
256	друг друга	5	2
257	отличие от	1	2
258	к философской	1	2
259	рядом с	1	2
260	эти наблюдения	1	2
261	с другим	2	2
262	с другой	1	2
263	не было	4	2
264	это прежде	2	2
265	не означает	2	2
266	в произведениях	2	2
267	в частности	5	2
268	к жизни	5	2
269	о человеке	2	2
270	в первой	6	2
271	и м	2	2
272	него в	1	2
273	только для	2	2
274	характера в	3	2
275	себя на	1	2
276	в основе	1	2
277	ни к	2	2
278	героя и	5	2
279	и без	1	2
280	из этого	1	2
281	во всяком	1	2
282	говорили о	1	1
283	от личности	2	1
284	можно говорить	1	1
285	речь идет	3	1
286	в сфере	1	1
287	с с	4	1
288	в личностном	1	1
289	по адресу	2	1
290	как его	3	1
291	связана с	1	1
292	отметим что	2	1
293	а между	1	1
294	только потому	2	1
295	это и	1	1
296	героев к	1	1
297	в первом	1	1
298	из его	1	1
299	представлял себе	1	1
300	видеть в	1	1
301	внутренний мир	1	1
302	века в	1	1
303	и за	1	1
304	приходит к	1	1
305	мы уже	4	1
306	той же	2	1
307	их мысли	1	1
308	из всего	1	1
309	характер героя	1	1
310	общества и	1	1
311	не делает	1	1
312	в первый	2	1
313	что уже	1	1
314	комизма в	1	1
315	этом не	1	1
316	не была	2	1
317	чехова это	1	1
318	жизненной позиции	1	1
319	личности с	1	1
320	же что	1	1
321	в сцене	1	1
322	свою очередь	1	1
323	литературы и	1	1
324	это действительно	1	1
325	с его	5	1
326	претендующего на	1	1
327	во всех	1	1
328	году по	1	1
329	я никогда	1	1
