N	3gram	Bakhtin_sl_1	Problemy
1	то же время	12	10
2	в то же	12	10
3	с самого начала	1	8
4	в отношении к	6	7
5	себе самому и	1	5
6	в пределах одного	1	5
7	в той или	9	4
8	но в то	4	4
9	во всяком случае	5	4
10	его отношение к	1	4
11	на протяжении всего	1	4
12	и прежде всего	1	4
13	той или иной	9	4
14	друг с другом	2	4
15	а между тем	2	3
16	как и у	1	3
17	бы то ни	1	3
18	одно и то	2	3
19	то ни было	1	3
20	и то же	2	3
21	с другой стороны	4	3
22	не может быть	1	3
23	может войти в	1	2
24	его внутренняя речь	1	2
25	с точки зрения	8	2
26	и не может	2	2
27	и в то	5	2
28	в отличие от	1	2
29	можно было бы	2	2
30	или иной степени	9	2
31	и не в	1	2
32	и в этом	2	2
33	которого он в	1	2
34	в чужих устах	1	2
35	так и в	3	2
36	и все это	1	2
37	в большинстве случаев	6	2
38	как мы уже	2	2
39	рассказчика и в	1	2
40	в том что	1	2
41	именно потому что	1	2
42	на чужое слово	1	1
43	как в отношении	1	1
44	еще далеко не	1	1
45	точки зрения на	3	1
46	с таким же	1	1
47	и столь же	1	1
48	то есть как	3	1
49	но как мы	1	1
50	прежде всего как	1	1
51	и от него	1	1
52	то есть не	1	1
53	а вовсе не	2	1
54	дело в том	1	1
55	бы ни был	1	1
56	а затем и	1	1
57	и в особенности	4	1
58	друг о друге	2	1
59	громадное значение в	1	1
60	но и по	1	1
61	в том и	2	1
62	самого начала в	1	1
63	в этом случае	2	1
64	в нем и	1	1
65	же время он	1	1
66	до сих пор	2	1
67	как мы сказали	4	1
68	на свой предмет	1	1
69	в тонах и	1	1
70	не входит в	1	1
71	таким образом на	1	1
72	одного синтаксического целого	2	1
73	заложенные в них	1	1
74	и в каждом	1	1
75	и нуждается в	1	1
76	рано или поздно	1	1
77	не укладывается в	2	1
78	оглядки на чужое	1	1
79	в монологическом высказывании	2	1
80	со всех сторон	1	1
81	по крайней мере	1	1
82	но и эти	1	1
83	у него нет	1	1
84	может быть и	1	1
85	пародийная стилизация высокого	1	1
86	к тому что	2	1
87	в значительной степени	1	1
88	то время как	2	1
89	в своей основной	1	1
90	в данном случае	3	1
91	до конца и	3	1
92	начинает звучать как	1	1
93	и заставляет его	1	1
94	и на протяжении	1	1
95	со всею ясностью	1	1
96	и все его	1	1
97	к своему предмету	1	1
98	оно может лишь	1	1
99	и ничего не	1	1
100	слово как бы	1	1
101	к одному из	1	1
102	в большей или	3	1
103	или меньшей степени	3	1
104	своему предмету но	1	1
105	и в отношении	1	1
106	прежде всего в	1	1
107	со своим словом	1	1
108	можно прямо сказать	1	1
109	отношение к чужому	2	1
110	то же слово	2	1
111	том и в	2	1
112	и в том	2	1
113	в свое время	1	1
114	здесь как бы	1	1
115	и во всяком	1	1
116	определяется прежде всего	2	1
117	в то время	2	1
118	как бы не	1	1
119	неразрывной связи с	1	1
120	как и в	1	1
121	большей или меньшей	4	1
122	он и строит	1	1
123	все это может	1	1
124	все эти слова	1	1
125	в свою очередь	2	1
126	из них он	1	1
127	о том что	1	1
128	пределах одного синтаксического	1	1
129	никогда не бывает	1	1
130	не только не	1	1
131	же не только	1	1
132	но в этом	1	1
133	другие так и	1	1
134	мы сказали и	1	1
135	можно сказать что	1	1
136	или во всяком	2	1
137	как бы ни	2	1
138	бы они ни	1	1
139	они ни были	1	1
140	с чужим словом	8	1
141	тем не менее	1	1
142	оставаясь в пределах	1	1
143	на слушателя и	3	1
144	входящих в роман	1	1
145	как мы видели	1	1
146	для того чтобы	1	1
147	в этом отношении	1	1
148	и в другом	2	1
