N	2gram	Berdyaev_V_1	Analitik
1	не только	2	22
2	тогда как	1	20
3	и в	16	18
4	как и	4	14
5	так и	4	14
6	в этом	4	14
7	но и	5	13
8	том что	2	12
9	и не	20	12
10	то есть	1	10
11	а в	2	10
12	как бы	5	10
13	что в	3	9
14	может быть	1	9
15	а не	7	9
16	в том	3	9
17	со своей	1	8
18	с его	3	8
19	не случайно	1	8
20	в его	4	7
21	с другой	1	7
22	но не	2	7
23	еще не	8	6
24	в этой	1	6
25	в их	1	6
26	не в	3	6
27	к тому	3	6
28	для него	2	6
29	в самом	1	5
30	лишь в	3	5
31	в мире	5	5
32	что и	3	5
33	между тем	2	5
34	уже не	2	5
35	в конце	3	5
36	никогда не	3	5
37	прежде всего	2	5
38	я в	1	5
39	в результате	1	5
40	другой стороны	1	5
41	и на	1	4
42	что он	4	4
43	в своем	1	4
44	по пути	5	4
45	в одном	1	4
46	и сам	2	4
47	крайней мере	1	4
48	не есть	6	4
49	по крайней	1	4
50	о чем	1	4
51	все же	1	4
52	его не	2	3
53	мы не	2	3
54	говорить о	4	3
55	в целом	1	3
56	уже в	1	3
57	но как	1	3
58	если в	1	3
59	что они	7	3
60	как в	1	3
61	поскольку он	1	3
62	роль в	1	3
63	нашего времени	1	3
64	то же	1	3
65	не будет	2	3
66	лишь на	1	3
67	все это	5	3
68	ничего не	1	3
69	в ее	1	3
70	во всем	1	3
71	еще и	1	3
72	что не	4	3
73	не было	3	3
74	не всегда	1	3
75	как это	1	3
76	к жизни	1	3
77	к этому	1	3
78	от своей	2	2
79	есть не	1	2
80	на себя	5	2
81	в ней	4	2
82	освобождения от	2	2
83	во всех	3	2
84	более чем	2	2
85	могли бы	1	2
86	но в	3	2
87	в противоположность	1	2
88	бы и	3	2
89	все эти	3	2
90	в нем	4	2
91	о которой	1	2
92	и вот	1	2
93	и по	1	2
94	это не	2	2
95	в жизни	3	2
96	в них	3	2
97	с тем	2	2
98	им что	2	2
99	одна из	2	2
100	на два	1	2
101	могут быть	2	2
102	в себя	2	2
103	не с	2	2
104	всех частей	1	2
105	в новом	1	2
106	любви к	1	2
107	в глазах	1	2
108	в форме	2	2
109	один из	2	2
110	но с	1	2
111	только в	2	2
112	и ее	1	2
113	не для	1	2
114	самого ивана	1	2
115	тем что	2	2
116	как сам	1	2
117	говорит о	1	2
118	что мы	4	2
119	связь с	1	2
120	вместе с	1	2
121	и потому	7	2
122	да и	2	2
123	этого слова	1	2
124	на пути	1	2
125	ни для	1	2
126	и для	3	2
127	и от	1	2
128	мира и	1	2
129	хотя и	5	2
130	и все	4	2
131	личности и	3	2
132	то что	9	2
133	о своем	1	2
134	в искусстве	1	2
135	во всяком	2	2
136	а между	2	1
137	речь идет	1	1
138	человека и	6	1
139	и есть	4	1
140	и до	1	1
141	не имеют	1	1
142	кто бы	1	1
143	этому пути	2	1
144	вопрос о	1	1
145	я не	1	1
146	бы ни	1	1
147	мы и	2	1
148	зависимости от	1	1
149	о судьбе	1	1
150	во мне	4	1
151	целое и	1	1
152	раскрытия смысла	1	1
153	он был	1	1
154	с родным	1	1
155	и скажут	1	1
156	мы будем	1	1
157	к богу	8	1
158	ведет по	2	1
159	отношение к	1	1
160	в истории	8	1
161	что во	3	1
162	своей и	1	1
163	человеческого бытия	1	1
164	и ведет	1	1
165	личностью и	1	1
166	еще больше	1	1
167	говорит что	1	1
168	мир и	2	1
169	и свою	1	1
170	от этого	3	1
171	и хотя	1	1
172	к чему	3	1
173	в известном	1	1
174	это тот	1	1
175	свободы но	1	1
176	к миру	1	1
177	они в	3	1
178	с именем	1	1
179	выбора все	1	1
180	чем у	1	1
181	окажется всего	1	1
182	в божественной	2	1
183	себя своего	1	1
184	этом мире	1	1
185	человека в	1	1
186	есть одна	1	1
187	себя не	1	1
188	есть и	1	1
189	но от	1	1
190	не того	1	1
191	должно быть	3	1
192	но я	1	1
193	в своей	3	1
194	таким же	1	1
195	и чести	1	1
196	этому же	1	1
197	хотят скрыть	1	1
198	что было	2	1
199	свобода и	1	1
200	этих трех	3	1
201	любви и	1	1
202	с ним	2	1
203	как можно	1	1
204	на него	1	1
205	всего один	1	1
206	у него	1	1
207	в прекрасную	1	1
208	свободы и	12	1
209	счастьем и	1	1
210	того чтобы	2	1
211	под этим	2	1
212	потому что	4	1
213	и теперь	2	1
214	у нас	1	1
215	не могут	2	1
216	что со	1	1
217	бог но	1	1
218	что уже	1	1
219	слова с	1	1
220	не поднимается	1	1
221	для себя	1	1
222	как мы	1	1
223	живет в	1	1
224	является в	2	1
225	и внешней	1	1
226	художественный образ	1	1
227	истории в	1	1
228	жизни но	1	1
229	от них	1	1
230	а потому	1	1
231	вслед за	2	1
232	от свободы	2	1
233	счастье и	3	1
234	того что	5	1
235	я был	1	1
236	д и	1	1
237	идет по	1	1
238	так для	2	1
239	тот же	3	1
240	с ними	1	1
241	и так	1	1
242	по этому	3	1
243	в творческую	1	1
244	теперь в	1	1
245	его совесть	1	1
246	по законам	1	1
247	бог не	1	1
248	слова не	1	1
249	каким образом	1	1
250	или даже	1	1
251	его и	2	1
252	вовсе не	1	1
253	к ним	1	1
254	и никогда	2	1
255	он так	1	1
256	лишь к	1	1
257	бы это	1	1
258	для того	1	1
259	что на	1	1
260	не ведая	1	1
261	может и	1	1
262	ее в	2	1
263	тем кто	2	1
264	это все	2	1
265	а с	2	1
266	себя и	1	1
267	превращается в	3	1
268	в одно	1	1
269	человека как	2	1
270	и мир	1	1
271	к ногам	2	1
272	ведет к	1	1
273	выбора в	1	1
274	для их	2	1
275	был в	1	1
276	и всех	1	1
277	с этой	1	1
278	известном смысле	1	1
279	но это	3	1
280	так ли	1	1
281	и тогда	2	1
282	ты и	1	1
283	уже на	2	1
284	того кому	1	1
285	свободного выбора	1	1
286	от него	2	1
287	бы в	1	1
288	стороны в	1	1
289	хотя бы	3	1
290	будто бы	1	1
291	места в	1	1
292	к ее	1	1
293	жизни в	1	1
294	наконец не	1	1
295	и каким	1	1
296	оно не	3	1
297	еще предстоит	1	1
298	в трех	1	1
299	жизнь в	1	1
300	жизни и	3	1
301	и другие	1	1
302	в своих	1	1
303	а того	1	1
304	к счастью	3	1
305	все что	4	1
306	они не	1	1
