N	2gram	Bakhtin_Pr_3	Formalny
1	и в	34	38
2	в этом	16	27
3	т е	12	26
4	может быть	19	23
5	и его	16	21
6	и пр	1	21
7	таким образом	5	20
8	и не	29	20
9	в самом	8	16
10	не в	9	15
11	прежде всего	15	15
12	и т	8	14
13	не может	19	14
14	в нем	19	13
15	связи с	1	13
16	но и	12	13
17	в пределах	6	12
18	с его	6	11
19	с тем	5	11
20	в том	3	11
21	вовсе не	11	11
22	с другими	4	10
23	в его	22	10
24	не только	10	9
25	при этом	4	9
26	и с	15	9
27	как и	18	9
28	т п	6	9
29	в процессе	1	9
30	самом деле	13	8
31	отнюдь не	2	8
32	все же	7	8
33	точки зрения	8	8
34	так и	6	8
35	что и	5	8
36	тем что	4	8
37	в первом	1	7
38	как мы	7	7
39	в корне	1	7
40	лишь в	5	7
41	по себе	3	7
42	для него	13	7
43	в своей	3	7
44	с точки	4	7
45	уже не	2	7
46	этом отношении	1	7
47	в других	1	7
48	не могут	1	7
49	слова и	10	7
50	что в	7	7
51	и ее	2	6
52	в ней	3	6
53	все эти	4	6
54	в этой	1	6
55	то же	14	6
56	было бы	2	6
57	он не	15	6
58	в их	1	6
59	все время	5	6
60	только в	6	6
61	как такового	3	6
62	то что	11	6
63	не было	2	6
64	вместе с	4	6
65	а не	9	6
66	как раз	4	6
67	хотя бы	5	6
68	а в	5	6
69	это и	2	5
70	по преимуществу	1	5
71	говорить о	3	5
72	всего этого	2	5
73	во всех	2	5
74	в общем	4	5
75	т д	2	5
76	в слове	5	5
77	в то	12	5
78	в основе	1	5
79	же время	12	5
80	ни о	1	5
81	если бы	4	5
82	сводится к	3	5
83	и должно	2	5
84	говорит он	3	5
85	и только	2	5
86	что он	23	5
87	всяком случае	5	5
88	и речи	1	5
89	с этим	2	5
90	что же	8	5
91	в реальном	3	5
92	более того	2	5
93	и для	8	5
94	бы в	3	5
95	еще более	2	5
96	во всяком	5	5
97	здесь и	2	4
98	высшей степени	3	4
99	в сущности	11	4
100	что оно	2	4
101	в сторону	2	4
102	что они	6	4
103	независимо от	1	4
104	как в	4	4
105	и наконец	5	4
106	и к	12	4
107	в статье	1	4
108	не как	3	4
109	входит в	2	4
110	в высшей	3	4
111	мы видели	3	4
112	не столько	1	4
113	раз и	3	4
114	ничего не	4	4
115	к тому	5	4
116	здесь не	1	4
117	в дальнейшем	1	4
118	того или	2	4
119	но в	16	4
120	чем он	1	4
