N	2gram	Propp_Isto_5	FransuaR
1	и в	25	56
2	в его	12	18
3	таким образом	9	17
4	все эти	8	15
5	в этом	10	14
6	в том	6	13
7	в то	3	12
8	и его	9	12
9	то же	4	11
10	в этих	6	11
11	как бы	2	11
12	мы уже	4	10
13	еще не	8	10
14	же время	1	10
15	в самом	1	9
16	и не	11	9
17	только в	7	9
18	но и	13	9
19	во всех	2	8
20	не только	13	8
21	в нем	7	8
22	и с	3	8
23	и даже	1	8
24	до сих	2	8
25	и др	3	8
26	по своему	1	8
27	сих пор	2	8
28	все это	4	8
29	том что	8	8
30	и на	8	7
31	уже говорили	1	7
32	как мы	5	7
33	у него	2	7
34	в частности	7	7
35	той же	1	6
36	в ее	4	6
37	в этой	3	6
38	но в	1	6
39	точки зрения	2	6
40	вовсе не	2	6
41	мы видим	8	6
42	связи с	8	6
43	прежде всего	6	6
44	все они	1	6
45	и все	3	6
46	потому что	7	6
47	одним из	2	5
48	но не	5	5
49	в пределах	4	5
50	он не	4	5
51	роль в	2	5
52	мы видели	7	5
53	такой же	2	5
54	во время	7	5
55	в процессе	1	5
56	никогда не	3	5
57	один из	2	5
58	не было	1	5
59	как и	7	5
60	что в	8	5
61	есть и	1	5
62	и другие	1	5
63	они не	3	5
64	ту же	2	4
65	например в	5	4
66	и потому	2	4
67	они были	1	4
68	в ней	5	4
69	не был	1	4
70	и к	1	4
71	в которой	4	4
72	что это	5	4
73	в себе	1	4
74	при этом	1	4
75	их в	3	4
76	что все	4	4
77	и ее	1	4
78	и более	1	4
79	даже в	2	4
80	одна из	2	4
81	того чтобы	3	4
82	во всем	2	4
83	наконец в	1	4
84	и других	2	4
85	о том	7	4
86	в ту	1	4
87	с одной	7	4
88	в качестве	7	4
89	конечно не	1	4
90	так как	11	4
91	в особенности	3	4
92	в изображении	1	4
93	в основе	1	4
94	в свете	3	4
95	в своих	1	4
96	в их	1	3
97	на них	2	3
98	время в	2	3
99	в своем	1	3
100	перед нами	2	3
101	и наконец	1	3
102	его к	3	3
103	главным образом	1	3
104	всех этих	1	3
105	здесь нет	1	3
106	не в	6	3
107	но он	2	3
108	в таких	3	3
109	в форме	3	3
110	здесь мы	5	3
111	и о	1	3
112	в образе	5	3
113	и здесь	7	3
114	все его	2	3
115	а также	1	3
116	как форма	1	3
117	в литературе	1	3
118	видели что	2	3
119	одной из	1	3
120	так что	2	3
121	уже не	11	3
122	что и	6	3
123	может быть	17	3
124	здесь в	1	3
125	еще и	1	3
126	что для	1	3
127	в некоторых	4	3
128	сказать что	2	3
129	там где	6	3
130	связь с	8	3
131	не были	1	3
132	к его	2	3
133	в систему	1	3
134	в связи	4	3
135	бы в	1	3
136	то что	7	3
137	том числе	1	3
138	также и	1	2
139	самом деле	2	2
140	на самом	1	2
141	на две	1	2
142	мы не	5	2
143	с другой	9	2
144	совсем не	1	2
145	себе и	1	2
146	что они	1	2
147	как к	1	2
148	все остальные	1	2
149	когда он	2	2
150	целый ряд	1	2
151	и как	3	2
152	и хотя	4	2
153	за это	1	2
154	еще один	2	2
155	что она	1	2
156	и еще	1	2
157	в виде	9	2
158	не как	4	2
159	но дело	1	2
160	так например	2	2
161	старого и	1	2
162	этих форм	1	2
163	его в	9	2
164	здесь как	2	2
165	по всему	1	2
166	из нее	2	2
167	превращаются в	2	2
168	с тем	8	2
169	несмотря на	2	2
170	в развитии	1	2
171	и некоторые	1	2
172	для него	1	2
173	и при	2	2
174	в своей	2	2
175	в котором	1	2
176	с точки	1	2
177	в которых	3	2
178	если бы	2	2
179	и эти	1	2
180	на котором	1	2
181	о них	1	2
182	дело не	1	2
183	того как	4	2
184	у этого	1	2
185	что на	1	2
186	в каком	1	2
187	не потому	2	2
188	числе и	1	2
189	данном случае	2	2
190	то время	1	2
191	примеров можно	3	2
192	и сам	2	2
193	с собой	1	2
194	во многом	1	2
195	две части	1	2
196	с ним	4	2
197	образом в	2	2
198	и постепенно	1	2
199	язык и	2	2
200	можно сказать	2	2
201	к нему	3	2
202	этот момент	1	2
203	на одном	2	2
204	во всей	1	2
205	нем и	3	2
206	не тот	1	2
207	было бы	1	2
208	указывает что	1	2
209	но с	1	2
210	это наиболее	1	2
211	что он	22	2
212	это не	6	2
213	уже в	2	2
214	только на	1	2
215	из них	2	2
216	характерно что	1	2
217	в одном	1	2
218	в других	2	2
219	смерти и	1	2
220	для того	3	2
221	связан с	2	2
222	человека и	2	2
223	возможно что	1	2
224	видим что	5	2
225	говорит о	2	2
226	одной стороны	7	2
227	а на	2	2
228	языка в	1	2
229	вышли в	1	2
230	знания и	1	2
231	с братьями	1	2
232	не может	6	2
233	вместе с	22	2
234	так же	5	2
235	из которых	2	2
236	в данном	3	2
237	с некоторыми	1	2
238	а не	2	2
239	он взял	2	2
240	далеко за	1	2
241	с этой	2	2
242	но это	7	2
243	все же	10	2
244	и для	2	2
245	которых он	1	2
246	мира и	1	2
247	а в	3	2
248	другой стороны	8	2
249	к этому	2	2
250	то на	1	1
251	того же	2	1
252	языку и	1	1
253	нужно подчеркнуть	1	1
254	тем же	1	1
255	фольклора и	1	1
256	почти всегда	1	1
257	напоминает нам	1	1
258	книге о	1	1
259	момент когда	1	1
260	и могут	1	1
261	а как	2	1
262	по мнению	1	1
263	уже после	2	1
264	с более	1	1
265	на той	1	1
266	оно означает	1	1
267	и свой	1	1
268	большую роль	1	1
269	вопрос о	2	1
270	сделал его	1	1
271	грудь и	1	1
272	стране смерти	2	1
273	равно как	1	1
274	и такой	1	1
275	на свою	1	1
276	ему в	3	1
277	то это	3	1
278	видим здесь	3	1
279	к своему	1	1
280	не нужно	1	1
281	процесс этот	1	1
282	одним словом	1	1
283	как у	2	1
284	мы еще	1	1
285	оно уже	2	1
286	землю и	2	1
287	то он	1	1
288	о смерти	1	1
289	но когда	3	1
290	тогда еще	1	1
291	в эти	1	1
292	по отношению	2	1
293	некоторые черты	1	1
294	себя в	6	1
295	приближается к	2	1
296	чем же	1	1
297	выясняется что	1	1
298	в одной	1	1
299	эта связь	2	1
300	как в	6	1
301	стороны и	1	1
302	части в	1	1
303	путь в	1	1
304	пределах одной	1	1
305	они дают	2	1
306	в непосредственной	1	1
307	ясную картину	1	1
308	за собой	1	1
309	сливается с	1	1
310	та же	1	1
311	и у	1	1
312	он в	1	1
313	одно время	1	1
314	он начинает	1	1
315	во многих	1	1
316	но на	1	1
317	чаще и	1	1
318	ключ к	1	1
319	здесь имеются	1	1
320	они в	1	1
321	состоит в	1	1
322	и вот	1	1
323	свою силу	1	1
324	из него	2	1
325	подобно тому	1	1
326	привести множество	1	1
327	в нее	6	1
328	например мы	1	1
329	такая книга	1	1
330	связанные с	2	1
331	извне в	1	1
332	связанных с	1	1
333	из самой	1	1
334	на этой	4	1
335	сохраняется в	1	1
336	это было	2	1
337	с другими	4	1
338	на почве	1	1
339	пришли на	1	1
340	о которых	2	1
341	и вы	1	1
342	можно привести	1	1
343	были в	1	1
344	со своими	2	1
345	не всегда	4	1
346	новые формы	1	1
347	его и	2	1
348	вот пример	1	1
349	очень сложное	1	1
350	материал но	1	1
351	народа и	1	1
352	смысл и	1	1
353	в саду	1	1
354	века когда	1	1
355	и сейчас	1	1
356	место в	1	1
357	то его	2	1
358	оказывается что	2	1
359	в отличие	1	1
360	бы мы	2	1
361	такую же	1	1
362	на другую	1	1
363	войти в	1	1
364	некоторых случаях	2	1
365	таких случаях	2	1
366	но они	1	1
367	а иногда	1	1
368	всего это	1	1
369	она могла	1	1
370	самого начала	1	1
371	этими двумя	1	1
372	эти формы	1	1
373	не имеет	1	1
374	тогда когда	2	1
375	правда в	1	1
376	в науке	1	1
377	не по	1	1
378	в стадии	1	1
379	он с	1	1
380	и всегда	1	1
381	глазах и	1	1
382	явление в	1	1
383	в другую	2	1
384	и другая	1	1
385	можем здесь	1	1
386	как будто	1	1
387	в глубину	1	1
388	их от	1	1
389	с другом	2	1
390	в стиле	1	1
391	такие же	1	1
392	один раз	1	1
393	мы узнаем	2	1
394	могут быть	6	1
395	иногда даже	2	1
396	вошли в	1	1
397	его за	1	1
398	они друг	1	1
399	к тому	1	1
400	что оно	1	1
401	его с	1	1
402	как для	1	1
403	из рук	1	1
404	они и	1	1
405	есть например	1	1
406	и он	6	1
407	где он	1	1
408	приведем еще	1	1
409	ту пору	1	1
410	и это	4	1
411	они стали	3	1
412	находясь в	1	1
413	а затем	7	1
414	в виду	1	1
415	на нем	1	1
416	здесь не	1	1
417	нами выше	1	1
418	свою сторону	1	1
419	смерти в	1	1
420	в себя	3	1
421	но мы	3	1
422	с самого	1	1
423	он принял	1	1
424	так в	2	1
425	и характер	1	1
426	на свой	1	1
427	на том	3	1
428	были живы	1	1
429	особенно в	2	1
430	живет в	5	1
431	быть отнесена	1	1
432	мог бы	1	1
433	входящий в	2	1
434	еще в	2	1
435	это только	1	1
436	мы в	1	1
437	для этого	1	1
438	или иной	1	1
439	в глубине	1	1
440	не представлялось	1	1
441	на вопрос	1	1
442	все вещи	1	1
443	и что	8	1
444	утверждает что	1	1
445	после того	3	1
446	что его	3	1
447	для нас	5	1
448	должно было	2	1
449	это изменение	1	1
450	которых они	1	1
451	от них	2	1
452	борьба с	1	1
453	это нужно	1	1
454	есть уже	1	1
455	в античной	1	1
456	и мотива	1	1
457	также в	1	1
458	как правило	1	1
459	видели и	3	1
460	новый момент	1	1
461	и она	3	1
462	и борьбы	1	1
463	в которую	2	1
464	на острове	1	1
465	происходит в	1	1
466	где не	1	1
467	в современной	1	1
468	в формах	2	1
469	быть найдены	1	1
470	целое в	1	1
471	том как	2	1
472	тот же	1	1
473	природой и	1	1
474	другой пример	2	1
475	традиции в	1	1
476	используются для	1	1
477	и так	1	1
478	сказаниях о	1	1
479	и раньше	1	1
480	или же	3	1
481	и тем	4	1
482	что эта	1	1
483	близки к	1	1
484	оба брата	1	1
485	античности и	1	1
486	со своим	1	1
487	носит в	1	1
488	вопроса о	1	1
489	и они	2	1
490	приобщиться к	1	1
491	него и	5	1
492	или даже	1	1
493	за ним	4	1
494	остаются в	1	1
495	они до	1	1
496	мы знаем	8	1
497	одно из	1	1
498	никто не	3	1
499	слова в	1	1
500	представлений о	7	1
501	в землю	2	1
502	это верно	1	1
503	мы можем	2	1
504	отличие от	1	1
505	тем что	10	1
506	и вместе	2	1
507	и целый	1	1
508	нет в	1	1
509	и способность	2	1
510	того что	2	1
511	со всем	1	1
512	без всякой	1	1
513	себе представить	1	1
514	и из	3	1
515	имеет и	1	1
516	соответствует действительности	1	1
517	это лишь	1	1
518	не знать	1	1
519	а именно	4	1
520	совершенно точно	1	1
521	после смерти	3	1
522	случаев в	1	1
523	такое же	2	1
524	а с	1	1
525	по всей	1	1
526	всего мира	1	1
527	на ней	2	1
528	превращается в	7	1
529	отца в	1	1
530	чем речь	1	1
531	и оно	1	1
532	именно на	2	1
533	к большой	1	1
534	которой он	2	1
535	под влиянием	2	1
536	очень часто	1	1
537	проходит через	1	1
538	и вообще	3	1
539	изображение это	1	1
540	материал и	1	1
541	него в	1	1
542	одном лице	1	1
543	их к	1	1
544	xix века	1	1
545	что за	2	1
546	неверно если	1	1
547	других формах	1	1
548	потому ли	2	1
549	есть на	2	1
550	тело и	1	1
551	непосредственной близости	1	1
552	тому как	1	1
553	в тех	1	1
554	и там	1	1
555	к образу	1	1
556	даже с	1	1
557	в тот	1	1
558	он ставит	1	1
559	друг с	2	1
560	на свете	1	1
561	в очень	1	1
562	иного порядка	1	1
563	было ни	1	1
564	не будем	5	1
565	нет ничего	1	1
566	и тогда	1	1
567	к другим	1	1
568	с большой	2	1
569	это явление	1	1
570	в книге	3	1
571	в более	3	1
572	близка к	1	1
573	это уже	2	1
574	это одна	2	1
575	и часто	1	1
576	они обладают	1	1
577	и от	1	1
578	его нет	1	1
579	или другой	1	1
580	от него	1	1
581	находится в	2	1
582	в могилу	1	1
583	ее в	2	1
584	это тоже	1	1
585	же в	2	1
586	но если	1	1
587	время как	1	1
588	его извне	1	1
589	на другие	1	1
590	не знает	1	1
591	и только	1	1
592	только как	1	1
593	отношению к	2	1
594	из этого	1	1
595	формы его	1	1
596	можно наблюдать	3	1
597	в свое	2	1
598	из своей	1	1
599	работы в	1	1
600	очень распространены	1	1
601	жизни и	2	1
602	видим в	1	1
603	в античности	2	1
604	как на	1	1
605	того он	1	1
