N	2gram	Ircho_Kome_2	Formalny
1	т е	1	34
2	и в	26	24
3	в его	4	23
4	прежде всего	4	22
5	и не	14	20
6	так и	12	18
7	точки зрения	4	16
8	не может	3	16
9	в этом	10	15
10	в нем	6	14
11	может быть	11	14
12	таким образом	6	13
13	с точки	1	13
14	и т	2	12
15	в своем	6	11
16	как и	4	11
17	в своей	3	11
18	в их	3	11
19	не менее	4	11
20	в ней	3	10
21	то же	3	10
22	вовсе не	2	10
23	и ее	2	10
24	и его	12	10
25	и их	3	10
26	а не	1	10
27	в то	6	9
28	все это	3	9
29	и на	7	8
30	как в	3	8
31	и с	5	8
32	не в	2	8
33	же время	3	8
34	в ее	2	8
35	произведения и	1	8
36	именно в	1	8
37	то что	6	8
38	в свою	1	8
39	не только	7	7
40	место в	4	7
41	жизни и	3	7
42	в содержании	1	7
43	до конца	1	7
44	и от	4	7
45	но и	10	7
46	отношения к	1	6
47	еще не	6	6
48	самом деле	1	6
49	отнюдь не	2	6
50	более или	1	6
51	в целом	4	6
52	все эти	1	6
53	в этой	3	6
54	как бы	2	6
55	входит в	1	6
56	как таковой	1	6
57	или менее	1	6
58	свою очередь	1	6
59	на основе	1	6
60	в пределах	1	6
61	и здесь	6	6
62	до сих	2	6
63	в том	11	6
64	было бы	8	6
65	как это	4	6
66	сих пор	2	6
67	и все	2	6
68	а в	3	6
69	хотя бы	2	5
70	во всех	3	5
71	но в	3	5
72	в самом	4	5
73	по себе	1	5
74	у нас	1	5
75	должен быть	1	5
76	как мы	4	5
77	в литературе	1	5
78	только на	1	5
79	со стороны	2	5
80	с другой	2	5
81	в искусстве	1	5
82	на западе	1	4
83	с его	5	4
84	по отношению	3	4
85	в истории	5	4
86	независимо от	5	4
87	и к	2	4
88	в которой	5	4
89	главным образом	1	4
90	в мире	2	4
91	как о	1	4
92	друг друга	3	4
93	как на	1	4
94	при таком	1	4
95	никогда не	1	4
96	если бы	9	4
97	всяком случае	2	4
98	с одной	2	4
99	конечно не	1	4
100	т п	2	4
101	одной стороны	2	4
102	в связи	3	4
103	в частности	4	4
104	отношению к	3	4
105	с этой	3	4
106	что в	9	4
107	так же	1	4
108	во всяком	2	4
109	мы не	2	3
110	время в	1	3
111	бы то	2	3
112	но не	3	3
113	значение и	1	3
114	в общем	1	3
115	отношение к	2	3
116	как к	1	3
117	все же	4	3
118	когда он	1	3
119	целый ряд	2	3
120	и как	1	3
121	и отчасти	1	3
122	в себе	1	3
123	не приводит	1	3
124	он не	2	3
125	в каждом	3	3
126	то ни	2	3
