N	3gram	Vygotskiy__7	Tvorches
1	в то же	1	13
2	в том что	13	6
3	о том что	4	5
4	по нашему мнению	1	5
5	в конечном счете	2	4
6	что все это	1	3
7	с самого начала	7	3
8	по сути дела	1	3
9	в соответствии с	1	3
10	на самом деле	2	2
11	том что в	2	2
12	в одной из	1	2
13	точно так же	2	2
14	можно сказать что	3	2
15	это не означает	1	2
16	не только в	1	2
17	в данном случае	5	2
18	тем не менее	3	2
19	та же самая	1	2
20	но только не	1	1
21	заключается в том	4	1
22	не только для	1	1
23	с одной стороны	5	1
24	это значит что	1	1
25	как это имеет	1	1
26	конечном счете и	1	1
27	мы уже говорили	1	1
28	по мере приближения	1	1
29	это имеет место	1	1
30	как и в	3	1
31	в первую очередь	1	1
32	в том же	1	1
33	в конце концов	1	1
34	сразу во всей	1	1
35	заключает в себе	1	1
36	потому что не	1	1
37	с другой стороны	1	1
38	друг на друга	1	1
39	могут быть названы	1	1
40	до сих пор	3	1
41	в отличие от	2	1
42	к тому что	6	1
43	что он не	1	1
44	то же самое	5	1
45	то к чему	1	1
46	же самое время	1	1
47	в этой области	1	1
48	по отношению к	5	1
49	не что иное	1	1
50	что он как	1	1
51	имеет место в	1	1
52	чем у нас	1	1
53	не могут быть	1	1
54	на самом же	1	1
55	это само собой	1	1
56	самом же деле	1	1
57	что иное как	1	1
58	в известном смысле	2	1
59	что у него	1	1
60	вместе с тем	4	1
61	но при этом	1	1
62	прежде всего на	1	1
63	в основе всех	1	1
64	в свою очередь	2	1
65	то и другое	3	1
66	и что в	1	1
67	и вследствие этого	1	1
