1	в то же	5	9
2	то же время	5	7
3	с точки зрения	8	5
4	то же самое	1	4
5	как бы в	4	3
6	но и в	1	3
7	той или иной	3	3
8	одно и то	2	3
9	прежде всего в	1	3
10	на самом деле	1	3
11	в конце концов	2	3
12	и то же	2	3
13	в той же	1	3
14	мы будем говорить	1	2
15	в точном смысле	1	2
16	все больше и	1	2
17	не может быть	4	2
18	мы увидим что	1	2
19	но при этом	2	2
20	и сам так	1	2
21	больше и больше	1	2
22	в связи с	1	2
23	как мы увидим	3	2
24	в значительной степени	1	2
25	смысле этого слова	1	2
26	как мы уже	1	2
27	можно сказать что	1	2
28	но все же	2	2
29	мы не знаем	1	2
30	то же слово	1	2
31	о том что	1	2
32	но в то	3	2
33	интонации и в	1	1
34	мы как бы	1	1
35	здесь таким образом	1	1
36	до сих пор	7	1
37	вполне понятно что	1	1
38	и не может	4	1
39	а затем и	2	1
40	оглядывается на своего	1	1
41	хотя бы и	1	1
42	всего того что	1	1
43	слово вовсе не	1	1
44	и во всех	1	1
45	двух точек зрения	2	1
46	и соответствующие ей	1	1
47	собственном смысле слова	1	1
48	в себе и	1	1
49	в виду что	1	1
50	одна и та	2	1
51	как раз и	2	1
52	не может не	1	1
53	тем не менее	2	1
54	если же он	1	1
55	и в жизни	1	1
56	точку зрения на	1	1
57	в котором они	1	1
58	и та же	2	1
59	между этими двумя	1	1
60	точки зрения и	1	1
61	более или менее	3	1
62	можно было бы	3	1
63	это еще не	1	1
64	и без его	1	1
65	мы увидим дальше	1	1
66	здесь как бы	1	1
67	тот же самый	1	1
68	литературном произведении но	1	1
69	первостепенное значение для	1	1
70	как мы это	1	1
71	по крайней мере	1	1
72	принадлежит к какому-нибудь	1	1
73	точек зрения как	1	1
74	мы не поймем	1	1
75	само по себе	1	1
76	в форме диалога	1	1
77	слово как бы	1	1
78	прежде всего на	1	1
79	в собственном смысле	1	1
80	остается тем же	1	1
81	в том и	1	1
82	в том что	1	1
83	в большинстве случаев	8	1
84	сказать что вся	1	1
85	а с помощью	1	1
86	в своей жизни	1	1
87	представим себе что	1	1
88	для наших целей	1	1
89	приведенный нами отрывок	1	1
90	на этот вопрос	2	1
91	в самом деле	4	1
92	что было бы	1	1
93	в глаза и	1	1
94	данной социальной группы	1	1
95	неразрывно связано с	1	1
96	без всякого сомнения	1	1
97	как мы видим	1	1
98	иметь в виду	1	1
99	заложенные уже в	1	1
100	человека с человеком	1	1
101	при этом не	1	1
102	вся внутренняя жизнь	1	1
103	как и в	3	1
104	с другой стороны	3	1
105	не менее и	1	1
106	не только не	1	1
107	они как бы	1	1
