N	2gram	Bakhtin_Fr_2	Istorich
1	и в	49	24
2	не только	17	21
3	что он	3	21
4	может быть	5	14
5	не может	7	14
6	что в	2	13
7	в этих	4	13
8	мы имеем	1	12
9	как в	1	12
10	в этом	15	12
11	и здесь	1	12
12	но и	13	11
13	это не	1	10
14	том что	4	10
15	у него	2	10
16	мы видим	1	10
17	а в	4	10
18	все же	7	9
19	с другой	4	9
20	не в	1	9
21	о том	3	9
22	потому что	1	9
23	и другие	2	9
24	то же	7	8
25	еще не	2	8
26	что и	1	8
27	так как	6	8
28	другой стороны	3	8
29	а не	1	8
30	все это	9	8
31	во всех	6	7
32	то что	6	7
33	в первую	2	7
34	таким образом	7	7
35	мы видели	3	7
36	одна из	4	7
37	к нему	3	7
38	что здесь	1	7
39	один из	7	7
40	в том	3	7
41	вместе с	2	7
42	но не	5	6
43	в нем	9	6
44	он не	1	6
45	всех этих	3	6
46	об этом	1	6
47	как и	11	6
48	для нас	1	6
49	и все	3	6
50	того что	1	6
51	только в	13	6
52	тем что	4	6
53	так же	2	6
54	с этой	1	6
55	во время	12	6
56	в чем	1	5
57	с одной	3	5
58	отношение к	8	5
59	но в	4	5
60	имеем в	2	5
61	здесь мы	1	5
62	не менее	1	5
63	с ним	4	5
64	ничего не	2	5
65	так и	6	5
66	одной стороны	3	5
67	там где	4	5
68	в тех	2	5
69	видно что	1	5
70	он может	1	4
71	мы уже	6	4
72	тех случаях	1	4
73	как бы	11	4
74	при этом	5	4
75	мы можем	2	4
76	но все	4	4
77	не всегда	1	4
78	точки зрения	6	4
79	в их	2	4
80	своего рода	1	4
81	по существу	2	4
82	никогда не	5	4
83	так в	3	4
84	после того	1	4
85	большого дома	1	4
86	представления о	1	4
87	вовсе не	10	4
88	если не	1	4
89	и не	15	4
90	случаях когда	1	4
91	мы должны	2	4
92	одной из	2	4
93	есть и	1	4
94	например в	1	3
95	видеть в	2	3
96	не вполне	1	3
97	и он	1	3
98	в различных	1	3
99	с его	5	3
100	себе и	2	3
101	что они	2	3
102	к себе	1	3
103	хотя и	2	3
104	и наконец	1	3
105	из этих	5	3
106	в дальнейшем	2	3
107	важна не	1	3
108	на то	2	3
109	эту задачу	1	3
110	том чтобы	1	3
111	и по	1	3
112	его в	1	3
113	кажется что	1	3
114	в них	13	3
115	и становится	2	3
116	представление о	1	3
117	знаем что	1	3
118	должны были	1	3
119	в конце	2	3
120	он дает	2	3
121	в обряде	2	3
122	но они	3	3
123	как мы	7	3
124	тогда когда	1	3
125	того как	2	3
126	может его	1	3
127	и его	17	3
128	связи с	2	3
129	в образе	1	3
130	раньше чем	1	3
131	и она	1	3
132	в качестве	2	3
133	так что	1	3
134	уже в	5	3
135	и даже	2	3
136	пришли к	1	3
137	по своим	1	3
138	после смерти	1	3
139	связано с	2	3
140	превращается в	3	3
141	в свете	1	3
142	вступает в	1	3
143	что за	1	3
144	происходит в	1	3
145	сих пор	4	3
146	но это	2	3
147	с ней	1	3
148	ее в	2	3
149	мы здесь	2	2
150	очень много	2	2
151	здесь и	1	2
152	что эти	1	2
153	кто бы	1	2
154	со своей	1	2
155	и ее	1	2
156	того же	1	2
157	оказывается что	1	2
158	и на	17	2
159	не знал	1	2
160	здесь имеем	1	2
161	что во	1	2
162	в одной	1	2
163	стороны и	1	2
164	перед нами	1	2
165	что по	1	2
166	в самом	3	2
167	та же	2	2
168	в которой	1	2
169	он в	1	2
170	все эти	7	2
171	думать что	2	2
172	нами в	1	2
173	и тот	1	2
174	на его	2	2
175	связанные с	2	2
176	в силу	1	2
177	на земле	3	2
178	так например	2	2
179	жить в	1	2
180	в одну	2	2
181	было бы	3	2
182	известно что	1	2
183	должен был	2	2
184	ни в	3	2
185	этом мы	1	2
186	в один	1	2
187	их на	1	2
188	в царстве	1	2
189	можно найти	2	2
190	в котором	1	2
191	направлен на	3	2
192	к этому	1	2
193	но он	6	2
194	что этот	1	2
195	она не	1	2
196	стоит в	1	2
197	вплоть до	2	2
198	в то	6	2
199	тому кто	1	2
200	к ней	2	2
201	во всем	3	2
202	и после	2	2
203	не могут	1	2
204	его за	1	2
205	и это	3	2
206	связи со	1	2
207	без всякого	2	2
208	в ее	3	2
209	нами выше	1	2
210	и когда	1	2
211	но здесь	3	2
212	другими словами	3	2
213	там же	2	2
214	должно было	1	2
215	в форме	4	2
216	если это	1	2
217	здесь не	2	2
218	и дело	1	2
219	тот же	5	2
220	это означает	1	2
221	конечно не	1	2
222	и у	1	2
223	только на	1	2
224	что не	1	2
225	из них	3	2
226	характерно что	2	2
227	ни с	1	2
228	мы знаем	1	2
229	прежде всего	19	2
230	к ним	1	2
231	в особенности	5	2
232	до сих	4	2
233	связаны с	2	2
234	на этот	1	2
235	и вступает	1	2
236	и др	9	2
237	говорит о	1	2
238	в руках	1	2
239	что из	1	2
240	в связи	2	2
241	но оно	1	2
242	связь с	3	2
243	видит в	3	2
244	и там	1	2
245	в литературе	6	2
246	когда она	1	2
247	по которому	1	2
248	это значит	1	2
249	и от	1	2
250	и о	4	2
251	в основном	5	2
252	это как	1	2
253	сохраняется и	1	2
254	он стал	1	2
255	но вот	1	2
256	в целях	2	2
257	сказать что	6	2
258	всех других	2	2
259	и эта	2	2
260	отношения к	4	1
261	одним из	2	1
262	связана с	3	1
263	самом деле	1	1
264	как известно	2	1
265	только потому	1	1
266	силы и	1	1
267	иногда являлись	1	1
268	этого мира	1	1
269	должна быть	1	1
270	и стали	1	1
271	в несколько	1	1
272	есть не	1	1
273	характер его	1	1
274	это совершенно	1	1
275	в первый	1	1
276	бы что	1	1
277	что уже	1	1
278	еще до	1	1
279	который был	1	1
280	но она	1	1
281	я не	1	1
282	царстве мертвых	1	1
283	как я	1	1
284	в ней	2	1
285	дать ему	1	1
286	он был	2	1
287	мысль высказывает	1	1
288	которое он	1	1
289	и связь	1	1
290	особую силу	1	1
291	как если	1	1
292	видели что	1	1
293	же она	1	1
294	не входит	1	1
295	только тогда	1	1
296	преисподней и	1	1
297	по отношению	1	1
298	франции в	1	1
299	иногда и	1	1
300	он пишет	3	1
301	до наших	2	1
302	один и	1	1
303	начал с	1	1
304	из которого	1	1
305	утверждение что	1	1
306	заставить его	1	1
307	же с	2	1
308	независимо от	1	1
309	дает нам	2	1
