N	3gram	Voloshinov_1	Literetu
1	в том что	4	11
2	то же время	1	5
3	в то же	1	5
4	в данном случае	2	4
5	в конечном счете	1	4
6	по аналогии с	1	3
7	в русской литературе	1	3
8	этой точки зрения	3	3
9	и прежде всего	1	3
10	в том же	1	3
11	дело в том	4	2
12	по отношению к	11	2
13	подобно тому как	1	2
14	с точки зрения	2	2
15	в этом отношении	1	2
16	в виду не	1	2
17	с одной стороны	2	2
18	во всяком случае	1	2
19	о том что	1	2
20	тем не менее	3	2
21	автора героя и	1	1
22	как например в	1	1
23	то что я	1	1
24	мы никогда не	2	1
25	и уже не	2	1
26	одним и тем	1	1
27	на самом деле	2	1
28	специфической социальной структурой	1	1
29	герой нашего времени	1	1
30	в зависимости от	2	1
31	события со специфической	1	1
32	бы то ни	3	1
33	между тем как	1	1
34	автор герой и	1	1
35	можно было бы	1	1
36	в лучшем случае	1	1
37	лишь отраженные и	1	1
38	по крайней мере	1	1
39	эти и подобные	2	1
40	и в частности	1	1
41	и закрепленные в	1	1
42	в значительной степени	1	1
43	и тем же	1	1
44	но в то	1	1
45	в самом деле	1	1
46	в отношении к	2	1
47	и в этом	1	1
48	художественного события со	1	1
49	закрепленные в словесном	1	1
50	между людьми лишь	1	1
51	на второй план	1	1
52	отраженные и закрепленные	1	1
53	какой бы то	1	1
54	так как будто	1	1
55	все более и	1	1
56	же время не	1	1
57	с другой стороны	2	1
58	не может быть	7	1
59	со специфической социальной	1	1
60	только то что	1	1
61	ничего общего с	1	1
62	в свою очередь	1	1
63	далеко не всегда	1	1
64	и подобные им	2	1
65	до сих пор	3	1
66	с самого начала	1	1
67	никогда не бывает	1	1
68	более и более	1	1
69	отношения между людьми	1	1
70	не может стать	1	1
71	но все же	1	1
72	то ни было	3	1
73	людьми лишь отраженные	1	1
74	в каком отношении	2	1
75	в словесном материале	1	1
76	тех или иных	1	1
77	мы имеем дело	1	1
78	общей для них	1	1
79	бы не было	1	1
80	к тому же	1	1
