N	2gram	Bakhtin_Pr_3	Problema
1	то есть	1	39
2	то что	11	38
3	вовсе не	11	37
4	и не	29	37
5	и в	34	35
6	не только	10	24
7	сказать что	2	24
8	том что	3	19
9	что такое	2	18
10	даже и	4	18
11	о том	2	18
12	может быть	19	18
13	в этом	16	17
14	и вообще	2	16
15	но и	12	16
16	только в	6	14
17	не менее	3	13
18	потому что	12	13
19	не может	19	13
20	и что	5	13
21	во всяком	5	13
22	также и	1	12
23	тем не	2	12
24	того что	5	12
25	в том	3	12
26	хотя бы	5	12
27	не просто	1	11
28	никак не	1	11
29	и даже	7	11
30	так что	5	11
31	прежде всего	15	11
32	что в	7	11
33	и то	3	10
34	говорить о	3	10
35	еще не	4	10
36	всяком случае	5	10
37	ничего не	4	10
38	и с	15	10
39	а не	9	10
40	в данном	1	10
41	да и	4	10
42	в этой	1	9
43	пока еще	2	9
44	для себя	6	9
45	только на	4	9
46	что же	8	9
47	тут же	1	8
48	все же	7	8
49	по себе	3	8
50	есть только	3	8
51	ясно что	1	8
52	в виду	3	8
53	было бы	2	8
54	уже не	2	8
55	как раз	4	8
56	есть нечто	1	7
57	совсем не	3	7
58	бы и	4	7
59	все эти	4	7
60	тоже не	1	7
61	того или	2	7
62	не является	2	7
63	в конце	5	7
64	так и	6	7
65	в его	22	7
66	конце концов	3	7
67	так как	4	7
68	этом случае	2	7
69	и т	8	6
70	мы и	2	6
71	с другой	4	6
72	но как	4	6
73	но в	16	6
74	на то	1	6
75	т д	2	6
76	что все	4	6
77	был бы	2	6
78	по крайней	3	6
79	мы можем	1	6
80	не о	4	6
81	как будто	7	6
82	крайней мере	3	6
83	когда мы	1	6
84	можно сказать	1	6
85	в виде	4	6
86	ни в	4	6
87	о чем	2	6
88	но это	4	6
89	и для	8	6
90	в то	12	6
91	то же	14	5
92	между собой	1	5
93	по своему	3	5
94	отнюдь не	2	5
95	с этим	2	5
96	в самом	8	5
97	в себе	6	5
98	с другими	4	5
99	этом смысле	4	5
100	но уже	1	5
101	как и	18	5
102	и без	2	5
103	и более	1	5
104	раз и	3	5
105	для меня	1	5
106	связи с	1	5
107	будто бы	2	5
108	той или	2	5
109	и это	4	5
110	как мы	7	5
111	данном случае	1	5
112	можно было	1	5
113	и на	6	5
114	без всякой	1	5
115	с одной	1	5
116	же это	1	5
117	или иной	2	5
118	еще и	1	5
119	своего собственного	3	5
120	что не	7	5
121	другой стороны	3	5
122	уже давно	1	5
123	так же	8	5
124	и все	19	5
125	самом деле	13	4
126	на самом	11	4
127	что если	1	4
128	и тут	2	4
129	и самого	1	4
130	но не	4	4
131	не все	1	4
132	в общем	4	4
133	сама по	2	4
134	в своем	2	4
135	и как	3	4
136	вообще не	2	4
137	но именно	2	4
138	всех этих	2	4
139	их в	3	4
140	таким образом	5	4
141	далеко не	3	4
142	которой он	2	4
143	как таковой	1	4
144	в этих	1	4
145	собой и	2	4
146	же такое	1	4
147	в отношении	9	4
148	для каждого	1	4
149	до сих	1	4
150	но только	2	4
151	что на	1	4
152	именно как	1	4
153	не могут	1	4
154	все еще	1	4
155	и о	1	4
156	без всякого	1	4
157	если бы	4	4
158	и только	2	4
159	значение в	1	4
160	тот же	2	4
161	что он	23	4
162	случае не	1	4
163	тем что	4	4
164	ни о	1	4
165	если не	3	4
166	как бы	27	4
167	слова и	10	4
168	сих пор	1	4
169	все это	16	4
170	а в	5	4
171	не говоря	1	4
172	можно говорить	1	3
173	мы здесь	1	3
174	это и	2	3
175	и этот	2	3
176	в их	1	3
177	обойтись без	1	3
178	мы уже	6	3
179	вопрос о	2	3
180	но даже	1	3
181	то это	1	3
182	своему смыслу	2	3
183	мы еще	1	3
184	нет и	3	3
185	и речи	1	3
186	что они	6	3
187	всей этой	1	3
188	хотя и	3	3
189	могли бы	1	3
190	не было	2	3
191	не являются	1	3
192	и к	12	3
193	что слово	1	3
194	в целом	5	3
195	бы не	2	3
196	но ведь	1	3
197	и тот	1	3
198	при этом	4	3
199	и по	1	3
200	введение в	1	3
201	здесь мы	1	3
202	то ни	4	3
203	о в	1	3
204	лишь в	5	3
205	его в	4	3
206	все равно	4	3
207	с тем	5	3
208	в слове	5	3
209	несмотря на	1	3
210	и того	2	3
211	никто не	1	3
212	оказывается что	1	3
213	должны были	1	3
214	но эта	1	3
215	тому что	2	3
216	без его	1	3
217	тогда когда	1	3
218	одна из	1	3
219	в основе	1	3
220	только не	1	3
221	слова как	2	3
222	мы бы	1	3
223	не знает	6	3
224	оно не	1	3
225	она не	1	3
226	он вообще	1	3
227	с самого	8	3
228	с самим	14	3
229	он сам	5	3
230	для этого	3	3
231	каждый раз	1	3
232	внимание на	1	3
233	в значительной	1	3
234	и наконец	5	3
235	и пусть	2	3
236	один из	2	3
237	слишком уж	1	3
238	все на	1	3
239	уже в	3	3
240	и их	1	3
241	для того	1	3
242	может ли	1	3
243	мы скажем	1	3
244	и если	2	3
245	если оно	1	3
246	тому как	2	3
247	от нас	1	3
248	к тому	5	3
249	и от	5	3
250	всем этим	2	3
251	бы в	3	3
252	и ни	1	3
253	мы должны	5	3
254	здесь только	1	3
255	я могу	1	3
256	в своих	1	3
257	чтобы не	1	2
258	не имел	1	2
259	нам кажется	1	2
260	от самого	1	2
261	по преимуществу	1	2
262	ведь и	3	2
