N	2gram	Bakhtin_Fr_3	Hudozhes
1	и в	40	28
2	том что	4	19
3	в ее	3	18
4	и не	13	18
5	своего рода	2	16
6	в том	8	15
7	а не	5	14
8	в этом	15	13
9	не в	1	13
10	о том	4	12
11	перед нами	1	11
12	не только	13	11
13	при этом	3	11
14	как и	11	11
15	в его	13	11
16	в себе	3	9
17	но и	11	9
18	так и	3	8
19	между тем	3	8
20	что он	2	8
21	может быть	9	8
22	о чем	2	8
23	по отношению	3	7
24	в мире	4	7
25	об этом	3	7
26	в частности	3	7
27	как это	1	7
28	и все	9	7
29	с ним	1	7
30	отношению к	2	7
31	в котором	2	6
32	то же	7	6
33	не было	5	6
34	и с	8	6
35	в своей	6	6
36	в то	6	6
37	тем что	3	6
38	если бы	3	6
39	можно сказать	2	6
40	это не	2	6
41	а в	3	6
42	то что	5	6
43	жизни и	4	6
44	жизни как	1	5
45	с его	3	5
46	в этой	3	5
47	как в	3	5
48	в самом	6	5
49	что это	1	5
50	не могла	1	5
51	рядом с	2	5
52	в своем	7	5
53	не менее	2	5
54	у него	8	5
55	никогда не	1	5
56	ничего не	1	5
57	и его	17	5
58	и сам	2	5
59	только на	4	5
60	одно из	3	5
61	для него	5	5
62	как бы	3	5
63	да и	1	5
64	вот и	1	5
65	что в	12	5
66	и другие	2	5
67	и т	1	4
68	но не	2	4
69	своей жизни	2	4
70	в художественном	1	4
71	подобно тому	1	4
72	он не	9	4
73	и уже	1	4
74	пародия на	1	4
75	в других	3	4
76	для нее	1	4
77	тому что	1	4
78	же время	6	4
79	и сама	2	4
80	как будто	1	4
81	и о	4	4
82	того чтобы	4	4
83	что они	1	4
84	только в	3	4
85	в качестве	1	4
86	что и	3	4
87	как раз	5	4
88	для того	3	4
89	говорит о	1	4
90	превращается в	1	4
91	не может	3	4
92	тому как	1	4
93	у вас	1	4
94	бы и	1	4
95	по преимуществу	2	3
96	и он	1	3
97	в ней	4	3
98	еще не	3	3
99	и на	8	3
100	всякий раз	1	3
101	о смерти	1	3
102	раз в	2	3
103	как он	2	3
104	в нем	5	3
105	можно было	3	3
106	жить в	1	3
107	и ей	1	3
108	мы уже	13	3
109	с другими	1	3
110	было бы	4	3
111	в это	1	3
112	в них	9	3
113	несмотря на	1	3
114	в этих	6	3
115	что было	2	3
116	как о	2	3
117	о них	1	3
118	в человеке	1	3
119	и это	2	3
120	уже отмечали	1	3
121	внимание на	1	3
122	все его	1	3
123	в толпе	1	3
124	это была	1	3
125	к нему	2	3
126	одной из	2	3
127	с ними	1	3
128	и ее	2	3
129	с одной	1	3
130	с нею	2	3
131	характерно что	1	3
132	в одном	7	3
133	что на	1	3
134	с другой	2	3
135	все время	1	3
136	прежде всего	16	3
137	так же	1	3
138	в состоянии	2	3
139	все это	4	3
140	или в	1	3
141	будто бы	1	3
142	все они	1	3
143	есть и	2	3
144	и состоит	1	3
145	самом деле	3	3
146	все что	2	3
147	к людям	1	2
148	первой половины	1	2
149	в первом	1	2
150	той же	8	2
151	а как	1	2
152	который в	2	2
153	не во	1	2
154	он думал	1	2
155	который был	1	2
156	а для	1	2
157	они были	3	2
158	тем как	1	2
159	отношение к	8	2
160	орган в	1	2
161	все же	2	2
162	и к	3	2
163	но в	8	2
164	со своей	1	2
165	художественного мышления	1	2
166	в нашем	4	2
167	из этих	2	2
168	мысли и	1	2
169	но именно	3	2
170	не как	1	2
171	на этом	2	2
172	прежде чем	1	2
173	ее жизни	1	2
174	могла бы	1	2
175	не с	1	2
176	лишь в	2	2
177	его в	1	2
178	это было	1	2
179	который и	1	2
180	характер и	2	2
181	со всей	1	2
182	с точки	1	2
183	она в	1	2
184	жизни с	2	2
185	как видим	1	2
186	сам он	1	2
187	жизни то	1	2
188	дело не	3	2
189	одна из	3	2
190	только не	1	2
191	в основе	5	2
192	представляется нам	2	2
193	они и	2	2
194	в строгом	1	2
195	как мы	10	2
196	людей в	1	2
197	данном случае	2	2
198	роль в	4	2
199	те же	5	2
200	до сих	4	2
201	том как	1	2
202	в последней	1	2
203	все те	1	2
204	о нем	3	2
205	в другом	3	2
206	с того	2	2
207	а также	4	2
208	во втором	1	2
209	нуждается в	3	2
210	и только	1	2
211	способность к	1	2
212	и об	1	2
213	говорит в	1	2
214	один из	4	2
215	здесь не	3	2
216	дело с	1	2
217	теперь в	1	2
218	же и	3	2
219	и у	2	2
220	в виде	1	2
221	ни с	1	2
222	из них	4	2
223	вовсе не	12	2
224	ее на	1	2
225	сих пор	4	2
226	или иной	2	2
227	именно в	2	2
228	как же	1	2
229	еще и	2	2
230	была и	2	2
231	что не	1	2
232	мы знаем	2	2
233	ей не	1	2
234	однако и	1	2
235	жизнь в	3	2
236	вместе с	3	2
237	от страха	3	2
238	в духе	7	2
239	в данном	4	2
240	с такой	1	2
241	в ряду	1	2
242	главного героя	1	2
243	в контексте	1	2
244	и от	3	2
245	только для	3	2
246	и для	5	2
247	отнюдь не	1	2
248	в голову	1	2
249	это уже	1	2
250	у которого	1	2
251	за него	2	2
252	потому что	2	2
253	хотя бы	2	2
254	точки зрения	2	2
255	между ними	3	2
256	сказать что	3	2
257	что даже	1	2
258	этой связи	1	2
259	как на	1	2
260	тем самым	1	2
261	гораздо более	1	2
262	жизнь человека	1	1
263	отношения к	1	1
264	одним из	2	1
265	например в	2	1
266	всего тем	1	1
267	это и	2	1
268	так у	1	1
269	последней главе	1	1
270	здесь и	5	1
271	и так	2	1
272	эпизод где	1	1
273	высшей степени	1	1
274	вкладывает в	1	1
275	века в	2	1
276	с в	2	1
277	также и	4	1
278	мы имеем	1	1
279	мы не	2	1
280	что между	1	1
281	истины и	3	1
282	со смертью	2	1
283	не была	1	1
284	в сущности	9	1
285	принадлежит к	1	1
286	не совсем	1	1
287	выхода в	1	1
288	я рассказчика	1	1
289	но ее	1	1
290	и самого	1	1
291	в xix	1	1
292	он был	3	1
293	на них	2	1
294	между собой	1	1
295	бы то	1	1
296	адресата этой	1	1
297	во всех	6	1
298	во внешнем	1	1
299	то он	1	1
300	нею в	1	1
301	свою жизнь	1	1
302	словами из	1	1
303	в общем	1	1
304	с каким	1	1
305	себе и	1	1
306	нет и	1	1
307	девять лет	1	1
308	во что	1	1
309	в течение	2	1
310	в одной	1	1
311	в той	6	1
312	внешнего и	1	1
313	на минуту	1	1
314	такова же	1	1
315	когда он	1	1
316	сознания в	1	1
317	но для	1	1
318	его к	2	1
319	и собственную	1	1
320	между смехом	1	1
321	имеет в	2	1
322	себе не	1	1
323	от этого	1	1
324	от своей	1	1
325	и глубокой	1	1
326	характер как	1	1
327	в которой	2	1
328	и внутреннего	1	1
329	представляет собой	1	1
330	он в	2	1
331	все эти	8	1
332	и бросали	1	1
333	приобретает характер	1	1
334	и тот	1	1
335	но ведь	3	1
336	претендует на	1	1
337	так сказать	5	1
338	частности и	1	1
339	жизнью и	4	1
340	по словам	1	1
341	к миру	1	1
342	из этой	2	1
343	на веселую	2	1
344	при виде	1	1
345	лежит принцип	1	1
346	раз это	1	1
347	однако он	1	1
348	душу и	1	1
349	в корне	2	1
350	том чтобы	1	1
351	их в	3	1
352	так часто	1	1
353	свое время	1	1
354	смертью в	2	1
355	какой бы	2	1
356	и исключительно	1	1
357	перечисление этих	1	1
358	серьезность и	1	1
359	него было	1	1
360	но все	3	1
361	значительной степени	2	1
362	слова не	1	1
363	встречаются и	1	1
364	это начало	1	1
365	здесь мы	2	1
366	то ни	1	1
367	чем я	1	1
368	то есть	18	1
369	г в	1	1
370	и других	6	1
371	от смерти	2	1
372	и тем	1	1
373	даже в	4	1
374	иронична и	1	1
375	организует и	1	1
376	что непосредственно	1	1
377	на уровне	1	1
378	быть только	1	1
379	случае на	1	1
380	этого не	1	1
381	зубной боли	1	1
382	страха это	1	1
383	не всегда	1	1
384	он и	7	1
385	было ни	3	1
386	согласно которому	1	1
387	в один	2	1
388	и еще	2	1
389	во время	8	1
390	и при	1	1
391	никак не	3	1
392	таким же	1	1
393	наших дней	2	1
394	и смерть	1	1
395	характер это	2	1
396	ценность в	1	1
397	знаем что	1	1
398	принимает участия	1	1
399	от его	1	1
