N	3gram	Voloshinov_1	RusskieA
1	в том что	1	18
2	в этом случае	3	6
3	для того чтобы	7	6
4	вместе с тем	2	4
5	о том что	2	4
6	мы видели что	2	4
7	не может быть	2	3
8	только тогда когда	1	3
9	тем не менее	1	2
10	что иное как	2	2
11	не что иное	2	2
12	но вместе с	1	2
13	бросается в глаза	1	2
14	мы не можем	1	2
15	в другом месте	1	1
16	не может не	1	1
17	было бы говорить	1	1
18	что при этом	1	1
19	иметь в виду	1	1
20	в виду что	1	1
21	более или менее	1	1
22	в тех случаях	2	1
23	эти теории не	1	1
24	как нет и	1	1
25	мы должны будем	1	1
26	мы не имеем	2	1
27	но и в	3	1
28	как мы увидим	2	1
29	в этом отношении	2	1
30	можно было бы	1	1
31	главным образом о	1	1
32	и от этого	1	1
33	на первый взгляд	1	1
34	смысле этого слова	2	1
35	и в этом	1	1
36	как и вообще	1	1
37	с другой стороны	1	1
38	все то что	2	1
39	это не совсем	1	1
40	всякой связи с	1	1
41	это еще не	1	1
42	в свою очередь	4	1
43	у нас на	1	1
44	не только на	1	1
45	так как в	1	1
46	можно сказать что	2	1
47	с тем и	2	1
48	они как бы	1	1
49	вопрос о том	1	1
50	тех случаях когда	2	1
51	как мы уже	2	1
52	мы уже знаем	1	1
53	но не только	1	1
54	как и в	1	1
55	как мы видели	3	1
