N	2gram	Propp_Isto_1	StatiiOP
1	в и	1	130
2	и в	28	44
3	в том	9	36
4	и т	25	30
5	что в	12	30
6	том что	7	29
7	в этом	8	21
8	т д	22	21
9	вовсе не	2	19
10	не только	12	18
11	то что	9	18
12	было бы	7	17
13	о том	9	17
14	а в	7	17
15	а не	15	16
16	и не	9	16
17	может быть	25	15
18	т е	10	15
19	в области	2	14
20	как в	2	13
21	можно было	5	13
22	не в	9	12
23	в тексте	1	12
24	в этой	6	11
25	того чтобы	1	11
26	у нас	1	11
27	но в	8	10
28	ясно что	2	10
29	для того	1	10
30	что он	10	10
31	только в	11	10
32	но и	10	10
33	также и	3	9
34	как и	4	9
35	в отношении	1	9
36	в то	3	9
37	так и	9	9
38	если бы	8	9
39	того что	4	9
40	в его	5	9
41	т п	1	9
42	с другой	6	9
43	например в	5	8
44	во всех	2	8
45	все же	10	8
46	но ведь	1	8
47	это не	7	8
48	из них	3	8
49	и его	3	8
50	в издании	1	8
51	не может	15	8
52	я не	3	7
53	что они	5	7
54	так например	6	7
55	таким образом	8	7
56	другой стороны	5	7
57	для нас	13	7
58	и об	1	7
59	этом отношении	1	7
60	до сих	5	7
61	прежде всего	10	7
62	сих пор	5	7
63	нас нет	1	7
64	сказать что	5	7
65	на самом	1	6
66	со стороны	2	6
67	из этих	1	6
68	в своей	1	6
69	потому что	4	6
70	что и	6	6
71	так что	4	6
72	для него	2	6
73	именно в	3	6
74	дело в	3	6
75	что же	3	6
76	но это	4	6
77	хотя бы	4	6
78	во всяком	1	6
79	и то	1	5
80	то же	12	5
81	уже о	1	5
82	в целом	2	5
83	все эти	4	5
84	в нем	2	5
85	и по	3	5
86	в котором	3	5
87	в которых	1	5
88	не менее	6	5
89	вплоть до	1	5
90	никогда не	14	5
91	могут быть	4	5
92	примеров из	1	5
93	так как	6	5
94	тем что	3	5
95	и даже	4	5
96	там где	4	5
97	что мы	7	5
98	все это	4	5
99	не при	1	5
100	была бы	2	5
101	совершенно не	1	5
102	так же	7	5
103	речь идет	1	4
104	как это	3	4
105	это и	1	4
106	в которой	1	4
107	вопрос о	5	4
108	в основу	1	4
109	столь же	2	4
110	что это	8	4
111	на то	4	4
112	что она	5	4
113	является не	1	4
114	но все	4	4
115	я считаю	1	4
116	но если	2	4
117	том как	2	4
118	и сейчас	1	4
119	представление о	1	4
120	для изучения	6	4
121	можно ли	1	4
122	дело не	5	4
123	как будто	4	4
124	том отношении	1	4
125	в ее	2	4
126	что у	1	4
