N	2gram	Bakhtin_Fr_2	NovoeSre
1	а не	1	17
2	и в	49	16
3	не может	7	16
4	нового времени	4	12
5	и не	15	11
6	и есть	1	10
7	в эпоху	13	9
8	что в	2	9
9	как не	1	8
10	в том	3	8
11	жизни и	7	8
12	он не	1	8
13	культуры и	3	7
14	в этом	15	7
15	в новой	2	7
16	может быть	5	7
17	как и	11	7
18	это есть	1	7
19	средние века	8	7
20	с его	5	6
21	не в	1	6
22	ни в	3	6
23	общественной жизни	1	6
24	никогда не	5	6
25	лишь в	4	6
26	но это	2	6
27	должен быть	1	5
28	с ее	3	5
29	в ней	2	5
30	культуры в	1	5
31	и к	4	5
32	не только	17	5
33	в жизни	4	5
34	xix века	2	5
35	все это	9	5
36	в нем	9	5
37	новое время	1	4
38	не во	2	4
39	о том	3	4
40	всех сторон	1	4
41	наше время	1	4
42	эпохи и	1	4
43	перестает быть	2	4
44	в них	13	4
45	то что	6	4
46	это не	1	4
47	прежде всего	19	4
48	не было	4	4
49	есть лишь	1	4
50	и потому	5	4
51	по своему	1	4
52	не менее	1	4
53	и для	1	4
54	и все	3	4
55	потому что	1	4
56	с другой	4	3
57	к средневековью	1	3
58	в ее	3	3
59	в средние	9	3
60	должна быть	1	3
61	человека и	3	3
62	и начало	1	3
63	еще не	2	3
64	во всех	6	3
65	за пределы	2	3
66	в истории	6	3
67	как в	1	3
68	духа и	3	3
69	конечно не	1	3
70	всех сферах	1	3
71	к ним	1	3
72	подобно тому	2	3
73	французской революции	1	3
74	в мире	2	3
75	но и	13	3
76	не есть	1	3
77	с тем	1	3
78	в своей	5	3
79	в новое	2	3
80	тому как	2	3
81	в прошлом	1	3
82	она не	1	3
83	эти формы	2	3
84	в наше	1	3
85	не существует	1	3
86	жизни в	3	3
87	в духе	4	3
88	к тому	1	3
89	сказать что	6	3
90	и это	3	2
91	связана с	3	2
92	века но	2	2
93	силы и	1	2
94	это и	2	2
95	роль в	5	2
96	в нашу	1	2
97	для нового	1	2
98	к созданию	1	2
99	можно было	3	2
100	так и	6	2
101	времени и	6	2
102	и с	6	2
103	для этого	1	2
104	стремление к	1	2
105	еще до	1	2
106	но она	1	2
107	я не	1	2
108	и на	17	2
109	должно было	1	2
110	на протяжении	7	2
111	но не	5	2
112	века и	3	2
113	в центре	1	2
114	хотя и	2	2
115	но в	4	2
116	все эти	7	2
117	с одной	3	2
118	думать что	2	2
119	с их	6	2
120	есть в	2	2
121	в себе	4	2
122	реального в	1	2
123	вернуться к	1	2
124	не могла	1	2
125	политики и	1	2
126	том чтобы	1	2
127	века были	2	2
128	эпоху когда	1	2
129	у него	2	2
130	в одну	2	2
131	что все	1	2
132	и даже	2	2
133	на уровне	1	2
134	и т.п	11	2
135	государство и	1	2
136	связаны с	2	2
137	том что	4	2
138	вместе с	2	2
139	так же	2	2
140	место в	3	2
141	не знал	1	2
142	одной стороны	3	2
143	центр тяжести	1	2
144	такого рода	2	2
145	другой стороны	3	2
146	по существу	2	2
147	xviii века	6	2
148	культура средневековья	3	2
149	равно как	1	2
150	в смысле	2	2
151	в то	6	2
152	одна из	4	2
153	того чтобы	2	2
154	жизнью в	1	2
155	средневековья и	3	2
156	и от	1	2
157	самой жизни	1	2
158	хотя бы	1	2
159	все они	1	2
160	а в	4	2
161	от всякого	1	2
162	могут быть	2	2
163	свободы и	1	2
164	она оказалась	1	1
165	для себя	1	1
166	он может	1	1
167	только потому	1	1
