N	2gram	Bakhtin_Fr_8	Psycholo
1	в том	13	37
2	и в	56	32
3	и что	1	22
4	то есть	24	21
5	том что	8	21
6	потому что	6	21
7	таким образом	17	21
8	то что	3	21
9	что в	5	20
10	может быть	3	18
11	так же	2	18
12	точки зрения	6	17
13	что и	3	17
14	не может	2	17
15	самом деле	2	16
16	что она	2	16
17	того чтобы	4	14
18	то же	11	13
19	в этом	14	13
20	при этом	4	13
21	для того	2	13
22	что он	2	13
23	в самом	9	12
24	заключается в	1	12
25	не только	8	12
26	так как	4	12
27	было бы	2	11
28	с тем	2	11
29	в основе	4	11
30	когда он	2	10
31	с точки	2	10
32	но и	9	10
33	как и	5	10
34	и не	9	10
35	как в	1	9
36	никогда не	5	9
37	тем что	1	9
38	что все	4	9
39	в своих	4	9
40	той же	6	8
41	что это	4	8
42	не в	3	8
43	дело с	1	8
44	того что	1	8
45	в сущности	8	7
46	что они	2	7
47	и как	2	7
48	все эти	15	7
49	такой же	5	7
50	и его	12	7
51	как будто	1	7
52	к тому	1	7
53	можно было	1	7
54	только в	9	7
55	мы знаем	1	7
56	что для	3	7
57	а не	2	7
58	сказать что	3	7
59	в этой	6	6
60	целый ряд	2	6
61	он не	5	6
62	если бы	2	6
63	те же	1	6
64	о том	4	6
65	тот же	1	6
66	и из	1	6
67	как бы	11	6
68	же самое	1	6
69	на самом	2	5
70	показать что	1	5
71	и на	7	5
72	что его	1	5
73	только на	2	5
74	на все	1	5
75	далеко не	2	5
76	все это	8	5
77	в то	12	5
78	в ней	4	5
79	утверждает что	1	5
80	и даже	8	5
81	до сих	8	5
82	он говорит	2	5
83	сих пор	8	5
84	как раз	2	5
85	этом отношении	1	5
86	как на	1	5
87	ту же	4	4
88	в чем	1	4
89	все же	2	4
90	в действительности	2	4
91	и те	2	4
92	в нем	8	4
93	к одному	1	4
94	и с	8	4
95	и тем	1	4
96	несмотря на	2	4
97	в данном	2	4
98	образом и	3	4
99	которые в	1	4
100	и более	4	4
101	тому что	1	4
102	не имеет	1	4
103	того как	2	4
104	совершенно правильно	1	4
105	и до	10	4
106	что на	2	4
107	и для	2	4
108	могут быть	1	4
109	если же	1	4
110	и это	1	4
111	данном случае	2	4
112	и сам	2	4
113	между тем	3	4
114	в языке	1	4
115	мы видим	6	4
116	из них	2	4
117	таким путем	1	4
118	а на	2	4
119	в творчестве	5	4
120	указывает что	2	4
121	с этой	2	4
122	и все	6	4
123	а в	2	4
124	из этого	1	4
125	жизни и	1	4
126	например в	4	3
127	и то	2	3
128	мы не	2	3
129	или же	1	3
130	время как	1	3
131	то это	1	3
132	и он	1	3
133	во всех	8	3
134	если оно	1	3
135	которые не	1	3
136	как к	2	3
137	и к	4	3
138	но в	6	3
139	та же	1	3
140	он в	1	3
141	главным образом	3	3
142	каждая эпоха	1	3
143	состоит в	1	3
144	не к	1	3
145	не как	2	3
146	и вот	1	3
147	это было	1	3
148	и сейчас	1	3
149	в своей	2	3
150	это только	1	3
151	в их	3	3
152	в которых	2	3
153	но он	3	3
154	не могли	2	3
155	в отношении	5	3
156	тогда когда	1	3
157	мы можем	1	3
158	видим что	2	3
159	во всем	4	3
160	в каком	2	3
161	не могут	1	3
162	с ее	5	3
163	в виду	1	3
164	то время	2	3
165	и совершенно	2	3
166	так и	13	3
167	мы в	1	3
168	для этого	1	3
169	образом в	2	3
170	с другой	2	3
171	бы и	2	3
172	один из	5	3
173	действующих лиц	2	3
174	и так	1	3
175	и ее	4	3
176	так что	3	3
177	и других	4	3
178	и их	8	3
179	чтобы показать	1	3
180	которых мы	1	3
181	тому как	1	3
182	до конца	11	3
183	в частности	7	3
184	по своему	8	3
185	еще более	1	3
186	только как	1	3
187	же мы	1	3
188	также и	2	2
189	того же	1	2
190	все те	2	2
191	еще не	10	2
192	из всех	2	2
193	это совершенно	1	2
194	при анализе	1	2
195	к своему	1	2
196	бы то	2	2
197	с его	5	2
198	в ее	6	2
199	но не	5	2
200	точка зрения	2	2
201	к которой	1	2
202	значение и	2	2
203	себе и	2	2
204	отличие от	1	2
205	которые должны	1	2
206	в очень	1	2
207	что по	1	2
208	из самых	1	2
209	в которой	4	2
210	в себе	4	2
211	как он	1	2
212	всех остальных	1	2
213	они в	1	2
214	в узком	2	2
215	человеческого тела	1	2
216	на его	6	2
217	подобно тому	1	2
218	здесь мы	3	2
219	то ни	2	2
220	в ход	1	2
221	с другими	1	2
222	и которые	4	2
223	это не	2	2
224	должен был	1	2
225	в них	11	2
226	тот самый	1	2
227	искать не	1	2
228	смысл и	1	2
229	одного и	1	2
230	и при	2	2
231	место в	1	2
232	он дает	2	2
233	своему существу	1	2
234	и эти	2	2
235	их в	4	2
236	вещей и	11	2
237	том же	1	2
238	в этих	11	2
239	все более	1	2
240	лиц и	2	2
241	начинает с	1	2
242	в процессе	5	2
243	он с	1	2
244	и всегда	1	2
245	казалось бы	3	2
246	в самой	1	2
247	же время	10	2
248	не потому	2	2
249	такие же	1	2
250	ни в	2	2
251	для такого	1	2
252	что оно	1	2
253	его с	1	2
254	на вопрос	1	2
255	в особенности	4	2
256	так в	1	2
257	роль в	5	2
258	на том	1	2
259	начала и	4	2
260	две части	2	2
261	том как	1	2
262	по сравнению	1	2
263	даны в	1	2
264	и вообще	1	2
265	и здесь	3	2
266	после того	1	2
267	которой мы	1	2
268	что самое	1	2
269	в его	18	2
270	же самом	1	2
271	и только	1	2
272	даже для	1	2
273	в свете	4	2
274	у всех	2	2
275	к нему	2	2
276	в новой	1	2
277	как нечто	1	2
278	это очень	2	2
279	именно на	1	2
280	и у	1	2
281	творчества в	1	2
282	у того	1	2
283	их как	1	2
284	говорит о	2	2
285	слова в	1	2
286	не любит	1	2
287	мы находим	3	2
288	в одном	2	2
289	вовсе не	6	2
290	к ним	2	2
291	каждый из	1	2
292	в других	2	2
293	этом как	1	2
294	к которому	3	2
295	такое же	1	2
296	а с	1	2
297	не было	5	2
298	не на	3	2
299	и далее	1	2
300	там где	3	2
301	материал и	1	2
302	вместе с	2	2
303	например когда	1	2
304	из которых	2	2
305	сравнению с	1	2
306	его жизни	2	2
307	чувства и	1	2
308	но это	2	2
309	порядка и	1	2
310	что таковы	1	2
311	форм и	4	2
312	и часто	1	2
313	для выражения	1	2
314	для нас	1	2
315	интерес к	2	2
316	тем более	1	2
317	в романе	21	2
318	другой стороны	2	2
319	их с	1	2
320	но когда	1	2
321	на этот	1	2
322	в свое	1	2
323	и от	1	2
324	это в	2	2
325	смысле слова	1	1
326	только он	1	1
327	как известно	1	1
328	героев и	1	1
329	речь идет	1	1
330	говоря о	1	1
331	одним из	5	1
332	предполагает что	1	1
333	чтобы не	1	1
334	человека и	2	1
335	жил в	1	1
336	все остальное	1	1
337	всегда во	1	1
338	тем же	1	1
339	и чрезвычайно	2	1
340	по преимуществу	2	1
341	на две	2	1
342	почти всегда	1	1
343	как сами	1	1
344	их и	2	1
345	а как	1	1
346	всего того	1	1
347	и значение	1	1
348	том насколько	1	1
349	что между	1	1
350	почти все	2	1
351	так чтобы	1	1
