N	3gram	Propp_Isto_3	Komedia
1	до сих пор	5	9
2	в том что	5	9
3	в свою очередь	1	6
4	о том что	2	4
5	с самого начала	1	4
6	к тому же	2	4
7	по отношению к	2	3
8	с точки зрения	1	3
9	вместе с тем	1	3
10	в связи с	3	3
11	во всяком случае	2	3
12	с одной стороны	2	3
13	тем не менее	5	3
14	иначе обстоит дело	1	2
15	хотя и не	1	2
16	состоит в том	2	2
17	так или иначе	1	2
18	в этом случае	5	2
19	вполне возможно что	1	2
20	то время как	2	2
21	обстоит дело с	1	2
22	с другой стороны	7	2
23	ухода из дома	1	2
24	то обстоятельство что	1	2
25	в то время	2	2
26	но все же	2	2
27	что и в	2	2
28	к этому же	2	1
29	очень важный для	1	1
30	к входной двери	1	1
31	равно как и	1	1
32	подобно тому как	1	1
33	в том числе	1	1
34	в соответствии с	1	1
35	только до известного	1	1
36	то что и	1	1
37	из своего дома	1	1
38	независимо от того	1	1
39	что в некоторых	1	1
40	но и здесь	1	1
41	один шаг до	1	1
42	стало ясно что	1	1
43	к ним в	1	1
44	на то что	1	1
45	этом случае в	1	1
46	образом и здесь	1	1
47	с этой точки	1	1
48	с ней в	1	1
49	что он так	1	1
50	остается то что	1	1
51	один из них	1	1
52	нет никаких препятствий	1	1
53	таким образом и	2	1
54	одной стороны он	1	1
55	друг друга в	1	1
56	в некоторых случаях	3	1
57	сравним с этим	1	1
58	но вместе с	1	1
59	здесь не только	1	1
60	в других случаях	1	1
61	в пределах этой	1	1
62	этой точки зрения	1	1
63	со стороны мужа	1	1
64	сих пор не	1	1
65	его дочери и	2	1
66	можно сказать что	1	1
67	ничего общего с	1	1
68	вопрос почему в	1	1
69	мы имеем в	2	1
70	принимает уродливые формы	1	1
71	после того как	1	1
72	несколько иначе обстоит	1	1
73	она не могла	1	1
74	друг от друга	1	1
75	друг с другом	1	1
76	не видно и	1	1
77	к ней в	1	1
78	но если бы	1	1
79	друг друга и	1	1
80	для нас важно	1	1
81	и т д	15	1
