N	2gram	Bakhtin_Pr_1	Problema
1	то что	15	38
2	вовсе не	7	37
3	и не	31	37
4	и в	29	35
5	не есть	2	33
6	не только	15	24
7	сказать что	3	24
8	том что	7	19
9	у нас	1	18
10	о том	1	18
11	может быть	24	18
12	в этом	22	17
13	настоящее время	1	16
14	но и	14	16
15	в настоящее	1	16
16	такого рода	1	15
17	что мы	1	14
18	только в	10	14
19	потому что	8	13
20	не может	12	13
21	и что	2	13
22	во всяком	5	13
23	того что	1	12
24	в том	8	12
25	хотя бы	2	12
26	не будет	1	11
27	никак не	2	11
28	и даже	2	11
29	так что	2	11
30	прежде всего	7	11
31	что в	8	11
32	в таком	1	11
33	еще не	5	10
34	всяком случае	3	10
35	ничего не	5	10
36	и с	4	10
37	а не	22	10
38	в данном	2	10
39	едва ли	1	9
40	в этой	4	9
41	для себя	2	9
42	если мы	1	9
43	что же	4	9
44	все же	9	8
45	по себе	8	8
46	в виду	1	8
47	было бы	5	8
48	уже не	13	8
49	как раз	6	8
50	смысле слова	1	7
51	есть нечто	1	7
52	бы и	4	7
53	все эти	9	7
54	тоже не	2	7
55	того или	1	7
56	мы не	1	7
57	не имеет	1	7
58	в конце	6	7
59	так и	7	7
60	в его	24	7
61	конце концов	5	7
62	так как	6	7
63	этом случае	1	7
64	и т	4	6
65	с другой	3	6
66	но как	3	6
67	а только	1	6
68	к сожалению	1	6
69	относится к	1	6
70	но в	7	6
71	т д	1	6
72	что все	1	6
73	был бы	6	6
74	по крайней	1	6
75	не о	2	6
76	как будто	3	6
77	крайней мере	1	6
78	же самое	1	6
79	другими словами	1	6
80	можно сказать	1	6
81	ни в	3	6
82	в области	1	6
83	а именно	1	6
84	но это	4	6
85	при условии	1	6
86	и для	4	6
87	не существует	1	6
88	в то	10	6
89	то же	14	5
90	с этим	2	5
91	в самом	10	5
92	в себе	7	5
93	с другими	7	5
94	этом смысле	10	5
95	но уже	1	5
96	как и	12	5
97	раз и	4	5
98	связи с	2	5
99	будто бы	1	5
100	и это	5	5
101	как мы	4	5
102	данном случае	2	5
103	можно было	2	5
104	и на	7	5
105	же это	1	5
106	что не	1	5
107	другой стороны	3	5
108	в частности	1	5
109	так же	6	5
110	кроме того	3	5
111	и все	1	5
112	или иного	1	5
113	есть то	3	5
114	самом деле	6	4
115	на самом	5	4
116	и есть	2	4
117	и самого	4	4
118	но не	9	4
119	не все	1	4
120	сама по	1	4
121	в своем	8	4
122	и как	7	4
123	более или	1	4
124	вообще не	1	4
