N	2gram	Voloshinov_1	Analitik
1	в этом	9	18
2	не только	7	16
3	и в	16	16
4	в частности	2	16
5	так и	4	15
6	как и	2	14
7	но и	4	12
8	и не	4	12
9	том что	3	12
10	в том	3	12
11	в качестве	1	11
12	при этом	6	10
13	могут быть	3	10
14	а не	1	10
15	как бы	5	10
16	в этой	4	9
17	лишь в	1	9
18	ничего не	1	9
19	в пределах	2	9
20	и даже	4	9
21	в данном	1	8
22	не случайно	1	8
23	и т.п	2	8
24	отнюдь не	4	8
25	к тому	1	7
26	о том	2	7
27	то что	3	7
28	в самом	2	6
29	и на	4	6
30	но в	4	6
31	в мире	1	6
32	говорить о	2	6
33	может быть	17	6
34	с другой	1	6
35	как это	3	6
36	и к	6	5
37	данном случае	1	5
38	с одной	1	5
39	говорит о	1	5
40	того же	2	4
41	в сущности	1	4
42	столь же	1	4
43	но не	1	4
44	за пределы	2	4
45	хотя и	1	4
46	в себя	1	4
47	нашего времени	2	4
48	на этом	3	4
49	то же	2	4
50	для него	6	4
51	точки зрения	8	4
52	в конце	1	4
53	только не	1	4
54	не менее	2	4
55	можно сказать	4	4
56	во всех	3	4
57	только в	4	4
58	и его	8	4
59	уже не	1	4
60	в сознании	1	4
61	у него	2	4
62	как раз	1	4
63	одной стороны	1	4
64	не может	8	4
65	и особенно	1	4
66	о его	1	4
67	все это	4	4
68	в один	4	4
69	я и	6	3
70	и то	1	3
71	на две	3	3
72	едва ли	3	3
73	в конечном	3	3
74	мы имеем	1	3
75	не был	1	3
76	в центре	1	3
77	в нашем	1	3
78	на его	1	3
79	и сам	1	3
80	подобно тому	1	3
81	несмотря на	1	3
82	в эту	1	3
83	по крайней	3	3
84	никогда не	2	3
85	имеем дело	1	3
86	сводится к	2	3
87	этом отношении	1	3
88	что на	2	3
89	той или	1	3
90	как мы	4	3
91	приводит к	1	3
92	можно было	1	3
93	если бы	1	3
94	и т.д	1	3
95	борьба с	1	3
96	что и	2	3
97	крайней мере	3	3
98	и все	4	3
99	с ними	4	3
100	есть в	2	3
101	я в	1	3
102	при всей	2	3
103	только на	3	3
