N	3gram	Voloshinov_2	KFilosof
1	по отношению к	8	21
2	не может быть	10	11
3	с точки зрения	13	10
4	в его целом	1	9
5	не проникает в	1	4
6	отношению к нему	1	4
7	в данный момент	1	3
8	в нем и	1	3
9	на самом деле	4	3
10	того или иного	2	3
11	не было бы	2	3
12	это не есть	1	3
13	ни к чему	1	2
14	в соответствии с	1	2
15	только по отношению	1	2
16	бы то ни	4	2
17	то или иное	1	2
18	то ни было	4	2
19	во всех этих	1	2
20	во всех своих	1	2
21	то же время	8	2
22	к чему не	1	2
23	на основе признания	1	2
24	той или иной	4	2
25	в то же	8	2
26	тем не менее	1	2
27	в том что	6	2
28	а не в	2	2
29	мы только путем	1	1
30	на то что	2	1
31	а следовательно и	1	1
32	но во всяком	1	1
33	всех этих случаях	1	1
34	и ни к	1	1
35	ровно ничего не	1	1
36	и того же	4	1
37	мы никогда не	2	1
38	связанных с ними	1	1
39	он не может	1	1
40	если не исключительно	1	1
41	как если бы	4	1
42	а не к	2	1
43	только путем скачка	1	1
44	в зависимости от	2	1
45	что конечно невозможно	1	1
46	тем или иным	1	1
47	и землю и	1	1
48	нет подхода к	1	1
49	независимо от того	1	1
50	и небо и	1	1
51	должно вступить в	1	1
52	в противном случае	2	1
53	в котором ориентируется	1	1
54	лишь в процессе	1	1
55	несмотря на то	1	1
56	и не в	3	1
57	в данном контексте	2	1
58	ведь если бы	1	1
59	может быть и	5	1
60	нет места для	1	1
61	если мы возьмем	1	1
62	может быть понято	1	1
63	между ним и	1	1
64	не совпадает с	1	1
65	ни на один	1	1
66	но в то	5	1
67	лежит в основе	2	1
68	отношении к нему	1	1
69	смысле этого слова	4	1
70	отсюда следует что	3	1
71	в котором не	1	1
72	будет ли это	2	1
73	с нашей точки	2	1
74	бы оно ни	1	1
75	дело в том	1	1
76	точки зрения теоретической	1	1
77	во всяком случае	2	1
78	быть не может	1	1
79	заключать в себе	1	1
80	в смысле совокупности	2	1
81	для того чтобы	6	1
82	и пр и	4	1
83	может быть случайной	1	1
84	оно ни было	2	1
85	как и всякое	1	1
86	в противоречие с	1	1
87	в нем нет	2	1
88	по себе а	1	1
89	но для того	1	1
90	является вовсе не	1	1
91	в значительной степени	2	1
92	же самое что	1	1
93	никогда не может	1	1
94	в свою очередь	5	1
95	само по себе	1	1
96	бытие отрешенное от	1	1
97	до конца и	1	1
98	оно могло бы	1	1
99	на один миг	1	1
100	но отнюдь не	1	1
101	в конечном счете	1	1
102	но в этом	1	1
103	не менее в	1	1
104	нашей точки зрения	2	1
105	в процессе ее	1	1
106	интонации в зависимости	1	1
107	одного и того	4	1
108	в большинстве случаев	5	1
109	в этом последнем	2	1
110	к тому что	3	1
111	конечно не в	1	1
112	отнюдь не являются	1	1
113	только в этом	2	1
114	мы живем и	1	1
115	в этой своей	1	1
116	и пр все	1	1
117	то же самое	5	1
118	на том что	1	1
