N	3gram	Bakhtin_Fr_3	RusskieA
1	в том что	1	18
2	в других местах	3	7
3	в этом случае	1	6
4	в данном случае	2	6
5	для того чтобы	3	6
6	и в других	2	4
7	о том что	2	4
8	мы видели что	1	4
9	в отличие от	3	3
10	не может быть	2	3
11	подобно тому как	1	3
12	что иное как	1	2
13	в своей книге	2	2
14	для этой цели	1	2
15	тому как в	1	2
16	может быть только	1	2
17	не что иное	1	2
18	в том чтобы	1	2
19	что здесь в	1	1
20	в другом месте	1	1
21	том что в	1	1
22	не был он	1	1
23	же в этой	1	1
24	с таким же	1	1
25	не было ни	3	1
26	человеку когда он	1	1
27	с одним из	1	1
28	радость веселье и	1	1
29	в настоящее время	1	1
30	в том же	2	1
31	о том как	1	1
32	к новому от	2	1
33	зимы к весне	1	1
34	но и в	2	1
35	как мы увидим	1	1
36	между тем как	1	1
37	в этом отношении	2	1
38	только там где	1	1
39	можно было бы	2	1
40	все же в	1	1
41	в праздничные дни	2	1
42	может быть и	1	1
43	время которого носили	1	1
44	в применении к	1	1
45	ни с одним	1	1
46	во всяком случае	1	1
47	переход от старого	1	1
48	смысле этого слова	1	1
49	об умирающем и	1	1
50	и в этом	1	1
51	во всех этих	1	1
52	в нашу задачу	1	1
53	том чтобы установить	1	1
54	дело в том	1	1
55	месте своей книги	1	1
56	с другой стороны	1	1
57	все то что	2	1
58	от зимы к	1	1
59	одно из первых	1	1
60	имея в виду	1	1
61	в свою очередь	1	1
62	элементы входящие в	1	1
63	во время которого	1	1
64	так как в	1	1
65	можно сказать что	2	1
66	или во всяком	1	1
67	нас не может	1	1
68	каждый из этих	1	1
69	как мы уже	5	1
70	и еще в	1	1
71	как и в	2	1
72	это и есть	1	1
73	как мы видели	2	1
74	входящие в сложный	1	1
