N	3gram	Losev_Prob_2	Analitik
1	в том что	4	7
2	с другой стороны	5	5
3	о том что	14	5
4	по крайней мере	6	4
5	в данном случае	5	3
6	не только не	2	3
7	той или иной	1	3
8	в то же	4	3
9	в этом отношении	1	3
10	крайней мере в	2	2
11	как нам кажется	1	2
12	подобно тому как	2	2
13	одной и той	2	2
14	тот или иной	4	2
15	с одной стороны	5	2
16	сама по себе	4	2
17	тем не менее	12	2
18	во всяком случае	10	2
19	в свое время	1	2
20	а в том	1	2
21	и прежде всего	2	2
22	можно сказать что	3	2
23	и той же	2	2
24	должны были бы	2	1
25	однако и в	1	1
26	что иное как	3	1
27	в чистом виде	3	1
28	в той или	1	1
29	не является ни	1	1
30	то есть не	3	1
31	требует от нас	1	1
32	не говоря уже	4	1
33	на самом деле	2	1
34	в самом деле	2	1
35	в этом смысле	5	1
36	в этом случае	7	1
37	обратим внимание на	1	1
38	и в данном	2	1
39	до сих пор	4	1
40	говоря уже о	4	1
41	в таком случае	10	1
42	в зависимости от	1	1
43	хотя бы и	3	1
44	которая имела бы	1	1
45	только по причине	1	1
46	между тем как	1	1
47	с самим собою	1	1
48	и здесь мы	2	1
49	и не возникает	1	1
50	однако все эти	1	1
51	в данном контексте	1	1
52	сказать что они	1	1
53	ту или иную	1	1
54	но в таком	3	1
55	что не есть	1	1
56	не есть ни	3	1
57	здесь мы имеем	1	1
58	в противоречие с	1	1
59	не только в	2	1
60	входит в состав	1	1
61	так и в	1	1
62	в известном смысле	1	1
63	в результате чего	1	1
64	а с другой	1	1
65	всяком случае не	2	1
66	так или иначе	6	1
67	может быть достаточно	1	1
68	в связи с	5	1
69	но как бы	1	1
70	здесь пока еще	1	1
71	для того чтобы	2	1
72	один и тот	2	1
73	нет никакой возможности	1	1
74	того или иного	5	1
75	есть не что	3	1
76	не может быть	3	1
77	между собой и	2	1
78	само по себе	2	1
79	то что не	2	1
80	то есть в	2	1
81	вопрос о том	2	1
82	мысль о том	2	1
83	до тех пор	4	1
84	как и сам	1	1
85	друг от друга	2	1
86	заключается в том	2	1
87	можно судить по	1	1
88	в каждом из	1	1
89	не что иное	3	1
90	во многих отношениях	1	1
91	и тот же	2	1
92	и а и	1	1
93	в отдельности и	1	1
94	о и а	1	1
95	которой он не	1	1
