N	2gram	Tiupa_Lite_3	Dialekti
1	не есть	1	47
2	и не	22	30
3	может быть	12	20
4	не только	14	19
5	и в	16	19
6	по себе	2	18
7	и т	1	17
8	а не	12	16
9	в себе	6	15
10	потому что	3	14
11	то что	12	14
12	в том	12	14
13	так как	1	14
14	и даже	2	14
15	как бы	8	14
16	вовсе не	1	13
17	то же	9	12
18	точки зрения	7	12
19	не просто	1	12
20	но и	14	12
21	и все	1	12
22	и как	3	10
23	в нем	2	10
24	как и	5	10
25	том что	8	10
26	сказать что	1	10
27	так и	9	10
28	это не	5	10
29	никогда не	4	9
30	времени и	1	9
31	не может	8	9
32	мы уже	1	8
33	в этом	14	8
34	в своей	7	8
35	с точки	3	8
36	не в	10	8
37	личности в	3	8
38	она не	1	8
39	прежде всего	3	8
40	это значит	1	8
41	и то	1	7
42	есть не	1	7
43	сама по	1	7
44	так что	1	7
45	и к	3	7
46	должно быть	4	7
47	как это	3	7
48	и притом	1	7
49	в поэзии	5	7
50	как будто	4	7
51	совершенно не	3	7
52	но это	1	7
53	что в	2	7
54	я не	2	6
55	но не	4	6
56	что они	1	6
57	отнюдь не	3	6
58	тогда когда	1	6
59	в то	9	6
60	не могу	2	6
61	что он	5	6
62	конечно не	1	6
63	что не	2	6
64	того что	9	6
65	есть и	1	6
66	жизни и	3	6
67	и потому	2	5
68	говорить о	1	5
69	в силу	1	5
70	все равно	1	5
71	жизнь и	1	5
72	же время	7	5
73	и его	6	5
74	на свете	2	5
75	и с	2	5
76	в виду	1	5
77	сознания и	2	5
78	о том	6	5
79	можно сказать	2	5
80	что и	2	5
81	с другой	6	5
82	а именно	5	5
83	как раз	2	5
84	в самом	3	5
85	только в	7	5
86	и есть	1	4
87	поэзии и	2	4
88	еще не	6	4
89	быть в	1	4
90	самом деле	3	4
91	за пределы	1	4
92	независимо от	1	4
93	и объекта	1	4
94	в своем	1	4
95	все же	2	4
96	как он	1	4
97	личность но	1	4
98	и если	4	4
99	при этом	15	4
100	он не	1	4
101	сама личность	1	4
102	и вот	2	4
103	содержит в	1	4
104	нисколько не	1	4
105	в одном	4	4
106	но он	1	4
107	все это	1	4
108	по своей	3	4
109	связи с	2	4
110	в таком	1	4
111	есть только	1	4
112	той или	2	4
113	в ее	5	4
114	миф как	1	4
115	в другом	6	4
116	к нему	1	4
117	и только	2	4
118	интеллигенции и	1	4
119	субъекта и	5	4
120	вечности в	1	4
121	уже в	1	4
122	ни с	2	4
123	одно из	4	4
124	в связи	1	4
125	хотя бы	1	4
126	а в	5	4
127	другой стороны	2	4
128	искусство и	1	3
129	это и	1	3
130	как мы	2	3
131	вопрос о	2	3
132	что иное	1	3
133	иное как	1	3
134	в чем	1	3
135	себе и	1	3
136	в этой	8	3
137	она сама	1	3
138	с этим	1	3
139	и где	1	3
140	себе как	1	3
141	но без	2	3
142	личностного бытия	1	3
143	его в	2	3
144	и поэзии	1	3
145	было бы	2	3
146	и уже	1	3
147	и тогда	2	3
148	в этих	1	3
149	что такое	1	3
150	и более	1	3
151	даже в	4	3
152	не менее	2	3
153	как только	1	3
154	уже не	3	3
155	нуждается в	1	3
156	все время	3	3
157	тех пор	1	3
158	будто бы	1	3
159	у меня	1	3
160	из них	4	3
161	есть выражение	1	3
162	о котором	1	3
163	и их	1	3
164	не было	1	3
165	о чем	3	3
166	нет ни	1	3
167	в данном	4	3
168	в той	1	3
169	когда мы	1	3
170	и от	1	3
171	его с	1	3
172	это как	3	3
173	была бы	1	3
174	не что	1	3
175	они не	1	3
176	я и	10	2
177	как известно	1	2
178	на самом	1	2
179	что эти	1	2
180	его не	1	2
181	например в	3	2
182	так чтобы	2	2
183	как я	1	2
184	то это	2	2
185	не кончается	1	2
186	в ней	1	2
187	говоря уже	4	2
188	во всех	2	2
189	что я	5	2
190	если в	1	2
191	в общем	1	2
192	очевидно что	1	2
193	к сожалению	1	2
194	и я	1	2
195	в истории	1	2
196	в акте	1	2
197	как в	5	2
198	перед нами	1	2
199	что по	1	2
200	более или	1	2
201	но в	3	2
202	в противоположность	2	2
203	еще на	2	2
204	бы и	3	2
205	так или	2	2
206	с тех	1	2
207	раз в	2	2
208	на его	3	2
209	в определенном	1	2
210	не как	2	2
211	оно должно	1	2
212	силу своей	1	2
213	в каждом	1	2
214	в мире	16	2
215	на все	1	2
216	в жизни	8	2
217	только одно	1	2
218	реальности и	1	2
219	она и	2	2
220	с тем	1	2
221	несмотря на	2	2
222	или менее	1	2
223	во время	1	2
224	и при	2	2
225	взгляд на	3	2
226	в их	1	2
227	жизни с	1	2
228	и временем	1	2
229	тем не	1	2
230	миф и	1	2
231	личность в	1	2
232	тому что	1	2
233	же самого	1	2
234	и остается	1	2
235	не по	1	2
236	он мог	1	2
237	только не	1	2
238	к поэзии	1	2
239	мире и	1	2
240	это уже	1	2
241	уже и	1	2
242	и делает	1	2
243	в области	3	2
244	и искусство	1	2
245	сама жизнь	1	2
246	к тому	6	2
247	в конце	2	2
248	с ее	3	2
249	данном случае	4	2
250	и человек	1	2
251	по этой	2	2
252	что у	2	2
253	можно только	1	2
254	том как	1	2
255	имеется в	1	2
256	но мы	1	2
257	обратим внимание	3	2
258	поэтическое произведение	1	2
259	времени в	1	2
260	собственно говоря	1	2
261	между тем	3	2
262	или иначе	2	2
263	его личности	1	2
264	когда оно	1	2
265	эти два	1	2
266	этих последних	1	2
267	не знаю	2	2
268	и она	1	2
269	что здесь	1	2
270	с ними	2	2
271	с одной	4	2
272	себя в	7	2
273	есть в	1	2
274	но вот	1	2
275	т п	1	2
276	тем что	2	2
277	смысла и	1	2
278	где есть	1	2
279	момент в	1	2
280	именно в	5	2
281	я был	1	2
282	не на	1	2
283	как ни	1	2
284	уже о	3	2
285	в частности	11	2
286	вместе с	5	2
287	так же	2	2
288	поэзия и	1	2
289	быть только	2	2
290	сам не	1	2
291	один день	1	2
292	новые и	1	2
293	же самое	2	2
294	от земли	1	2
295	в другое	1	2
296	не будучи	1	2
297	тут мы	1	2
298	же в	2	2
299	это все	1	2
300	может и	1	2
301	и прочих	1	2
302	не говоря	4	2
303	и жизнь	1	2
304	и идеи	1	2
305	а я	3	2
306	ее в	2	2
307	в искусстве	1	2
308	в своих	2	2
309	от этой	1	1
310	того же	2	1
311	все новые	1	1
312	тех же	1	1
313	идет о	1	1
314	перед лицом	4	1
315	жизни по	1	1
316	между двумя	1	1
317	из трех	1	1
318	вещей в	2	1
319	по преимуществу	1	1
320	и до	1	1
321	оно было	1	1
322	в какой-то	1	1
323	все те	1	1
324	века в	1	1
325	по его	1	1
326	разных времен	1	1
327	обойтись без	1	1
328	в театре	1	1
329	человек является	1	1
330	бы уже	1	1
331	для своего	2	1
332	эти самые	1	1
333	и новые	1	1
334	мы и	2	1
335	и самой	1	1
336	личности с	3	1
337	пространство и	1	1
338	и цельный	1	1
339	кто же	1	1
340	и он	1	1
341	проявляется в	1	1
342	человеческого опыта	1	1
343	он был	1	1
344	он сам	1	1
345	бы то	2	1
346	в предыдущем	1	1
347	сказать и	2	1
348	на высоте	1	1
349	которые для	1	1
350	что каждому	1	1
351	к которой	1	1
352	со всеми	2	1
353	как быть	1	1
354	себе самой	1	1
355	нужно быть	1	1
356	отличие от	5	1
357	не человек	1	1
358	нет и	1	1
359	первый взгляд	1	1
360	общего с	1	1
361	поскольку они	1	1
362	стороны и	2	1
363	она как	1	1
364	что касается	1	1
365	однако не	3	1
366	когда он	2	1
367	весь мир	1	1
368	для которой	1	1
369	или иную	1	1
370	то в	3	1
371	духа в	1	1
372	в целом	5	1
373	никакого существенного	1	1
374	он в	2	1
375	жизни так	1	1
376	над землею	1	1
377	чем бы	1	1
378	влечение к	1	1
379	тому же	5	1
380	так сказать	1	1
381	вообще не	1	1
382	к искусству	1	1
383	с холодным	1	1
384	бытия мы	1	1
385	и эти	1	1
386	и еще	1	1
387	не к	1	1
388	значимости его	1	1
389	именно такова	1	1
390	когда на	1	1
391	сначала мы	1	1
392	с объектом	1	1
393	не бывает	1	1
394	жить в	1	1
395	больше всего	1	1
396	зрителя в	3	1
397	значение в	1	1
398	в глубине	2	1
399	или даже	1	1
400	знает что	2	1
401	считает свою	1	1
402	действительности в	2	1
403	никакое другое	1	1
404	лишь на	2	1
405	и тем	3	1
406	не выше	1	1
407	он все	2	1
408	но уже	3	1
409	в них	1	1
410	далеко не	2	1
411	свете есть	1	1
412	нас к	2	1
413	о всякой	1	1
414	равно и	1	1
415	со своими	2	1
416	не всегда	2	1
417	и вне	1	1
418	в москве	1	1
419	чем в	1	1
420	вы с	1	1
421	своей свободе	1	1
422	на первый	1	1
423	свою собственную	1	1
424	и ее	2	1
425	сознания но	1	1
426	на месте	1	1
427	в котором	1	1
428	в принципе	2	1
429	о христе	1	1
430	и другого	2	1
431	друг другу	1	1
432	образ не	1	1
433	искусстве в	1	1
434	ли уже	1	1
435	центра в	1	1
436	извне и	1	1
437	что ему	2	1
438	искусство оно	1	1
439	как о	2	1
440	душе и	1	1
441	ибо каждая	1	1
442	в основе	5	1
443	бытия и	1	1
444	в самых	1	1
445	в нас	2	1
446	самого по	1	1
447	он с	1	1
448	пространство в	1	1
449	подобно тому	2	1
450	передо мною	1	1
451	протеста против	1	1
452	именно его	1	1
453	и теперь	1	1
454	бы по	1	1
455	и сама	1	1
456	остается в	1	1
457	исторического процесса	1	1
458	этом отношении	5	1
459	ему не	1	1
460	и далее	1	1
461	начиная с	1	1
462	сходство с	1	1
463	и громко	1	1
464	пространством и	1	1
465	раньше не	1	1
466	субъект и	2	1
467	всегда так	1	1
468	как некое	1	1
469	слова о	1	1
