N	2gram	Losev_Prob_4	Psycholo
1	то что	15	32
2	и в	20	31
3	в том	20	30
4	и т	4	26
5	то есть	27	26
6	что в	3	23
7	может быть	9	22
8	таким образом	8	20
9	при помощи	10	20
10	совершенно ясно	2	19
11	при этом	6	19
12	ясно что	7	19
13	так как	5	18
14	художественного произведения	1	17
15	не может	5	17
16	как и	6	16
17	том что	12	16
18	т п	1	16
19	и не	28	16
20	точки зрения	14	15
21	искусства и	1	15
22	только в	23	14
23	не только	24	13
24	что и	3	13
25	а не	7	13
26	мы не	7	12
27	если мы	5	12
28	так же	5	12
29	в этом	9	12
30	в самом	2	11
31	не в	13	11
32	в области	3	11
33	могут быть	1	11
34	на то	1	10
35	того что	1	10
36	художественное произведение	1	10
37	потому что	15	10
38	самом деле	3	9
39	искусства в	1	9
40	по себе	11	9
41	ни в	17	9
42	как в	5	9
43	т д	3	8
44	и что	2	8
45	никогда не	1	8
46	что мы	3	8
47	вместе с	5	8
48	все это	9	8
49	во всяком	8	8
50	том чтобы	2	7
51	заключается в	2	7
52	сказать что	7	7
53	того чтобы	2	7
54	и его	10	7
55	о том	5	7
56	есть в	7	7
57	что он	8	7
58	что это	2	6
59	зависимости от	3	6
60	отнюдь не	10	6
61	из этих	1	6
62	что она	4	6
63	для того	3	6
64	было бы	14	6
65	если бы	8	6
66	в его	3	6
67	всяком случае	4	6
68	вовсе не	21	6
69	и даже	9	6
70	одной стороны	1	6
71	до конца	1	6
72	а в	4	6
73	в эстетике	1	5
74	и есть	4	5
75	в зависимости	3	5
76	то же	7	5
77	время как	2	5
78	в ее	5	5
79	с одной	1	5
80	в целом	1	5
81	и совершенно	2	5
82	несмотря на	4	5
83	оказывается что	1	5
84	в то	4	5
85	как будто	11	5
86	не является	10	5
87	утверждать что	1	5
88	то время	2	5
89	для нас	6	5
90	с другой	7	5
91	мы видим	1	5
92	в какой	4	5
93	так что	6	5
94	само по	1	5
95	совершенно не	3	5
96	это есть	3	5
97	как бы	4	5
98	этой точки	1	5
99	все же	2	5
100	и для	4	5
101	для выражения	1	5
102	и все	8	5
103	говорит что	2	5
104	другой стороны	6	5
105	же как	1	4
106	в котором	2	4
107	мы имеем	6	4
108	в которой	2	4
109	в виду	6	4
110	столь же	2	4
111	у него	1	4
112	со всеми	2	4
113	в последнее	1	4
114	в себе	12	4
115	и если	5	4
116	в совершенно	2	4
117	тому что	1	4
118	у нас	14	4
119	к тому	3	4
120	никак не	4	4
121	прежде всего	11	4
122	все время	2	4
123	для всех	3	4
124	и у	1	4
125	бы тот	1	4
126	мы можем	3	4
127	и так	1	4
128	как это	3	4
129	с этой	1	4
130	и о	5	4
131	в результате	8	4
132	чтобы понять	1	4
133	в этих	5	4
134	указывает на	4	4
135	в искусстве	1	4
136	и другие	1	4
137	в своих	1	4
138	смысле слова	15	3
139	это и	4	3
140	тем же	1	3
141	почти всегда	2	3
142	что эти	1	3
143	с теорией	1	3
144	вопрос о	1	3
145	из которых	3	3
146	себе а	1	3
147	разницы между	1	3
148	совсем не	1	3
149	но не	5	3
150	искусства который	1	3
151	с этим	4	3
152	стороны и	2	3
153	в художественном	4	3
154	в своем	3	3
155	хотя и	5	3
156	и к	3	3
157	но в	8	3
158	уже в	4	3
159	в этой	4	3
160	им в	1	3
161	тому же	2	3
162	в силу	1	3
163	и вот	1	3
164	у пушкина	3	3
165	и по	2	3
166	в каждом	1	3
167	не будет	2	3
168	разница между	1	3
169	к которым	1	3
170	с тем	4	3
171	в своей	4	3
172	представить себе	2	3
173	для объяснения	1	3
174	чистом виде	2	3
175	что эта	1	3
176	точно так	3	3
177	только не	4	3
178	художественным произведением	2	3
179	во всем	2	3
180	у меня	2	3
181	не могут	1	3
182	когда мы	5	3
183	что оно	1	3
184	не есть	12	3
185	что при	1	3
186	и это	2	3
187	но только	2	3
188	что все	1	3
189	только при	6	3
190	нет никакой	4	3
191	и когда	2	3
192	так и	10	3
193	но к	1	3
194	он не	2	3
195	нуждается в	1	3
196	в частности	2	3
197	дело с	2	3
198	который в	1	3
199	только на	2	3
200	в конце	2	3
201	и только	4	3
202	до сих	1	3
203	не было	3	3
204	какой мере	4	3
205	под влиянием	1	3
206	исходя из	1	3
207	сих пор	1	3
208	но это	6	3
209	каждой из	2	3
210	конце концов	1	3
211	это все	2	3
212	т е	1	3
213	жизни и	5	3
214	как на	1	3
215	в таком	6	3
216	таком случае	1	2
217	того же	2	2
218	и то	2	2
219	и без	6	2
220	на самом	5	2
221	есть не	6	2
222	то совершенно	1	2
223	она в	2	2
224	как мы	3	2
225	человека и	1	2
226	есть нечто	9	2
227	но даже	4	2
228	в чем	2	2
229	только то	1	2
230	на основе	1	2
231	но как	3	2
232	а только	6	2
233	не то	2	2
234	и всякий	1	2
235	отношение к	1	2
236	что они	2	2
237	сама по	2	2
238	независимо от	3	2
239	последнее время	1	2
240	как к	1	2
241	когда он	1	2
242	и художественного	1	2
243	более или	2	2
244	как таковое	1	2
245	действия и	2	2
246	бы и	3	2
247	в известном	2	2
248	остановиться на	1	2
249	как он	1	2
250	мы совершенно	2	2
251	в нем	5	2
252	представления об	1	2
253	или иных	3	2
254	поскольку она	1	2
255	как они	2	2
256	и с	7	2
257	не дает	1	2
258	его в	2	2
259	этом смысле	3	2
260	и тем	7	2
261	в них	5	2
262	далеко не	2	2
263	то чтобы	1	2
264	и очень	5	2
265	не всегда	1	2
266	этого произведения	2	2
267	и тогда	2	2
268	или менее	2	2
269	в такой	1	2
270	с точки	11	2
271	для уяснения	1	2
272	и понятия	2	2
273	бы мы	1	2
274	тем не	10	2
275	том же	1	2
276	даже в	1	2
277	этой области	1	2
278	что есть	1	2
279	можно ли	3	2
280	не менее	10	2
281	тем самым	4	2
282	с теми	1	2
283	на два	1	2
284	в основе	1	2
285	мы все	3	2
286	это мы	1	2
287	казалось бы	3	2
288	ничего не	1	2
289	тех или	4	2
290	в сознании	3	2
291	уже и	3	2
292	есть только	2	2
293	же самое	6	2
294	если же	1	2
295	и поэтому	1	2
296	приходит к	2	2
297	образы и	3	2
298	без всякого	4	2
299	произведению искусства	1	2
300	это только	1	2
301	с ним	4	2
302	в настоящее	1	2
303	и здесь	1	2
304	настоящее время	1	2
305	там же	2	2
306	но и	14	2
307	случае не	5	2
308	нас в	1	2
309	этих двух	1	2
310	и во	4	2
311	или как	1	2
312	тем или	1	2
313	этому поводу	1	2
314	когда оно	1	2
315	заключается не	2	2
316	к нему	3	2
317	что здесь	6	2
318	тот же	2	2
319	и потому	7	2
320	в разные	1	2
321	по мнению	1	2
322	никак нельзя	1	2
323	по этому	2	2
324	в качестве	10	2
325	вот что	1	2
326	уже не	5	2
327	в жизни	3	2
328	из них	3	2
329	ту или	1	2
330	в одном	4	2
331	но что	1	2
332	как раз	4	2
333	и вместе	1	2
334	что всякая	1	2
335	себе представить	1	2
336	в каком	6	2
337	что для	1	2
338	говорит о	2	2
339	то и	5	2
340	о чем	1	2
341	во внимание	1	2
342	в связи	3	2
343	слова то	2	2
344	учению о	1	2
345	к жизни	1	2
346	искусства но	1	2
347	что же	1	2
348	образ и	2	2
349	чувства и	1	2
350	отличается от	4	2
351	к другим	1	2
352	являются не	1	2
353	не знаем	1	2
354	и может	2	2
355	не существует	5	2
356	и от	6	2
357	это можно	2	2
358	тот кто	1	2
359	бы в	1	2
360	к этой	1	2
361	и как	3	2
362	будто бы	2	2
363	только что	2	2
364	по самой	1	2
365	эстетике и	1	2
366	мы считаем	1	2
367	всех других	2	2
368	что даже	1	2
369	из этого	3	2
370	только о	1	2
371	что то	1	2
372	имеет в	1	2
373	только они	2	2
374	по поводу	1	2
375	это в	1	2
376	как результат	1	2
377	гораздо более	1	2
378	исключить из	1	1
379	и наиболее	1	1
380	говоря о	1	1
381	как говорят	1	1
382	для построения	1	1
383	связана с	1	1
384	общественное назначение	1	1
385	жизни мы	1	1
386	по преимуществу	2	1
387	ведь и	1	1
388	они продолжают	1	1
389	и больше	2	1
390	едва ли	10	1
391	чем именно	1	1
392	и этот	3	1
393	при анализе	1	1
394	что если	1	1
395	единство и	1	1
396	какой-то особой	1	1
397	именно к	1	1
398	искусства этот	1	1
399	не была	1	1
400	он как	3	1
401	однако этот	2	1
402	как функции	1	1
403	но она	3	1
404	что иное	2	1
405	чувственные образы	1	1
406	и ее	4	1
407	ему в	2	1
408	то это	3	1
409	которое в	2	1
410	образность или	1	1
411	и был	1	1
412	это время	1	1
413	в ней	7	1
414	свою очередь	1	1
415	целое и	1	1
416	еще не	7	1
417	и на	3	1
418	всегда можно	1	1
419	время в	1	1
420	может сделать	1	1
421	виде не	1	1
422	бы то	1	1
423	является просто	1	1
424	с его	2	1
425	во всех	4	1
426	тем как	1	1
427	там и	1	1
428	для искусства	3	1
429	по своему	6	1
430	то мы	2	1
431	а следовательно	1	1
432	друг к	1	1
433	оно уже	1	1
434	то он	2	1
435	о смерти	1	1
436	коем случае	3	1
437	с самой	1	1
438	это слово	1	1
439	явлений и	3	1
440	одном и	1	1
441	для всякого	2	1
442	искусства причем	1	1
443	при условии	2	1
444	не хотел	2	1
445	нет и	2	1
446	и структуры	1	1
447	за пределы	2	1
448	поэтому нет	1	1
449	относится к	2	1
450	меньше всего	3	1
451	чем же	3	1
452	мере в	1	1
453	сказать то	1	1
454	если на	1	1
455	за этим	1	1
456	вот эта	1	1
457	в известной	1	1
458	и нет	1	1
459	в распоряжении	1	1
460	всей этой	1	1
461	перед нами	13	1
462	виду и	1	1
463	то ясно	1	1
464	могли бы	1	1
465	с понятием	1	1
466	и наконец	4	1
467	не являются	2	1
468	художественными образами	2	1
469	вносит в	1	1
470	конечно не	3	1
471	он на	1	1
472	и хотя	1	1
