N	2gram	Tiupa_Teor_1	Istorich
1	и в	18	28
2	может быть	17	25
3	а не	9	15
4	не может	4	15
5	никогда не	4	14
6	мы имеем	7	13
7	то же	7	12
8	не только	16	12
9	что в	9	12
10	мы видим	1	11
11	только в	6	11
12	и что	3	10
13	что он	1	10
14	но и	9	10
15	прежде всего	2	10
16	не в	7	9
17	так и	10	9
18	о том	1	9
19	то что	3	9
20	в том	16	9
21	и не	13	9
22	в этом	8	8
23	но в	9	8
24	что это	1	8
25	в лес	1	8
26	таким образом	3	8
27	если бы	3	8
28	в лесу	1	8
29	здесь мы	1	7
30	это не	2	7
31	еще не	4	7
32	и здесь	2	7
33	и др	1	7
34	так же	2	7
35	том что	9	7
36	было бы	1	7
37	в этих	3	7
38	а в	13	7
39	в этой	3	6
40	это тоже	2	6
41	его в	2	6
42	тем не	3	6
43	не менее	4	6
44	к тому	2	6
45	что и	2	6
46	вслед за	2	6
47	так как	1	6
48	с другой	7	6
49	вместе с	2	6
50	например в	1	5
51	вопрос о	1	5
52	что они	1	5
53	в своем	4	5
54	более или	2	5
55	что она	2	5
56	в силу	1	5
57	по существу	1	5
58	их в	3	5
59	или менее	2	5
60	дело не	2	5
61	на основе	2	5
62	можно было	1	5
63	восходит к	1	5
64	в его	6	5
65	но не	9	5
66	в качестве	24	5
67	в одном	2	5
68	к которому	3	5
69	или в	3	5
70	не знает	3	5
71	сказать что	3	5
72	другой стороны	5	5
73	ее в	2	5
74	и даже	2	4
75	и для	2	4
76	и на	1	4
77	между собой	3	4
78	как правило	4	4
79	одним словом	1	4
80	чем это	2	4
81	не все	3	4
82	представляет собой	9	4
83	все эти	2	4
84	на то	1	4
85	об этом	2	4
86	с тем	1	4
87	как и	4	4
88	даже в	3	4
89	в основе	3	4
90	связи с	1	4
91	здесь не	1	4
92	в пределах	5	4
93	так в	4	4
94	означает что	1	4
95	того что	4	4
96	с одной	2	4
97	потому что	3	4
98	так что	1	4
99	в большинстве	2	4
100	большинстве случаев	1	4
101	к ним	1	4
102	а именно	2	4
103	превращается в	2	4
104	один из	2	4
105	одной стороны	2	4
106	могут быть	4	4
107	как будто	2	4
108	все это	2	4
109	в связи	1	4
110	и другие	2	4
111	они не	1	4
112	также и	1	3
113	чтобы не	1	3
114	начинается с	1	3
115	исходит из	1	3
116	я не	2	3
117	по отношению	4	3
118	перед нами	2	3
119	могли бы	2	3
120	к чему	2	3
121	при этом	12	3
122	ключ к	2	3
123	и по	2	3
124	на этом	1	3
125	в другом	3	3
126	из них	1	3
127	не с	3	3
128	в их	2	3
129	бы быть	1	3
130	по себе	1	3
131	в то	6	3
132	на котором	1	3
133	дело в	2	3
134	однако это	1	3
135	очень часто	1	3
136	же самое	1	3
137	должен быть	1	3
138	как мы	1	3
139	действия и	1	3
140	для этого	1	3
141	в которую	1	3
142	в какой	2	3
143	должен был	1	3
144	может оказаться	2	3
145	и его	8	3
146	уже не	4	3
147	если мы	2	3
148	или даже	4	3
149	и их	1	3
150	то время	1	3
151	тем что	1	3
152	в форме	2	3
153	именно в	3	3
154	как это	8	3
155	отношению к	4	3
156	как себя	1	3
157	точно так	1	3
158	тексты а	1	2
159	отношения к	2	2
160	одним из	2	2
161	же как	1	2
162	и потому	2	2
163	дает ключ	1	2
164	у себя	1	2
165	не вполне	2	2
166	подчеркнуть что	1	2
167	к своему	1	2
168	на них	1	2
169	столь же	2	2
170	бы то	1	2
171	во всех	1	2
172	а только	3	2
173	отличие от	6	2
174	первый взгляд	1	2
175	как в	5	2
176	как уже	1	2
177	и как	2	2
178	в действительности	1	2
179	в целом	3	2
180	он в	1	2
181	которые в	1	2
182	право на	1	2
183	не более	1	2
184	в себе	9	2
185	во многих	1	2
186	вследствие этого	1	2
187	в нем	4	2
188	он не	3	2
189	он должен	2	2
190	и вот	3	2
191	то ни	1	2
192	а затем	1	2
193	и тем	3	2
194	нет в	1	2
