N	2gram	Tiupa_Anal_1	Problema
1	то что	6	42
2	вовсе не	2	35
3	то есть	11	33
4	и в	18	32
5	и не	21	31
6	не есть	8	29
7	не просто	2	23
8	в этом	13	19
9	не менее	1	19
10	не только	15	17
11	потому что	2	16
12	в себе	11	15
13	по себе	4	15
14	в виде	1	15
15	а не	17	15
16	но в	8	14
17	может быть	29	14
18	как бы	5	14
19	что мы	3	13
20	в нем	3	13
21	и тем	1	13
22	при помощи	2	13
23	как раз	1	13
24	вещи и	1	12
25	том что	12	12
26	что в	5	12
27	так и	4	12
28	а именно	3	12
29	и т	3	11
30	также и	2	11
31	есть нечто	1	11
32	так как	2	11
33	о том	5	11
34	и даже	1	11
35	то же	9	10
36	отнюдь не	15	10
37	в этой	5	10
38	ничего не	1	10
39	прежде всего	6	10
40	нет ничего	2	10
41	еще не	3	9
42	но не	10	9
43	раз и	1	9
44	того чтобы	3	9
45	же самое	2	9
46	и что	1	9
47	но и	17	9
48	по своему	1	9
49	в данном	2	9
50	что же	2	9
51	в том	27	9
52	в таком	3	9
53	и о	2	8
54	и ее	1	8
55	и на	5	8
56	все эти	2	8
57	для того	4	8
58	было бы	2	8
59	он и	1	8
60	в своей	6	8
61	данном случае	2	8
62	как нечто	1	8
63	не может	22	8
64	но это	1	8
65	смысле слова	1	7
66	сам по	1	7
67	во всех	1	7
68	всех этих	1	7
69	ни в	4	7
70	в них	1	7
71	между собою	1	7
72	и является	2	7
73	как мы	2	7
74	здесь не	2	7
75	никогда не	2	7
76	того что	4	7
77	что он	3	7
78	только в	6	7
79	такого рода	5	7
80	и все	3	7
81	во всяком	1	7
82	таком случае	3	6
83	и то	2	6
84	самом деле	2	6
85	на самом	2	6
86	и есть	3	6
87	есть не	8	6
88	но как	1	6
89	за пределы	2	6
90	и как	5	6
91	в самом	6	6
92	при этом	12	6
93	его в	1	6
94	это не	6	6
95	в то	9	6
96	таким образом	3	6
97	в виду	1	6
98	разного рода	3	6
99	в его	13	6
100	этом смысле	1	6
101	актов сознания	1	6
102	так что	1	6
103	то и	1	6
104	о чем	1	6
105	как это	1	6
106	хотя и	1	6
107	совершенно не	1	6
108	не имеют	1	5
109	мы уже	1	5
110	а только	1	5
111	она есть	2	5
112	перед нами	1	5
113	не являются	2	5
114	то в	2	5
115	все равно	1	5
116	далеко не	6	5
117	с тем	1	5
118	в котором	3	5
119	текста и	8	5
120	связи с	1	5
121	в сознании	2	5
122	той или	6	5
123	можно сказать	2	5
124	для нас	1	5
125	есть в	1	5
126	или иной	6	5
127	не является	2	5
128	тем более	2	5
129	мы должны	1	5
130	в их	5	4
131	мы и	1	4
132	литературы и	1	4
133	как в	1	4
134	как он	3	4
135	их в	1	4
136	входит в	1	4
137	не в	14	4
138	самое время	2	4
139	тому что	1	4
140	тем самым	7	4
141	а в	9	4
142	на том	1	4
143	не говоря	2	4
144	не всякий	1	4
145	если бы	3	4
146	с целью	2	4
147	а также	3	4
148	и только	1	4
149	в литературе	4	4
150	один из	2	4
151	даже если	1	4
152	только на	1	4
153	вещи или	1	4
154	именно в	4	4
155	не было	1	4
156	если не	1	4
157	ни на	1	4
158	для обозначения	1	4
159	и для	1	4
160	в связи	1	4
161	или в	1	4
162	составляющих его	1	4
163	же в	1	4
164	по поводу	1	4
165	он всегда	1	3
166	того же	4	3
167	в чем	1	3
168	без которого	1	3
169	и эстетики	2	3
170	в ее	1	3
171	помнить что	1	3
172	однако не	3	3
173	более или	1	3
174	в действительности	1	3
175	но ее	1	3
176	вещи но	1	3
177	что это	1	3
178	учение о	1	3
179	но он	1	3
180	в случае	6	3
181	да и	1	3
182	он не	3	3
183	его от	1	3
184	но все	1	3
185	что все	1	3
186	же касается	1	3
187	однако здесь	2	3
188	как и	13	3
189	и уже	1	3
190	несмотря на	2	3
191	смысл и	3	3
192	или менее	1	3
193	в этих	1	3
194	точки зрения	6	3
195	с точки	4	3
196	в которых	1	3
197	бы мы	1	3
198	в отношении	1	3
199	только не	2	3
200	в самой	1	3
201	прежде чем	1	3
202	тех или	2	3
203	и его	5	3
204	как будто	3	3
205	в каком	1	3
206	к тому	7	3
207	что оно	1	3
208	для себя	2	3
209	говорит и	2	3
210	определенным образом	1	3
211	для этого	2	3
212	но отнюдь	1	3
213	о нем	3	3
214	к нему	3	3
215	и во	1	3
216	во всей	1	3
217	оно и	1	3
218	мы увидим	1	3
219	по этому	1	3
220	уже не	4	3
221	свидетельствует о	2	3
222	из них	2	3
223	говорит о	1	3
224	всяком случае	1	3
225	сами по	2	3
226	случае не	2	3
227	до сих	1	3
228	с другой	4	3
229	не обязательно	1	3
230	здесь в	1	3
231	оно не	1	3
232	что не	3	3
233	однако и	1	3
234	бы оно	1	3
235	теории литературы	1	3
236	быть и	1	3
237	сих пор	1	3
