N	3gram	Potebnia_M_4	EvropaiE
1	с точки зрения	3	16
2	в то же	3	15
3	то же время	3	14
4	с одной стороны	1	8
5	в том что	7	6
6	для того чтобы	4	5
7	и в этом	4	4
8	само по себе	5	4
9	хотя бы и	2	3
10	в этом отношении	1	3
11	можно думать что	2	3
12	во всяком случае	3	3
13	как бы ни	1	3
14	можно сказать что	4	3
15	заключает в себе	8	3
16	сказать что в	1	2
17	а тем более	1	2
18	только в том	2	2
19	то что в	2	2
20	к тому чтобы	1	2
21	рано или поздно	2	2
22	с течением времени	2	2
23	в данном случае	2	2
24	заключается в том	1	2
25	с другой стороны	1	2
26	не может быть	5	2
27	очевидно что в	2	2
28	в свою очередь	1	2
29	в одном из	1	2
30	на то что	4	2
31	друг от друга	1	2
32	во второй половине	1	2
33	в большинстве случаев	2	2
34	и того же	1	1
35	хотя и не	1	1
36	то есть чем	1	1
37	в своем развитии	2	1
38	другой стороны в	1	1
39	их связь и	1	1
40	дело в том	1	1
41	но так как	1	1
42	ответить на этот	1	1
43	и та и	1	1
44	в том же	2	1
45	если бы они	1	1
46	что же касается	1	1
47	и не только	1	1
48	и во многих	1	1
49	и не в	1	1
50	во многих других	1	1
51	если так то	1	1
52	не заключает в	1	1
53	и то и	1	1
54	том случае если	1	1
55	то и другое	2	1
56	нужно помнить что	1	1
57	того что мы	1	1
58	есть то что	2	1
59	это можно утверждать	1	1
60	в своих частях	1	1
61	но и в	1	1
62	и та же	1	1
63	и чем больше	1	1
64	с тем что	4	1
65	и эта последняя	1	1
66	том числе и	1	1
67	кроме того что	1	1
68	но и эта	1	1
69	на этот вопрос	2	1
70	что же при	1	1
71	может быть и	1	1
72	в силу этого	1	1
73	мы видим как	1	1
74	более чем в	1	1
75	чтобы ответить на	1	1
76	и тот же	2	1
77	смысле этого слова	1	1
78	было бы совершенно	1	1
79	и в отношении	1	1
80	не могут быть	2	1
81	в том случае	3	1
82	в связи с	1	1
83	же смысл имеет	1	1
84	так как мы	1	1
85	как мы не	1	1
86	друг к другу	1	1
87	одна и та	1	1
88	до настоящего времени	1	1
89	о котором мы	1	1
90	этот вопрос мы	1	1
91	мы видели что	1	1
92	это потому что	2	1
93	но какой бы	1	1
94	имеет для нас	1	1
95	один и тот	2	1
96	мы не можем	3	1
97	том смысле что	1	1
98	в то время	1	1
99	нельзя сказать чтобы	2	1
100	то есть в	2	1
101	или поздно не	1	1
102	можем сказать что	2	1
103	и тем более	1	1
104	речь идет о	1	1
105	не более как	1	1
106	одного и того	1	1
107	для нас значение	1	1
108	вероятно что в	1	1
109	и ту же	1	1
110	в его руках	1	1
111	та и другая	1	1
112	более близкие к	1	1
113	для нас в	1	1
114	в том числе	1	1
115	к тому что	1	1
116	в том смысле	2	1
117	мы различаем три	1	1
118	в себе в	1	1
119	одну и ту	1	1
120	значение и это	1	1
121	тех и других	1	1
122	только тогда когда	4	1
123	и т д	3	1
