N	3gram	Losev_Dial_4	Myshleni
1	для того чтобы	5	14
2	в том что	9	11
3	с точки зрения	9	9
4	по сравнению с	2	5
5	можно сказать что	1	5
6	подобно тому как	4	4
7	из того что	1	4
8	с этой точки	2	4
9	этой точки зрения	2	4
10	о том что	1	4
11	это значит что	7	4
12	друг от друга	1	4
13	сама по себе	5	4
14	в этом случае	1	3
15	в лучшем случае	1	3
16	в свою очередь	2	3
17	не может быть	6	3
18	было бы чудом	1	3
19	не только не	1	3
20	то что ребенок	1	3
21	вопрос о том	1	3
22	о том как	2	2
23	и не может	1	2
24	в зависимости от	1	2
25	в той же	1	2
26	в отличие от	1	2
27	и то что	1	2
28	в одинаковой мере	1	2
29	то и другое	2	2
30	именно в этом	1	2
31	и в частности	2	2
32	лежит в основе	3	2
33	в сущности это	1	2
34	с другой стороны	1	2
35	что содержится в	1	2
36	то обстоятельство что	1	2
37	от того что	2	2
38	само по себе	4	2
39	ничего общего с	2	2
40	хотя бы в	1	2
41	включает в себя	1	2
42	но все же	1	2
43	и тем более	4	2
44	в меру того	4	2
45	мы видим что	2	2
46	и в области	1	2
47	признает полную невозможность	1	1
48	совершенно ясно как	1	1
49	что он упал	1	1
50	что иное как	8	1
51	не может не	1	1
52	тот же самый	1	1
53	в обоих случаях	1	1
54	что в этом	1	1
55	совершенно очевидно что	1	1
56	сказать что в	1	1
57	этим понятием и	1	1
58	ничего не говорит	4	1
59	мы только что	1	1
60	в этом смысле	4	1
61	отличаются друг от	1	1
62	же как и	1	1
63	если так то	2	1
64	на первый план	1	1
65	но они же	1	1
66	в чем заключается	3	1
67	сам по себе	2	1
68	во времени что	1	1
69	но в сущности	1	1
70	в собственном смысле	2	1
71	этого вопроса не	1	1
72	и той же	3	1
73	это и значит	1	1
74	это не имеет	1	1
75	к жизни и	1	1
76	то в чем	1	1
77	в силу этого	1	1
78	не имеет никаких	1	1
79	если мы хотим	1	1
80	так же невозможно	1	1
81	есть в сущности	2	1
82	не что иное	8	1
83	а не только	1	1
84	того что он	4	1
85	это было бы	1	1
86	в себя и	1	1
87	тем что должно	1	1
88	это не так	1	1
89	в связи с	1	1
90	ни на что	2	1
91	а не как	1	1
92	прямо сказать что	1	1
93	можно прямо сказать	1	1
94	я не могу	1	1
95	тем не менее	2	1
96	не было бы	1	1
97	которая заключается в	1	1
98	есть не что	5	1
99	ни в каком	4	1
100	и вместе с	1	1
101	не есть также	1	1
102	в этой сфере	1	1
103	он еще не	1	1
104	из которых один	1	1
105	что это не	1	1
106	не говорит об	1	1
107	становится ясным что	1	1
108	то же что	3	1
109	нечто третье что	1	1
110	в то же	6	1
111	одной и той	3	1
112	тех или иных	1	1
113	теперь мы можем	2	1
114	тем более не	3	1
115	но так же	1	1
116	но только к	1	1
117	той или иной	1	1
118	не есть просто	3	1
