N	2gram	Losev_Prob_1	Problemy
1	и в	32	46
2	то есть	33	40
3	и не	31	27
4	может быть	14	23
5	не может	8	19
6	как бы	14	19
7	в нем	13	17
8	в этом	19	16
9	у достоевского	1	16
10	не только	17	14
11	перед нами	5	12
12	как мы	7	12
13	но и	9	12
14	как и	3	12
15	и на	8	11
16	точки зрения	3	11
17	а не	15	11
18	в пределах	1	10
19	не в	4	10
20	и к	1	9
21	в самом	6	9
22	с точки	3	9
23	и все	7	9
24	в его	6	9
25	в том	9	9
26	вовсе не	35	9
27	прежде всего	10	9
28	до сих	3	8
29	конечно не	1	8
30	сих пор	3	8
31	или в	4	8
32	в сущности	2	7
33	еще не	9	7
34	в себе	15	7
35	и с	2	7
36	слово и	1	7
37	по себе	15	7
38	как раз	13	7
39	слова и	1	7
40	то же	10	6
41	никогда не	7	6
42	хотя и	6	6
43	но в	14	6
44	в каждом	1	6
45	ни в	7	6
46	что я	1	6
47	но это	8	6
48	и его	3	6
49	о нем	3	6
50	в него	2	6
51	что он	7	6
52	только в	7	6
53	есть в	5	6
54	друг друга	1	6
55	все это	7	6
56	в романе	1	6
57	мы увидим	3	6
58	в котором	5	5
59	с его	2	5
60	во всех	7	5
61	за пределы	6	5
62	при этом	6	5
63	особенно в	2	5
64	это не	6	5
65	в жизни	3	5
66	в то	6	5
67	в самой	3	5
68	если же	1	5
69	и сам	1	5
70	с самим	1	5
71	в скрытой	1	5
72	о том	11	5
73	к нему	3	5
74	если мы	11	5
75	мы находим	2	5
76	так как	11	5
77	жизни и	1	5
78	например в	2	4
79	самом деле	6	4
80	в их	4	4
81	мы не	2	4
82	слово о	2	4
83	на себя	2	4
84	но не	9	4
85	как в	4	4
86	все же	1	4
87	кроме того	2	4
88	все эти	8	4
89	он не	3	4
90	таким образом	6	4
91	он и	8	4
92	том что	12	4
93	в этих	3	4
94	том же	1	4
95	раз и	9	4
96	в процессе	1	4
97	этих двух	1	4
98	потому что	16	4
99	здесь не	7	4
100	так и	12	4
101	по мере	1	4
102	в виду	6	4
103	и здесь	6	4
104	и других	1	4
105	можно сказать	5	4
106	же и	3	4
107	уже не	3	4
108	уже в	3	4
109	мы можем	4	4
110	еще и	5	4
111	очень часто	1	4
112	да и	3	4
113	должно быть	2	4
114	и нет	1	4
115	а что	1	4
116	то что	42	4
117	не знает	1	4
118	совершенно не	6	4
119	что в	12	4
120	но эти	1	4
121	себя как	1	3
122	одним из	1	3
123	также и	11	3
124	сам по	7	3
125	и это	9	3
126	возможны и	1	3
127	тем же	1	3
128	здесь и	1	3
129	сцена в	1	3
130	и до	2	3
131	мы уже	5	3
132	той же	1	3
133	мы имеем	2	3
134	и о	8	3
135	так чтобы	1	3
136	мы и	4	3
137	то это	1	3
138	конечно и	1	3
139	самим собою	1	3
140	в своем	5	3
141	более или	3	3
142	в условиях	1	3
143	из этих	2	3
144	в этой	10	3
145	как он	4	3
146	на то	8	3
147	но именно	3	3
148	не к	1	3
149	их в	4	3
150	на этом	1	3
151	друг в	1	3
152	они должны	1	3
153	было бы	8	3
154	кажется что	1	3
155	далеко не	5	3
156	или менее	3	3
157	но если	2	3
158	и при	2	3
159	и их	1	3
160	в своей	8	3
161	не как	2	3
162	мы сказали	1	3
163	образом и	2	3
164	но он	3	3
165	войти в	1	3
166	в отношении	3	3
167	она не	2	3
168	правда в	1	3
169	дело в	3	3
170	по своей	1	3
171	не могут	2	3
172	с ее	1	3
173	с собой	2	3
174	здесь нет	2	3
175	нам уже	1	3
176	если бы	4	3
177	никак не	4	3
178	и что	9	3
179	и во	3	3
180	и только	4	3
181	себя в	1	3
182	только на	4	3
183	а то	1	3
184	ведь это	2	3
185	в конце	6	3
186	тем что	7	3
187	и даже	11	3
188	с другой	3	3
189	слова то	1	3
190	так же	9	3
191	к своему	1	3
192	что же	9	3
193	по существу	2	3
194	но для	3	3
195	и для	4	3
196	другой стороны	3	3
197	того же	3	3
198	этого романа	2	2
199	а между	1	2
200	смысле слова	7	2
201	ту же	1	2
202	отношения к	1	2
203	же как	2	2
204	он ничего	1	2
205	и свой	1	2
206	вопрос о	1	2
207	себе что	2	2
208	мы здесь	2	2
209	не нужно	3	2
210	он сам	2	2
211	но конечно	1	2
212	а следовательно	1	2
213	уже нет	1	2
214	мы будем	2	2
215	друг на	1	2
216	если в	1	2
217	в общем	1	2
218	нет и	2	2
219	сама по	4	2
220	в одной	1	2
221	с этим	3	2
222	в художественном	1	2
223	и как	6	2
224	не было	4	2
225	его к	1	2
226	от этого	1	2
227	не хочет	3	2
228	бы и	1	2
229	бы не	1	2
230	но ведь	3	2
231	в братьях	1	2
232	но на	1	2
233	должна быть	1	2
234	на том	4	2
235	у пушкина	2	2
236	но все	3	2
237	об этом	10	2
238	есть конечно	1	2
239	лишь в	1	2
240	хотя бы	3	2
241	может стать	1	2
242	на почве	1	2
243	он есть	4	2
244	этом смысле	6	2
245	и тем	13	2
246	все равно	5	2
247	иное и	1	2
248	на друга	1	2
249	и само	1	2
250	себя внимание	1	2
251	что такое	6	2
252	мы конечно	1	2
253	имеется и	1	2
254	в которых	3	2
255	могло бы	1	2
256	и другого	1	2
257	не менее	19	2
258	которые в	2	2
259	уже сказали	1	2
260	всего его	1	2
261	слова мы	1	2
262	того как	3	2
263	одна из	1	2
264	братьях карамазовых	1	2
265	но она	3	2
266	следовательно и	2	2
267	того и	1	2
268	ничего не	10	2
269	только и	3	2
270	к ней	1	2
271	и является	7	2
272	этих случаях	3	2
273	то и	6	2
274	в стиле	1	2
275	у нас	14	2
276	могут быть	2	2
277	к тому	3	2
278	той или	5	2
279	указывает на	14	2
280	предмет в	1	2
281	без всякого	2	2
282	слова она	1	2
283	в другом	1	2
284	можно было	3	2
285	это вовсе	2	2
286	не место	1	2
287	в которые	1	2
288	из одного	1	2
289	остановимся на	1	2
290	с ним	3	2
291	почему же	1	2
292	между тем	2	2
293	явление в	1	2
294	в языке	1	2
295	в античной	1	2
296	здесь в	3	2
297	все время	2	2
298	и следовательно	3	2
299	но с	1	2
300	этот вопрос	1	2
301	и так	2	2
302	поэтому и	2	2
303	он уже	1	2
304	же он	1	2
305	так что	6	2
306	раз в	1	2
307	вы и	1	2
308	для него	2	2
309	в известной	1	2
310	сами по	3	2
311	самой этой	1	2
312	а в	4	2
313	в других	5	2
314	о которых	3	2
315	к самому	1	2
316	именно как	4	2
317	или иной	5	2
318	для этого	3	2
319	предмет и	1	2
320	в конкретном	2	2
321	и пр	4	2
322	он только	1	2
323	на этот	3	2
324	его как	2	2
325	что мы	13	2
326	в одно	4	2
327	вместе с	2	2
328	в данном	9	2
329	слов в	1	2
330	для понимания	1	2
331	остается в	1	2
332	сознании и	4	2
333	при всем	1	2
334	оно и	3	2
335	сознания и	2	2
336	в результате	2	2
337	о котором	1	2
338	и важно	1	2
339	для нас	5	2
340	поэтому все	1	2
341	находим в	1	2
342	есть уже	1	2
343	не дает	1	2
344	в системе	1	2
345	здесь только	2	2
346	сказать что	13	2
347	нет но	1	2
348	есть и	3	2
349	к другим	1	2
350	во всяком	7	2
351	и начала	2	1
352	он совершенно	1	1
353	я и	2	1
354	направленность на	1	1
355	и xix	1	1
356	чтобы не	1	1
357	функции в	4	1
358	его моментов	1	1
359	и то	6	1
360	на самом	6	1
361	он может	1	1
362	ивана карамазова	1	1
363	есть указывает	2	1
364	и есть	6	1
365	с выражением	1	1
366	из самых	1	1
367	контекста в	1	1
368	по преимуществу	2	1
369	уже указывали	1	1
370	оно было	1	1
371	в какой-то	1	1
372	от которых	1	1
373	этого он	1	1
374	из всех	1	1
375	слово во	1	1
376	а уж	1	1
377	из подполья	2	1
378	или наоборот	1	1
379	это совершенно	4	1
380	входит в	4	1
381	именно к	1	1
382	этом не	1	1
383	со смертью	1	1
384	как то	1	1
385	их рассмотрении	1	1
386	с большим	1	1
387	это время	1	1
388	собою и	2	1
389	нет то	1	1
390	литературы и	4	1
391	в брак	1	1
392	это направление	1	1
393	события в	1	1
394	за свое	1	1
395	оглядки на	1	1
396	в двойнике	1	1
397	то мы	1	1
398	но как	6	1
399	в голове	1	1
400	а только	5	1
401	который мы	2	1
402	входили в	1	1
403	при первом	1	1
404	форме и	1	1
405	к сожалению	1	1
406	разных типов	1	1
407	внутренняя жизнь	2	1
408	однако не	3	1
409	просто как	1	1
410	голядкина в	1	1
411	на анализе	1	1
412	подробнее мы	1	1
413	нами в	1	1
414	не являются	5	1
415	всего как	1	1
416	духа и	1	1
417	себе не	3	1
418	о самом	1	1
419	образов которые	1	1
420	сливается с	1	1
421	что это	3	1
422	сказать о	2	1
423	так или	2	1
424	тоже не	7	1
425	учение о	3	1
426	еще один	1	1
427	вы меня	1	1
428	его момент	2	1
429	самым существенным	1	1
430	тому же	1	1
431	во многих	2	1
432	xviii и	1	1
433	в наших	1	1
434	а вовсе	1	1
435	и если	6	1
436	на его	2	1
437	что она	5	1
438	в ее	3	1
439	и еще	3	1
440	эта последняя	1	1
441	или иному	1	1
442	он должен	2	1
443	отношений между	1	1
444	однако он	1	1
445	в силу	1	1
446	в первом	2	1
447	новое и	1	1
448	ни были	1	1
449	i в	1	1
450	будем говорить	1	1
451	мы говорили	4	1
452	одно и	1	1
453	я вам	2	1
454	в одну	1	1
455	что все	3	1
456	хочет чтобы	1	1
457	об этой	1	1
458	связанных с	1	1
459	а по	1	1
460	на этой	2	1
461	его в	6	1
462	выходит за	1	1
463	для нее	1	1
464	всеми своими	2	1
465	понять его	2	1
466	моменты в	1	1
467	отождествляется с	1	1
468	время об	1	1
469	делает его	2	1
470	до времени	1	1
471	он является	1	1
472	в них	7	1
473	и вы	1	1
474	жизни то	1	1
475	романы достоевского	1	1
476	и уже	3	1
477	несмотря на	3	1
478	мы знаем	1	1
479	и тогда	1	1
480	же есть	1	1
481	во время	1	1
