N	3gram	Vygotskiy__3	Dialekti
1	с точки зрения	1	9
2	в том что	17	9
3	что иное как	1	8
4	не что иное	1	8
5	это значит что	4	7
6	не может быть	2	6
7	есть не что	1	5
8	сама по себе	1	5
9	для того чтобы	7	5
10	в этом смысле	2	4
11	само по себе	2	4
12	подобно тому как	1	4
13	ни в каком	1	4
14	и той же	2	3
15	одной и той	2	3
16	и в этом	2	3
17	на то что	3	3
18	же что и	1	3
19	о том как	1	2
20	как и все	1	2
21	хотя бы и	1	2
22	сам по себе	1	2
23	есть в сущности	1	2
24	не имеет никакого	1	2
25	в собственном смысле	6	2
26	точно так же	1	2
27	с этой точки	2	2
28	то и другое	4	2
29	ту или иную	1	2
30	ничего общего с	1	2
31	этой точки зрения	2	2
32	по сравнению с	3	2
33	то что мы	2	2
34	в свою очередь	2	2
35	та или иная	3	2
36	что оно не	1	2
37	не по типу	1	2
38	тем не менее	5	2
39	в течение всего	1	2
40	лежащей в основе	1	1
41	тот же самый	1	1
42	этих моментов и	1	1
43	только потому что	2	1
44	сказать что в	1	1
45	один или несколько	1	1
46	должны сказать что	1	1
47	что перед нами	3	1
48	это нисколько не	1	1
49	мы не могли	1	1
50	оба эти момента	2	1
51	в силу того	2	1
52	же как и	4	1
53	на первый план	2	1
54	переход от одного	1	1
55	имеет в виду	1	1
56	момент во всем	1	1
57	в зависимости от	5	1
58	в отличие от	6	1
59	он пришел к	1	1
60	того и другого	2	1
61	с тем что	3	1
62	слияние общего и	1	1
63	всей нашей работы	1	1
64	что каждая вещь	1	1
65	равно будет ли	1	1
66	в области мышления	1	1
67	и то что	2	1
68	во внимание что	1	1
69	в данном случае	1	1
70	если бы мы	1	1
71	не только в	1	1
72	мы не знаем	1	1
73	в каком случае	1	1
74	и все его	1	1
75	в конце концов	1	1
76	и не могли	1	1
77	и по характеру	1	1
78	и как бы	1	1
79	мы будем говорить	1	1
80	так или иначе	1	1
81	в связи с	5	1
82	но только в	1	1
83	уходит своими корнями	1	1
84	не мог не	1	1
85	с той или	1	1
86	а вместе с	1	1
87	из которых каждый	2	1
88	но тем не	1	1
89	то обстоятельство что	3	1
90	вполне совпадает с	2	1
91	в этом случае	1	1
92	связи с этим	1	1
93	мы должны сказать	1	1
94	о том что	3	1
95	и вместе с	2	1
96	все равно будет	1	1
97	одна из этих	1	1
98	включает в себя	2	1
99	то что ребенок	3	1
100	с другой стороны	3	1
101	друг от друга	1	1
102	ни одна из	1	1
103	по условиям своего	1	1
104	о том каково	1	1
105	решает этот вопрос	1	1
106	ничего принципиально нового	1	1
107	из того что	1	1
108	по себе а	1	1
109	той или иной	2	1
