N	3gram	Tiupa_Lite_1	Psycholo
1	в том что	11	17
2	в самом деле	1	11
3	с точки зрения	2	10
4	не может быть	1	8
5	на то что	1	6
6	на самом деле	1	5
7	до сих пор	1	5
8	в этом отношении	2	5
9	можно было бы	1	4
10	в данном случае	4	4
11	тем не менее	2	4
12	о том что	2	4
13	только в том	2	4
14	том что он	1	3
15	в конечном счете	4	3
16	в отношении к	1	3
17	состоит в том	5	2
18	подобно тому как	2	2
19	и то что	2	2
20	все более и	1	2
21	бы то ни	1	2
22	во всяком случае	2	2
23	этой точки зрения	3	2
24	при этом как	3	2
25	то же время	5	2
26	в свою очередь	1	2
27	с другой стороны	1	2
28	в то же	5	2
29	более и более	1	2
30	только потому что	1	2
31	и того же	1	1
32	не в состоянии	1	1
33	является продолжением и	1	1
34	литературного произведения как	1	1
35	тех пор пока	1	1
36	художественное произведение обретает	1	1
37	онегина и татьяны	1	1
38	мы никогда не	1	1
39	сам того не	1	1
40	в русской поэзии	1	1
41	том что при	1	1
42	той же природы	1	1
43	следующим образом если	1	1
44	в зависимости от	1	1
45	в отличие от	5	1
46	в первой главе	1	1
47	лишь тогда когда	1	1
48	только то что	1	1
49	несмотря на свою	1	1
50	а с другой	1	1
51	произведения искусства с	1	1
52	с этой точки	3	1
53	по крайней мере	1	1
54	по аналогии с	3	1
55	того что они	1	1
56	жизни и в	1	1
57	и в частности	1	1
58	душевной жизни с	1	1
59	то ни было	1	1
60	едва ли не	1	1
61	а не только	1	1
62	потому что сами	1	1
63	с одной стороны	2	1
64	но при этом	2	1
65	в произведении искусства	1	1
66	с тем же	1	1
67	по тому же	1	1
68	искусства с точки	1	1
69	не менее важным	2	1
70	с той же	1	1
71	что он сам	1	1
72	в связи с	4	1
73	а не как	1	1
74	а потому и	1	1
75	как объект как	1	1
76	то есть от	1	1
77	тем что в	1	1
78	бы не было	1	1
79	как в данном	1	1
80	к действительности не	1	1
81	свое собственное отражение	1	1
82	может быть это	3	1
83	нет ничего кроме	1	1
84	в этом и	1	1
85	хотя бы потому	1	1
86	ничего общего с	1	1
87	и тем самым	2	1
88	с самого начала	1	1
89	не только на	1	1
90	одного и того	1	1
91	до тех пор	1	1
92	может и не	1	1
93	в капитанской дочке	1	1
94	по этому поводу	1	1
