N	2gram	Losev_Dial_3	Tragedij
1	и в	24	18
2	в этом	8	9
3	не только	23	8
4	и с	6	7
5	и на	3	7
6	может быть	13	7
7	как бы	3	7
8	и не	27	7
9	но в	2	6
10	и его	5	6
11	же время	3	6
12	что он	13	6
13	у него	2	6
14	то же	6	5
15	все же	3	5
16	что это	12	5
17	это не	4	5
18	как и	7	5
19	несмотря на	2	5
20	в то	5	5
21	так и	5	5
22	не может	19	5
23	а я	2	5
24	он всегда	1	4
25	я не	6	4
26	еще не	2	4
27	в себе	2	4
28	в нем	3	4
29	об этом	6	4
30	том что	8	4
31	и что	15	4
32	но и	9	4
33	я люблю	1	4
34	и даже	13	4
35	прежде всего	8	4
36	так же	4	4
37	но это	5	4
38	все это	6	4
39	что в	7	4
40	и все	6	4
41	то что	14	4
42	в мире	1	3
43	и он	2	3
44	отнюдь не	10	3
45	в своем	3	3
46	и как	8	3
47	все эти	3	3
48	при этом	2	3
49	то есть	1	3
50	должно быть	3	3
51	тем самым	3	3
52	что с	1	3
53	о чем	1	3
54	что вы	1	3
55	с ее	1	3
56	и сам	1	3
57	iii в	1	3
58	мог бы	1	3
59	жизнь и	4	3
60	с ним	1	3
61	к нему	3	3
62	в его	2	3
63	для него	4	3
64	никто не	2	3
65	как это	5	3
66	в первом	2	2
67	из самых	3	2
68	что эти	1	2
69	и за	1	2
70	а как	1	2
71	никогда не	7	2
72	и то	4	2
73	он был	1	2
74	и личность	1	2
75	но этого	1	2
76	с его	2	2
77	тут же	1	2
78	не просто	18	2
79	так что	8	2
80	и я	3	2
81	о жизни	1	2
82	перед нами	3	2
83	в самом	7	2
84	бы и	1	2
85	то и	3	2
86	он не	5	2
87	что она	9	2
88	но все	1	2
89	что все	14	2
90	его в	1	2
91	знает что	1	2
92	отца и	2	2
93	в это	1	2
94	ни в	9	2
95	нет в	1	2
96	не мог	1	2
97	я увидел	1	2
98	вопрос о	5	2
99	одном из	1	2
100	не в	3	2
101	что этот	2	2
102	раз и	3	2
103	но они	2	2
104	одна из	3	2
105	я буду	1	2
106	не имеет	11	2
107	не могут	4	2
108	он и	3	2
109	к тому	4	2
110	и это	4	2
111	в ее	1	2
112	данном случае	1	2
113	он вообще	1	2
114	а что	4	2
115	ничего не	17	2
116	и здесь	2	2
117	о том	6	2
118	что и	6	2
119	в том	5	2
120	даже если	2	2
121	и ее	3	2
122	уже не	5	2
123	в виде	8	2
124	не так	1	2
125	в одном	1	2
126	друг друга	3	2
127	тем что	3	2
128	как же	5	2
129	только к	2	2
130	говорит о	4	2
131	ничем не	7	2
132	было в	1	2
133	в данном	2	2
134	она должна	2	2
135	в силах	1	2
136	от всего	6	2
137	потому что	7	2
138	личности и	5	2
139	состоит из	1	2
140	в частности	2	2
141	только о	3	2
142	в таком	14	2
143	точно так	2	2
144	занятие но	1	1
145	я и	2	1
146	только он	2	1
147	скажет что	1	1
148	ту же	1	1
149	и т	24	1
150	например в	2	1
151	в сфере	1	1
152	я его	1	1
153	от самой	2	1
154	это значит?	2	1
155	сам по	5	1
156	x мы	1	1
157	а из	2	1
158	самом деле	6	1
159	это и	7	1
160	и есть	16	1
161	от самого	2	1
162	исходит из	2	1
163	должна быть	6	1
164	высшей степени	1	1
165	той же	3	1
166	то для	1	1
167	даже я	1	1
168	что уже	1	1
169	не вполне	2	1
170	на себя	3	1
171	в виду	7	1
172	как свой	1	1
173	есть необходимость	1	1
174	из ее	1	1
175	откуда же	1	1
176	в ней	2	1
177	такие ее	1	1
178	и служит	1	1
179	это же	3	1
180	в чем	4	1
181	и мира	4	1
182	во всех	1	1
183	но не	2	1
184	но как	2	1
185	всем его	1	1
186	тогда как	1	1
187	за пределы	3	1
188	чем же	1	1
189	в истории	4	1
190	опирается на	1	1
191	что именно	3	1
192	своей и	2	1
193	и наконец	1	1
194	силе и	1	1
195	x в	1	1
196	вы сами	2	1
197	них он	1	1
198	именно эта	1	1
199	чего же	1	1
200	то в	2	1
201	понятие в	1	1
202	со своей	1	1
203	есть особое	1	1
204	в которой	1	1
205	право на	1	1
206	только один	1	1
207	если он	1	1
208	и если	2	1
209	вообще не	2	1
210	ли сейчас	1	1
211	берется в	1	1
212	творца и	1	1
213	перестает быть	2	1
214	не значит	3	1
215	чем у	1	1
216	не к	1	1
217	что нужно	2	1
218	не как	1	1
219	содержит в	1	1
220	что тут	1	1
