N	3gram	Losev_Dial_4	FransuaR
1	о том что	1	5
2	то же время	6	5
3	в то же	6	5
4	в той же	1	4
5	на первый план	1	3
6	вполне понятно что	1	2
7	сказать что в	1	2
8	с точки зрения	9	2
9	и вовсе не	1	2
10	и то что	1	2
11	прямо сказать что	1	2
12	в данном случае	1	2
13	можно прямо сказать	1	2
14	с другой стороны	1	2
15	во всех языках	1	2
16	нужно сказать что	1	2
17	в том что	9	2
18	и прежде всего	1	2
19	в частности и	1	1
20	в обоих случаях	1	1
21	в основе своей	1	1
22	другой стороны в	1	1
23	в чем же	2	1
24	ровно ничего не	6	1
25	дело в том	1	1
26	из этих трех	1	1
27	в нем только	1	1
28	о том как	2	1
29	и не только	1	1
30	как и все	2	1
31	в лучшем случае	1	1
32	именно в этом	1	1
33	в сущности в	1	1
34	в этот день	1	1
35	на самом же	1	1
36	в себе и	1	1
37	из того что	1	1
38	совершенно ясно что	1	1
39	рано или поздно	1	1
40	так и об	1	1
41	и что это	1	1
42	только для того	1	1
43	то в чем	1	1
44	некоторые из них	1	1
45	сам по себе	2	1
46	но в то	2	1
47	прежде всего с	1	1
48	человек как бы	1	1
49	в конце концов	1	1
50	и об его	1	1
51	в сущности только	1	1
52	мы видим что	2	1
53	и как бы	1	1
54	в природе и	1	1
55	как и вообще	1	1
56	в нем не	1	1
57	в связи с	1	1
58	а не как	1	1
59	это значило бы	1	1
60	как бы в	1	1
61	для того чтобы	5	1
62	не может быть	6	1
63	если мы будем	1	1
64	в зависимости от	1	1
65	мы встретились с	1	1
66	также и о	1	1
67	та или иная	2	1
68	после того как	1	1
69	страшный суд и	1	1
70	не только в	1	1
71	той или иной	1	1
72	но все же	1	1
73	мы будем говорить	1	1
74	в последней главе	1	1
75	можно сказать что	1	1
76	ни о каком	1	1
77	это как бы	1	1
78	в особенности же	1	1
79	тем более не	3	1
80	самом же деле	1	1
81	а именно в	1	1
