N	2gram	Tiupa_Narr_2	KulturaY
1	и т	2	54
2	т п	2	41
3	и в	13	23
4	точки зрения	5	23
5	в том	14	22
6	не только	26	17
7	в этом	13	16
8	было бы	2	16
9	с точки	2	16
10	самом деле	3	14
11	может быть	10	14
12	в области	2	14
13	в самом	2	13
14	что в	4	13
15	не менее	4	12
16	потому что	2	12
17	для того	1	12
18	вопрос о	1	11
19	том что	13	11
20	того чтобы	3	11
21	можно было	2	11
22	в его	6	11
23	того что	6	11
24	а не	17	11
25	у нас	2	10
26	и не	14	10
27	еще не	2	9
28	таким образом	5	9
29	тем не	5	9
30	хотя бы	2	9
31	прежде всего	6	9
32	зависимости от	1	8
33	если бы	4	8
34	в виду	1	8
35	уже не	4	8
36	до сих	1	8
37	сих пор	1	8
38	как на	2	8
39	как это	4	7
40	в зависимости	1	7
41	все эти	3	7
42	в нашем	2	7
43	должно быть	1	7
44	те же	2	7
45	и что	2	7
46	с другой	5	7
47	или иной	3	7
48	на фоне	2	7
49	в данном	10	7
50	слова и	1	7
51	сказать что	3	7
52	то же	4	6
53	говорить о	2	6
54	в общем	1	6
55	с помощью	1	6
56	в силу	4	6
57	только в	11	6
58	так и	9	6
59	при этом	14	6
60	и тем	5	6
61	ничего не	6	6
62	связи с	1	6
63	не может	8	6
64	о том	5	6
65	что и	2	6
66	что он	5	6
67	также и	1	5
68	как мы	1	5
69	я не	5	5
70	в чем	2	5
71	о слове	1	5
72	в рамках	6	5
73	все же	6	5
74	хотя и	5	5
75	из этих	2	5
76	как бы	6	5
77	что она	2	5
78	как и	4	5
79	не в	8	5
80	вовсе не	2	5
81	не могут	1	5
82	но также	2	5
83	той или	3	5
84	тем что	1	5
85	далеко не	5	5
86	в связи	1	5
87	что же	1	5
88	тем более	2	5
89	но это	2	5
90	а в	9	5
91	того же	1	4
92	отношения между	2	4
93	на практике	1	4
94	столь же	2	4
95	как в	5	4
96	в своем	6	4
97	в целом	3	4
98	лишь с	1	4
99	ясно что	1	4
100	в своей	4	4
101	не столько	5	4
102	тому что	3	4
103	тем самым	5	4
104	о них	2	4
105	как раз	3	4
106	и о	1	4
107	в ее	4	4
108	данном случае	6	4
109	для нас	2	4
110	а также	6	4
111	между тем	3	4
112	один из	3	4
113	с одной	5	4
114	в нашей	1	4
115	что не	1	4
116	не случайно	2	4
117	однако что	1	4
118	одной стороны	5	4
119	в той	5	4
120	то что	8	4
121	в таком	3	4
122	в слове	3	4
123	на самом	2	3
124	это и	1	3
125	то в	1	3
126	по преимуществу	1	3
127	той же	2	3
128	есть не	1	3
129	мы не	2	3
130	в ней	2	3
131	время в	1	3
132	но не	3	3
133	по отношению	5	3
134	очевидно что	1	3
135	отношение к	1	3
136	отнюдь не	4	3
