N	2gram	Voloshinov_2	VLabPisa
1	таким образом	14	27
2	в этом	15	26
3	и в	19	25
4	не только	13	22
5	может быть	28	21
6	хотя бы	6	20
7	и не	19	19
8	не может	18	17
9	в его	5	15
10	в процессе	18	14
11	этом отношении	1	13
12	в том	7	13
13	прежде всего	7	13
14	как это	1	12
15	все это	1	12
16	в силу	1	11
17	с другой	3	11
18	из них	1	11
19	в художественном	1	10
20	словесного воплощения	1	10
21	в качестве	3	10
22	не могут	1	10
23	о том	3	10
24	то же	16	9
25	что в	2	9
26	для него	9	9
27	но и	10	9
28	и др	1	9
29	к этому	5	9
30	в своем	2	8
31	все эти	3	8
32	не следует	2	8
33	на основании	1	8
34	другой стороны	1	8
35	могут быть	3	8
36	во всех	6	7
37	по отношению	8	7
38	из этих	1	7
39	было бы	4	7
40	как и	9	7
41	том что	10	7
42	произведения в	1	7
43	в конечном	1	7
44	говорит о	1	7
45	не было	3	7
46	а не	9	7
47	вместе с	2	7
48	же в	1	7
49	отношению к	8	7
50	это и	1	6
51	в зависимости	2	6
52	работе над	1	6
53	более или	2	6
54	в себе	4	6
55	в нем	11	6
56	главным образом	1	6
57	это не	4	6
58	или менее	2	6
59	и его	16	6
60	в то	8	6
61	так и	10	6
62	между тем	6	6
63	у него	2	6
64	в основном	4	6
65	то что	4	6
66	одним из	2	5
67	в их	5	5
68	зависимости от	2	5
69	конечном счете	1	5
70	все же	5	5
71	в пределах	10	5
72	не в	10	5
73	тому что	4	5
74	же время	8	5
75	связи с	13	5
76	на основе	3	5
77	приводит к	2	5
78	он говорит	1	5
79	как бы	19	5
80	не является	8	5
81	сказать что	4	5
82	только в	8	5
83	с его	8	4
84	в этой	3	4
85	чем же	3	4
86	перед нами	3	4
87	когда он	1	4
88	в самом	6	4
89	в целом	1	4
90	в статье	1	4
91	что все	1	4
92	в них	1	4
93	одна из	7	4
94	никогда не	7	4
95	творческих импульсов	1	4
96	к тому	6	4
97	для его	3	4
98	должен быть	2	4
99	в ее	3	4
100	можно сказать	1	4
101	с ними	4	4
102	что он	4	4
103	в единстве	4	4
104	в нашей	1	4
105	в одном	1	4
106	как раз	4	4
107	в связи	7	4
108	в своей	3	4
109	например в	1	3
110	человека и	1	3
111	в котором	3	3
112	его не	1	3
113	имеет свою	1	3
114	и он	2	3
115	видели что	1	3
116	но как	2	3
117	что они	2	3
118	с этим	3	3
119	и как	6	3
120	следующим образом	1	3
121	всех этих	1	3
122	в работе	1	3
123	его в	7	3
124	далеко не	2	3
125	что не	2	3
126	с тем	1	3
127	в слове	4	3
128	мы видели	4	3
129	как целого	3	3
130	во время	1	3
131	точки зрения	17	3
132	и ее	4	3
133	в дневнике	1	3
134	как о	2	3
135	в другую	1	3
136	сводится к	2	3
137	не столь	1	3
138	у нас	3	3
139	образом в	1	3
140	в значительной	2	3
141	что и	3	3
142	и мир	1	3
143	того что	4	3
144	является не	5	3
145	и их	4	3
146	даже и	2	3
147	этой проблемы	1	3
148	именно в	2	3
149	мы знаем	2	3
150	него в	1	3
151	так же	5	3
152	по поводу	1	3
153	и от	3	3
154	или в	2	3
155	бы в	4	3
156	только что	3	3
157	жизни и	2	3
158	как на	2	3
159	ее в	1	3
160	каждый образ	1	2
161	смысле слова	5	2
162	как известно	1	2
163	также что	1	2
164	также и	1	2
165	связана с	2	2
166	современных русских	1	2
167	уже по	1	2
168	а как	4	2
169	в которой	1	2
170	говорить о	1	2
171	всего сказанного	1	2
172	то это	1	2
173	подчеркнуть что	1	2
174	в ней	3	2
175	еще не	3	2
176	что его	1	2
177	в различных	3	2
178	чуть ли	1	2
179	бы не	2	2
180	но не	2	2
181	если в	1	2
182	том числе	1	2
183	относится к	3	2
184	отнюдь не	8	2
185	стороны и	2	2
186	хотя и	1	2
187	как процесс	2	2
188	но в	7	2
189	не приходится	1	2
190	производства в	1	2
191	у каждого	1	2
192	ни одна	1	2
193	ее как	1	2
194	как он	1	2
195	этот процесс	1	2
196	что она	1	2
197	он не	3	2
198	так например	1	2
199	человека в	1	2
200	в каждом	1	2
201	приходится говорить	1	2
202	им как	2	2
203	в другом	3	2
204	заключается в	1	2
205	с другими	3	2
206	как особый	1	2
207	в жизни	2	2
208	он и	2	2
209	и для	7	2
210	восприятия и	2	2
211	что такое	1	2
212	никаких оснований	1	2
213	всяком случае	2	2
214	не столько	1	2
215	от его	1	2
216	объективного мира	1	2
217	по крайней	2	2
218	если бы	11	2
219	как от	2	2
220	по себе	3	2
221	не менее	1	2
222	тогда когда	1	2
223	того чтобы	6	2
224	и весь	1	2
225	этом процессе	1	2
226	связанное с	1	2
227	точном смысле	4	2
228	ли это	2	2
229	от того	1	2
230	ли не	1	2
231	же самое	6	2
232	числе и	1	2
233	должны быть	2	2
234	другом месте	1	2
235	что оно	3	2
236	они и	1	2
237	для того	6	2
238	труда и	1	2
239	формы и	2	2
240	мысль о	1	2
241	роль в	1	2
242	мы наблюдаем	1	2
243	и даже	2	2
244	во всяком	3	2
245	но к	2	2
246	лишь в	14	2
247	во всей	1	2
248	крайней мере	2	2
249	единого и	1	2
250	но с	1	2
251	до нас	1	2
252	с одной	3	2
253	одной из	3	2
254	у них	1	2
255	могло бы	1	2
256	это высказывание	1	2
257	вовсе не	11	2
258	к ним	1	2
259	не о	1	2
260	оно является	2	2
261	в особенности	2	2
262	одной стороны	3	2
263	или иной	5	2
264	до сих	3	2
265	еще и	1	2
266	образами и	1	2
267	и непосредственно	2	2
268	о чем	2	2
269	было в	1	2
270	и потому	2	2
271	в течение	1	2
272	и формы	3	2
273	сих пор	3	2
274	того или	2	2
275	этом и	1	2
276	но для	2	2
277	вне его	1	2
278	каждой из	1	2
279	этого рода	1	2
280	не подлежит	1	2
281	в точном	4	2
282	такое понимание	2	2
283	ни одного	1	2
284	то о	1	2
285	все они	1	2
286	а в	3	2
287	в системе	2	2
288	между ними	2	2
289	к его	2	2
290	они не	2	2
291	литературной жизни	2	1
292	можно говорить	1	1
293	речь идет	1	1
294	лежат в	1	1
295	таком случае	3	1
296	выражения в	2	1
297	самом деле	9	1
298	все его	2	1
299	почти не	1	1
300	и так	1	1
301	тот или	1	1
302	а об	1	1
303	оно может	3	1
304	дальнейшей работы	1	1
305	что эти	1	1
306	противном случае	2	1
307	все те	4	1
308	должна быть	4	1
309	процессе этого	1	1
310	обойтись без	1	1
311	к уничтожению	1	1
312	правильного понимания	2	1
313	неизбежно приводит	1	1
314	как мы	15	1
315	вопрос о	2	1
316	сведена к	1	1
