N	2gram	Medvedev_V_1	Problema
1	и в	26	44
2	вовсе не	3	37
3	и не	19	35
4	то есть	1	34
5	может быть	22	28
6	по себе	2	25
7	потому что	1	25
8	то что	6	23
9	в том	15	21
10	только в	7	19
11	а не	7	18
12	в этом	26	17
13	также и	2	16
14	даже и	3	16
15	для нас	1	16
16	сказать что	5	16
17	художественного произведения	6	14
18	и то	1	14
19	не только	25	14
20	и даже	2	14
21	и т	23	13
22	то же	10	13
23	т д	14	13
24	не в	6	13
25	но в	2	12
26	том что	8	12
27	той или	1	12
28	художественного образа	1	12
29	не является	5	11
30	то это	2	10
31	отнюдь не	3	10
32	так и	5	10
33	как и	7	10
34	не менее	2	10
35	у нас	2	10
36	в виду	4	10
37	но и	10	10
38	что всякий	1	9
39	не имеет	1	9
40	в нем	6	9
41	художественный образ	5	9
42	это не	7	9
43	в то	6	9
44	и это	1	9
45	никак не	1	9
46	в его	14	9
47	что и	3	9
48	что он	4	9
49	как нечто	1	9
50	в данном	1	9
51	как бы	5	9
52	же самое	2	9
53	таким образом	31	9
54	и от	3	9
55	во всяком	1	9
56	смысле слова	2	8
57	у гоголя	1	8
58	сама по	1	8
59	перед нами	4	8
60	в себе	6	8
61	он не	2	8
62	было бы	7	8
63	ни в	1	8
64	но это	1	8
65	как раз	3	8
66	связи с	4	8
67	как мы	1	8
68	здесь не	1	8
69	того что	3	8
70	при помощи	3	8
71	или иной	2	8
72	а именно	1	8
73	художественное произведение	5	8
74	что мы	2	8
75	что в	10	8
76	это и	6	7
77	в связи	3	7
78	все эти	6	7
79	ничего общего	1	7
80	данном случае	1	7
81	с ним	1	7
82	и что	1	7
83	с другой	11	7
84	значит что	2	7
85	уже не	1	7
86	еще и	2	7
87	не может	17	7
88	и потому	2	7
89	сам по	1	6
90	в целом	4	6
91	все же	5	6
92	и к	3	6
93	о том	10	6
94	и если	1	6
95	у пушкина	2	6
96	того или	2	6
97	но только	1	6
98	никогда не	4	6
99	для этого	1	6
100	можно сказать	4	6
101	общее и	1	6
102	всяком случае	1	6
103	сами по	1	6
104	нет ничего	1	6
105	в виде	1	6
106	жизни и	3	6
107	и есть	5	5
108	еще не	2	5
109	а только	1	5
110	значение и	1	5
111	за пределы	1	5
112	что они	3	5
113	в своем	8	5
114	хотя и	2	5
115	с тем	3	5
116	и сам	1	5
117	точки зрения	3	5
118	в своей	4	5
119	является только	1	5
120	как о	2	5
121	и его	6	5
122	в ней	2	5
123	крайней мере	2	5
124	только на	1	5
125	или даже	1	5
126	в конце	3	5
127	не было	7	5
128	по крайней	2	5
129	так же	3	5
130	как в	1	5
131	да и	1	5
132	все это	10	5
133	собственно говоря	1	5
134	а в	3	5
135	другой стороны	8	5
136	состоит из	1	5
137	в таком	1	5
138	таком случае	1	4
139	время как	1	4
140	но даже	3	4
141	он сам	2	4
142	в чем	2	4
143	но как	3	4
144	чем же	4	4
145	то время	1	4
146	заключается в	2	4
147	и без	1	4
148	тому что	6	4
149	нет никакого	1	4
150	можно ли	2	4
151	только с	2	4
152	отличается от	2	4
153	в ее	4	4
154	можно было	2	4
155	это вовсе	1	4
156	мы в	1	4
157	что даже	2	4
158	же и	2	4
159	тем что	1	4
160	на этот	1	4
161	мы говорим	1	4
162	это значит	1	4
163	или в	3	4
164	а также	1	4
165	совершенно не	1	4
166	в каком	1	4
167	в искусстве	6	4
168	художественном произведении	4	3
169	же как	2	3
170	то в	1	3
171	имеет свою	3	3
172	говорить о	2	3
173	и ее	4	3
174	из того	1	3
175	значит и	3	3
176	но не	2	3
177	уже как	1	3
178	общего с	1	3
179	в художественном	10	3
180	кроме того	1	3
181	и как	3	3
182	в самом	4	3
183	в этой	4	3
184	на то	1	3
185	как оно	1	3
186	конце концов	2	3
187	идеи и	6	3
188	что у	2	3
189	одно и	1	3
190	об этом	9	3
191	его в	3	3
192	с другими	2	3
193	том смысле	1	3
194	только о	2	3
195	в чистом	1	3
196	не значит	1	3
197	имеет ничего	1	3
198	что такое	2	3
199	в которых	3	3
200	бы быть	1	3
201	теми или	1	3
202	в таких	1	3
203	на себе	1	3
204	та или	1	3
205	однако если	1	3
206	или иная	1	3
207	как будто	1	3
208	для его	4	3
209	если же	1	3
210	она не	3	3
211	образы и	5	3
212	у чехова	1	3
213	то или	1	3
214	если бы	3	3
215	в порядке	5	3
216	или как	1	3
217	том или	1	3
218	во всей	2	3
219	быть даже	1	3
220	может иметь	1	3
221	быть и	1	3
222	образов и	4	3
223	этот вопрос	3	3
224	в качестве	11	3
225	самом деле	1	3
226	есть в	1	3
227	уже в	1	3
228	для него	8	3
229	могло бы	2	3
230	моделью для	1	3
231	говорим о	1	3
232	очень много	1	3
233	что для	3	3
234	прежде всего	13	3
235	подобного рода	1	3
236	жизнь в	1	3
237	если не	1	3
238	в той	1	3
239	самого себя	2	3
240	или другого	1	3
241	с этой	1	3
242	слова и	1	3
243	в заключение	1	3
244	формы и	2	3
245	и все	1	3
246	из себя	2	3
247	и ни	1	3
248	ни к	1	3
249	хотя бы	19	3
250	будто бы	2	3
251	же в	6	3
252	но вот	1	3
253	понимать как	2	3
254	или иного	1	3
255	есть то	1	3
256	и другие	1	3
257	к тому	4	3
258	смысле что	1	3
259	его не	3	2
260	мы имеем	3	2
261	модель для	1	2
262	мы и	1	2
263	быть в	1	2
264	не был	1	2
265	во всех	6	2
266	или иное	1	2
267	в известном	1	2
268	с этим	3	2
269	когда он	3	2
270	не являются	1	2
271	мертвых душ	1	2
272	с нею	2	2
273	не очень	1	2
274	в которой	2	2
275	он в	1	2
276	например как	1	2
277	сравнению с	1	2
278	у тургенева	3	2
279	уже сама	1	2
280	время и	1	2
281	художественном образе	1	2
282	всех этих	2	2
283	из него	1	2
284	что все	3	2
285	же не	1	2
286	и может	2	2
287	в другом	2	2
288	зрения на	1	2
289	а как	2	2
290	л толстой	10	2
291	для них	1	2
292	чего бы	2	2
293	на основании	8	2
294	в слове	3	2
295	он и	2	2
296	мы видели	3	2
297	между собою	2	2
298	в этих	1	2
299	и при	5	2
300	и идей	1	2
301	нечто целое	1	2
302	образ а	1	2
303	нет того	1	2
304	в котором	3	2
305	по сравнению	1	2
306	в их	5	2
307	не столько	2	2
308	от его	2	2
309	является в	1	2
310	образом и	1	2
311	произведения в	7	2
312	себя или	1	2
313	с которой	1	2
314	и художественной	1	2
315	с теми	1	2
316	дело не	1	2
317	в процессе	16	2
318	в основе	1	2
319	но что	1	2
320	например не	2	2
321	не имели	1	2
322	в самой	1	2
323	что их	1	2
324	и по	3	2
325	со своим	2	2
326	художественные образы	1	2
327	мертвые души	1	2
328	могут быть	5	2
329	в стихотворении	1	2
330	что оно	3	2
331	что при	2	2
332	с ее	1	2
333	только то	2	2
334	образы которые	1	2
335	том как	3	2
336	остается только	1	2
337	жизнь и	1	2
338	и художественная	1	2
339	искусства и	1	2
340	прав в	1	2
341	художественной структуры	2	2
342	и многих	1	2
343	это было	1	2
344	доходит до	1	2
345	и во	1	2
346	переходит в	1	2
347	для самого	1	2
348	но с	2	2
349	который в	1	2
350	образа в	2	2
351	аллегории и	1	2
352	с одной	2	2
353	к какому	1	2
354	и у	2	2
355	в нашей	4	2
356	в начале	1	2
357	является не	4	2
358	из них	9	2
359	роль и	1	2
360	в известной	1	2
361	произведения и	7	2
362	друг друга	1	2
363	много и	1	2
364	между прочим	2	2
365	или ином	1	2
366	от того	2	2
367	нет нужды	1	2
368	были бы	1	2
369	образ то	1	2
370	даже не	2	2
371	до сих	1	2
372	не обязательно	1	2
373	именно в	2	2
374	чем он	1	2
375	он только	1	2
376	о чем	2	2
377	действительности как	1	2
378	в частности	11	2
379	вместе с	7	2
380	и особенно	1	2
381	происходит в	1	2
382	как это	12	2
383	из которых	2	2
384	по своему	1	2
385	по существу	3	2
386	сих пор	1	2
387	о его	2	2
388	пока еще	2	2
389	и для	2	2
390	только тогда	1	2
391	иной мере	1	2
392	мы только	1	2
393	в результате	5	2
394	а к	1	2
395	ее и	1	2
396	от него	1	2
397	вот это	2	2
398	у них	2	2
399	бы в	3	2
400	своих героев	2	2
401	только что	4	2
402	все они	2	2
403	есть и	1	2
404	по поводу	2	2
405	это в	1	2
406	это понятие	1	2
407	как на	3	2
408	этой точки	2	2
409	необходимо подчеркнуть	1	2
410	смешение понятий	1	1
411	произведения но	1	1
412	речь идет	1	1
413	одним из	5	1
414	во-вторых поскольку	1	1
415	не типичны	1	1
416	получает в	2	1
417	л толстого	5	1
418	он может	2	1
419	этого индивидуального	1	1
420	об искусстве	1	1
421	что эти	1	1
422	действительности и	7	1
423	и этот	2	1
424	уже по	2	1
425	или ее	1	1
426	например в	3	1
427	предмета в	1	1
428	что если	1	1
429	прямом смысле	1	1
430	целиком а	1	1
431	вопрос о	1	1
432	из главнейших	1	1
433	именно к	1	1
434	реальной жизнью	1	1
435	почти все	1	1
436	именно те	1	1
437	а для	2	1
438	не вполне	2	1
439	существу же	1	1
440	которое не	1	1
441	похожи на	1	1
442	до полного	2	1
443	полное и	1	1
444	подчеркнуть что	2	1
445	и он	2	1
446	характером и	1	1
447	действительности когда	1	1
448	образа есть	1	1
449	между собой	1	1
450	быть никакого	1	1
451	является таким	1	1
452	не отличается	1	1
453	бы не	2	1
454	видели что	3	1
455	он говорит	5	1
456	у н	1	1
457	не все	1	1
458	ответ на	1	1
459	а и	1	1
460	себе и	2	1
461	о картине	1	1
462	и речи	1	1
463	результате этого	1	1
464	после всего	2	1
465	относится к	2	1
466	которые не	1	1
467	в истории	1	1
468	самое понятие	1	1
469	вот эта	1	1
470	целом но	1	1
471	в футляре	1	1
472	ином отношении	1	1
473	и закон	1	1
474	и художественного	3	1
475	в каком-то	1	1
476	художественными образами	1	1
477	более или	6	1
478	следующим образом	3	1
479	эту проблему	1	1
480	или иную	1	1
481	к необходимости	1	1
482	многих из	1	1
483	а во-вторых	1	1
484	даже самый	2	1
485	так или	1	1
486	из этих	7	1
487	художественному произведению	1	1
488	смешивают с	1	1
489	собой в	1	1
490	рассказ о	1	1
491	ничего и	1	1
492	тому же	1	1
493	но ведь	1	1
494	как он	2	1
495	но на	1	1
496	оказывается не	1	1
497	андрея болконского	1	1
498	на его	1	1
499	дальше и	1	1
500	в определенном	1	1
501	все те	1	1
502	момента в	1	1
503	в понимании	1	1
504	собой не	1	1
505	том чтобы	2	1
506	его от	2	1
507	что ни	2	1
508	в образе	2	1
509	так например	2	1
510	что она	2	1
511	действительности на	2	1
512	именно это	1	1
513	и заключается	2	1
514	в окончательной	1	1
515	однако все	1	1
516	этим самым	1	1
517	так называемым	1	1
518	каждый знак	1	1
519	нам остается	2	1
520	отнюдь нет	3	1
521	у грибоедова	1	1
522	непосредственного чувства	1	1
523	них не	4	1
524	для своей	1	1
525	лишь в	2	1
