N	3gram	Tiupa_Anal_3	FransuaR
1	то же время	3	8
2	в то же	3	8
3	в большинстве случаев	1	5
4	для того чтобы	1	3
5	с другой стороны	5	3
6	таким образом в	1	3
7	подобно тому как	2	3
8	один и тот	1	2
9	с точки зрения	2	2
10	с одной стороны	2	2
11	и тот же	1	2
12	не только в	1	2
13	и т.п в	1	2
14	о том что	5	2
15	то есть в	1	2
16	если бы он	1	1
17	но дело в	1	1
18	можно сказать что	2	1
19	и того же	3	1
20	существенно связаны с	1	1
21	дело в том	2	1
22	и так сказать	1	1
23	и каким образом	1	1
24	до сих пор	1	1
25	до известной степени	3	1
26	при этом он	2	1
27	в этом отношении	3	1
28	есть на самом	1	1
29	со всех сторон	1	1
30	же время они	1	1
31	в этом же	1	1
32	как раз в	1	1
33	при каких обстоятельствах	1	1
34	в самом начале	1	1
35	в данном случае	3	1
36	с тех пор	1	1
37	в отличие от	2	1
38	а с другой	1	1
39	и как бы	1	1
40	по природе своей	1	1
41	в связи с	1	1
42	при этом и	1	1
43	так и в	1	1
44	в полной мере	1	1
45	не может быть	1	1
46	в свою очередь	4	1
47	прежде всего к	1	1
48	в конечном счете	2	1
49	одного и того	3	1
50	в особенности же	1	1
51	на самом деле	1	1
52	лицом к лицу	1	1
53	в том что	7	1
54	что и в	1	1
55	к тому же	3	1
56	с его веселым	1	1
