N	3gram	Losev_Vesc_1	Istorich
1	и т д	19	24
2	так же как	1	12
3	до сих пор	1	5
4	и то что	3	5
5	с другой стороны	2	4
6	не может быть	6	4
7	что иное как	7	3
8	т е в	7	3
9	в данном случае	2	3
10	по сравнению с	6	3
11	в одном случае	1	3
12	мы видели что	1	3
13	на то что	2	3
14	не что иное	7	3
15	о том что	4	2
16	то же самое	1	2
17	не только в	4	2
18	содержит в себе	4	2
19	т е для	1	2
20	с этой стороны	1	2
21	тем не менее	3	2
22	и почему это	1	1
23	эти две стороны	1	1
24	вовсе не есть	6	1
25	с полной ясностью	1	1
26	но так как	1	1
27	между прочим и	1	1
28	но это только	1	1
29	подобно тому как	4	1
30	потому что я	2	1
31	имеется в виду	1	1
32	и не только	4	1
33	но в свете	1	1
34	таким образом между	1	1
35	что как бы	1	1
36	и относится к	2	1
37	в зависимости от	1	1
38	потому что у	1	1
39	быть речи о	1	1
40	независимо от того	1	1
41	может быть речи	1	1
42	что на нем	1	1
43	что у данного	1	1
44	с ними в	1	1
45	в основе своей	2	1
46	может быть только	3	1
47	о том как	1	1
48	то время как	1	1
49	не говорит о	1	1
50	не потому что	4	1
51	и то же	4	1
52	не в том	1	1
53	и по смыслу	1	1
54	исключительно только с	1	1
55	одно и то	4	1
56	то что как	1	1
57	и в особенности	1	1
58	что у него	1	1
59	только указать на	1	1
60	но в чем	1	1
61	вместе с тем	1	1
62	не мог бы	1	1
63	есть не что	5	1
64	не есть нечто	1	1
65	как будто бы	1	1
66	мы не можем	1	1
67	в то время	1	1
68	это и есть	1	1
69	можно сказать что	3	1
70	ничего не говорит	1	1
71	и пр также	1	1
72	не только это	3	1
73	к тому что	2	1
74	мы видим что	1	1
75	что и в	1	1
76	только тогда когда	2	1
77	все к чему	1	1
