N	4gram	Vygotskiy__5	EvropaiC
1	до сих пор не	1	4
2	которых мы говорили выше	1	4
3	о которых мы говорили	1	4
4	одного и того же	2	3
5	заключается в том что	4	3
6	в каждый данный момент	1	3
7	несмотря на то что	1	2
8	дело в том что	1	1
9	одно и то же	3	1
10	в том что оно	1	1
11	которое на самом деле	1	1
12	то для того чтобы	1	1
13	с самого начала в	1	1
14	в том или ином	1	1
15	уже указали выше на	1	1
16	в то время как	1	1
17	указывали на то что	1	1
18	что ни одна из	1	1
19	что это действительно так	1	1
20	одной и той же	2	1
21	в том что он	1	1
22	в том виде как	1	1
23	но вместе с тем	1	1
24	состоит в том что	2	1
25	в самом деле если	2	1
26	вступить в противоречие с	1	1
27	приводит к тому что	1	1
28	образом мы видим что	2	1
29	и так как все	1	1
30	с психологической точки зрения	1	1
31	уверены в том что	1	1
32	принять во внимание что	1	1
33	таким образом мы видим	1	1
34	состоит именно в том	1	1
35	на самом деле есть	1	1
