N	2gram	Vygotskiy__3	RusskieA
1	и в	25	29
2	том что	20	22
3	в том	23	22
4	что в	17	22
5	как бы	10	18
6	состоит в	3	15
7	так как	12	13
8	может быть	13	13
9	в этом	14	11
10	как и	15	11
11	одна из	2	11
12	в этот	1	10
13	не только	6	10
14	и с	1	10
15	все это	6	10
16	во многих	1	9
17	о том	5	9
18	а в	4	9
19	с в	1	8
20	его в	3	8
21	показывает что	8	8
22	или на	1	8
23	но и	4	8
24	как в	9	7
25	данном случае	1	7
26	мы видели	6	7
27	или в	2	7
28	мы имеем	4	6
29	мы не	9	6
30	еще не	4	6
31	и на	6	6
32	при этом	5	6
33	таким образом	17	6
34	того чтобы	8	6
35	на голову	1	6
36	для нас	2	6
37	для того	7	6
38	с тем	16	6
39	вместе с	14	6
40	в данном	1	6
41	этом случае	1	6
42	же в	2	6
43	но не	6	5
44	следующим образом	1	5
45	но в	1	5
46	не может	6	5
47	представление о	1	5
48	потому что	6	5
49	для этого	2	5
50	и что	10	5
51	к жизни	2	5
52	то что	15	5
53	с ней	3	5
54	к этому	3	5
55	же как	6	4
56	то же	2	4
57	вопрос о	1	4
58	видели что	3	4
59	что по	2	4
60	уже не	2	4
61	их в	3	4
62	том же	1	4
63	а затем	1	4
64	в них	2	4
65	и потом	1	4
66	в которых	3	4
67	не в	6	4
68	тогда когда	4	4
69	у нас	1	4
70	а также	2	4
71	так что	2	4
72	то и	4	4
73	в виде	3	4
74	из них	4	4
75	именно в	5	4
76	а не	1	4
77	так же	17	4
78	как это	7	4
79	этих случаях	1	4
80	по существу	1	4
81	и все	4	4
82	ставили в	1	4
83	в таком	2	4
84	и через	1	3
85	в ее	1	3
86	это показывает	1	3
87	что это	5	3
88	все эти	7	3
89	в этой	5	3
90	что она	5	3
91	главным образом	2	3
92	подобно тому	1	3
93	и по	5	3
94	на этом	3	3
95	и других	2	3
96	с другими	2	3
97	на первый	2	3
98	в эту	2	3
99	в этих	2	3
100	в котором	3	3
101	в отличие	6	3
102	выше мы	1	3
103	не имеет	1	3
104	и другой	1	3
105	как мы	8	3
106	нас к	2	3
107	во всех	1	3
108	в свете	2	3
109	а именно	1	3
110	того что	10	3
111	как например	1	3
112	между тем	3	3
113	в качестве	12	3
114	связь с	3	3
115	или даже	1	3
116	за ним	1	3
117	друг друга	4	3
118	отличие от	6	3
119	связаны с	3	3
120	тем что	8	3
121	что для	1	3
122	до конца	1	3
123	или с	1	3
124	тому как	2	3
125	и там	1	3
126	и от	2	3
127	не объясняет	1	3
128	было бы	10	3
129	но если	1	3
130	одним из	5	2
131	и то	2	2
132	тем и	4	2
133	переход от	3	2
134	так чтобы	1	2
135	что иное	1	2
136	на себя	2	2
137	между собой	13	2
138	иное как	1	2
139	это имеет	1	2
140	с одной	5	2
141	очевидно что	1	2
142	эта связь	1	2
143	с этим	4	2
144	все же	6	2
145	как уже	6	2
146	и как	5	2
147	этой цели	1	2
148	них как	1	2
149	не можем	3	2
150	та же	1	2
151	в которой	1	2
152	представляет собой	6	2
153	из этих	4	2
154	после чего	1	2
155	как оно	3	2
156	чтобы они	1	2
157	том чтобы	1	2
