N	3gram	Vygotskiy__4	Hudozhes
1	о том что	10	9
2	и т п	3	8
3	то же время	1	8
4	по отношению к	1	8
5	в то же	1	8
6	в том что	12	6
7	в самом деле	7	4
8	можно было бы	4	4
9	к тому что	5	4
10	с точки зрения	4	3
11	жизни и смерти	1	3
12	несет в себе	3	3
13	и в самом	2	3
14	и т д	2	3
15	о том как	2	2
16	мы уже знаем	2	2
17	что он не	4	2
18	до сих пор	3	2
19	как раз в	4	2
20	не только в	1	2
21	так или иначе	1	2
22	вместо того чтобы	2	2
23	не может быть	1	2
24	самом деле в	1	2
25	в конечном счете	1	2
26	речь идет о	2	2
27	на то что	6	2
28	тому что он	1	2
29	на то чтобы	2	2
30	и в конце	2	1
31	потому что он	2	1
32	уже знаем что	2	1
33	он берет в	1	1
34	что она не	1	1
35	все дело в	1	1
36	прежде всего на	1	1
37	та же самая	1	1
38	на самом деле	5	1
39	в этом смысле	1	1
40	мысли и воображения	1	1
41	когда мы уже	1	1
42	том что он	3	1
43	раз в том	1	1
44	то же самое	6	1
45	же как и	1	1
46	потому что не	1	1
47	и в этом	3	1
48	самом деле не	1	1
49	в таком случае	1	1
50	и в то	1	1
51	с самого начала	5	1
52	сами по себе	3	1
53	и это так	1	1
54	при этом мы	1	1
55	что все эти	1	1
56	и та же	2	1
57	с ним в	2	1
58	к тому чтобы	3	1
59	все той же	1	1
60	как она есть	2	1
61	с этой точки	1	1
62	в это время	2	1
63	и что в	3	1
64	в противоречие с	1	1
65	в зеркале в	1	1
66	в первый раз	3	1
67	мы узнаем о	2	1
68	при таком взгляде	1	1
69	в конце концов	3	1
70	а также и	1	1
71	в том как	1	1
72	не до конца	1	1
73	другим и это	1	1
74	так что можно	1	1
75	потому что именно	1	1
76	за последние десятилетия	1	1
77	мы уже говорили	1	1
78	в том и	1	1
79	во всяком случае	3	1
80	одна и та	2	1
81	как бы в	1	1
82	речь идет об	1	1
83	как все это	1	1
84	к такого рода	1	1
85	на наших глазах	1	1
86	то что мы	3	1
87	в свою очередь	1	1
88	ничего общего с	1	1
89	этой точки зрения	1	1
90	с тем что	1	1
91	едва ли можно	1	1
92	не только не	2	1
93	но в этом	1	1
94	за то что	3	1
95	с одной стороны	3	1
96	т п нет	1	1
97	друг с другом	4	1
98	она не может	1	1
99	на первый взгляд	1	1
100	могло бы быть	1	1
101	формы и содержания	1	1
102	ничем не замечательная	1	1
