1	в том что	6	11
2	и т п	8	6
3	не может быть	2	5
4	в этом смысле	1	4
5	с точки зрения	3	4
6	во всяком случае	1	4
7	в этом отношении	3	4
8	о том что	9	4
9	не только в	2	3
10	в связи с	3	3
11	состоит в том	1	3
12	не в том	2	3
13	в то же	8	3
14	прежде всего в	1	3
15	то же время	8	3
16	на то что	2	3
17	в конце концов	1	3
18	с тем что	1	3
19	до сих пор	2	2
20	к тому что	4	2
21	в том смысле	1	2
22	с самого начала	1	2
23	с одной стороны	1	2
24	тем не менее	3	2
25	связано с тем	1	2
26	и в этом	1	2
27	и т д	3	2
28	потому что он	1	2
29	но все же	1	2
30	то что я	1	2
31	не во внешней	1	1
32	в конце первой	1	1
33	его от себя	1	1
34	на себе печать	1	1
35	но одновременно и	2	1
36	укладывается в рамки	1	1
37	для себя и	1	1
38	и н с	1	1
39	несет на себе	2	1
40	не может не	1	1
41	было бы подумать	1	1
42	значительное влияние на	1	1
43	том что он	1	1
44	речь идет о	2	1
45	здесь речь идет	1	1
46	в такой же	2	1
47	на самом деле	1	1
48	что у него	2	1
49	можно было бы	4	1
50	более или менее	1	1
51	приводит к тому	1	1
52	в одной из	1	1
53	на пути к	1	1
54	с этой точки	1	1
55	одних и тех	1	1
56	что же касается	2	1
57	то же самое	1	1
58	объясняется тем что	1	1
59	том как она	1	1
60	требует особых доказательств	1	1
61	и тех же	1	1
62	так или иначе	2	1
63	как раз в	2	1
64	и тот и	1	1
65	в свое время	1	1
66	этой точки зрения	1	1
67	в самом деле	4	1
68	в свою очередь	1	1
69	к жизни и	2	1
70	и в конце	1	1
71	тот и другой	1	1
72	связи с этим	2	1
73	и в самом	3	1
74	ответить на вопрос	1	1
75	не требует особых	1	1
76	не укладывается в	1	1
77	не потому что	1	1
78	в русской литературе	3	1
79	не стал бы	1	1
80	того что он	1	1
81	на вопрос что	1	1
82	не означает что	1	1
83	не только не	1	1
