N	3gram	Medvedev_F_3	Dialekti
1	и т д	6	15
2	с точки зрения	14	8
3	сама по себе	1	7
4	не потому что	1	6
5	в том что	3	6
6	то или иное	2	4
7	в связи с	4	4
8	только то что	2	4
9	то же время	7	4
10	о том что	1	4
11	с другой стороны	5	4
12	в самом деле	4	3
13	в таком случае	1	3
14	сами по себе	2	3
15	в то же	7	3
16	т е в	1	3
17	сам по себе	1	3
18	ни в каком	1	3
19	не может быть	14	3
20	вовсе не в	2	3
21	можно сказать что	1	3
22	мы уже знаем	2	3
23	не нуждается в	1	3
24	потому что он	3	2
25	иметь в виду	1	2
26	в виду что	1	2
27	так как и	1	2
28	никогда не кончается	1	2
29	как бы ни	2	2
30	до сих пор	1	2
31	в зависимости от	5	2
32	и т п	5	2
33	в своей отвлеченности	1	2
34	как и все	2	2
35	и даже в	1	2
36	может быть только	2	2
37	в данном случае	4	2
38	не только в	1	2
39	тем не менее	2	2
40	так или иначе	1	2
41	при этом условии	1	2
42	это не значит	1	2
43	во всяком случае	6	2
44	вовсе не есть	1	2
45	от того что	1	2
46	с самого начала	1	2
47	потому что они	1	2
48	в нем и	2	2
49	то же самое	3	2
50	а потому что	1	1
51	одних и тех	1	1
52	нуждается ни в	2	1
53	уже знаем что	2	1
54	как таковым а	1	1
55	совершенно не нуждается	1	1
56	мере того как	1	1
57	да и не	2	1
58	так же и	2	1
59	ни в каких	2	1
60	равно как и	2	1
61	на самом деле	12	1
62	подобно тому как	4	1
63	выйти за пределы	1	1
64	это нисколько не	1	1
65	в этом смысле	2	1
66	по мере того	1	1
67	о том как	2	1
68	так и его	1	1
69	в одних и	1	1
70	не нуждается ни	2	1
71	и не может	4	1
72	бы ни была	1	1
73	и в то	2	1
74	есть всегда нечто	1	1
75	бы то ни	4	1
76	они вообще не	1	1
77	на самом же	2	1
78	в этом отношении	3	1
79	он не был	1	1
80	и тех же	1	1
81	со всех сторон	1	1
82	вместе с тем	3	1
83	ту или иную	1	1
84	в это время	1	1
85	таким образом есть	1	1
86	это не просто	1	1
87	от души и	1	1
88	чтобы убедиться в	1	1
89	в данном месте	1	1
90	е в конце	1	1
91	так же как	1	1
92	не в том	1	1
93	с одной стороны	1	1
94	в конце концов	2	1
95	в литературе как	2	1
96	это и понятно	1	1
97	отсюда следует что	1	1
98	но при этом	1	1
99	только тогда и	1	1
100	и в этой	1	1
101	в последнее время	1	1
102	все более и	1	1
103	чтобы не видеть	1	1
104	в нем должна	1	1
105	о котором мы	1	1
106	и в том	1	1
107	а не только	1	1
108	жизни и в	1	1
109	но и все	1	1
110	и пр и	1	1
111	остановиться на этих	1	1
112	друг с другом	1	1
113	того или иного	1	1
114	т е самое	1	1
115	и пр в	1	1
116	что под жизнью	1	1
117	относительно и условно	1	1
118	и вместе с	1	1
119	мы можем сказать	1	1
120	более и более	1	1
121	той или иной	1	1
122	но все же	1	1
123	может и не	1	1
124	которые могут быть	1	1
125	не только на	1	1
126	и в литературе	1	1
127	это вполне понятно	1	1
128	нем должна быть	1	1
129	же как раз	1	1
130	к тому что	2	1
131	и все вообще	1	1
132	же как мы	2	1
133	и пр все	2	1
134	и в нем	1	1
135	дело не в	2	1
136	самом же деле	2	1
137	она не может	1	1
138	можем сказать что	1	1
139	в жизни и	1	1
140	во все стороны	1	1
141	не больше чем	1	1
142	в отдельности и	1	1
