N	3gram	Tiupa_Hudo_1	Problemy
1	к себе самому	2	14
2	то же время	8	12
3	в то же	8	12
4	на самом деле	1	10
5	с самого начала	1	8
6	и т п	8	6
7	не может быть	2	6
8	по отношению к	8	5
9	и в то	1	5
10	себе самому и	1	5
11	во всяком случае	1	5
12	самому и к	1	4
13	в этом смысле	1	4
14	с точки зрения	3	4
15	а между тем	1	3
16	в самом деле	4	3
17	с другим и	1	3
18	но в то	3	3
19	в высшей степени	1	3
20	в конце концов	1	3
21	мы уже говорили	1	3
22	и в самом	3	3
23	и к другому	1	3
24	в чем не	1	2
25	то что я	1	2
26	в отличие от	1	2
27	же время не	1	2
28	к тому чтобы	1	2
29	как и все	1	2
30	того что он	1	2
31	и в этом	1	2
32	каждый из них	1	2
33	в такой же	2	2
34	перед его глазами	1	2
35	о том что	9	2
36	ни в чем	1	2
37	так и в	1	2
38	никогда не бывает	1	2
39	тем не менее	3	2
40	друг с другом	1	2
41	и т д	3	2
42	как она есть	1	1
43	одних и тех	1	1
44	от него на	1	1
45	прежде всего в	1	1
46	как нам кажется	1	1
47	а не о	1	1
48	и по отношению	1	1
49	в том и	1	1
50	сих пор еще	1	1
51	что же касается	2	1
52	потому что не	1	1
53	самом деле не	1	1
54	до сих пор	2	1
55	для себя и	1	1
56	ни в ком	1	1
57	в сущности в	1	1
58	что он не	2	1
59	которой он сам	1	1
60	и себе самому	1	1
61	на самом же	1	1
62	в этом отношении	3	1
63	того и другого	1	1
64	в другом и	1	1
65	это не я	1	1
66	т е все	1	1
67	о нем но	1	1
68	за то что	1	1
69	заключает в себе	1	1
70	и тех же	1	1
71	я могу теперь	1	1
72	несмотря на то	1	1
73	к одному из	1	1
74	к тому что	4	1
75	и лицо у	1	1
76	в значительной степени	2	1
77	в данном случае	1	1
78	в центре художественного	1	1
79	что в центре	1	1
80	это в высшей	1	1
81	заключенную в ней	1	1
82	но при этом	1	1
83	как будто бы	1	1
84	не о нем	1	1
85	не только для	1	1
86	в этот момент	1	1
87	отношению к другому	1	1
88	диалог в сущности	1	1
89	в нем не	1	1
90	как впрочем и	1	1
91	с оглядкой и	1	1
92	на вопрос что	1	1
93	между этими двумя	1	1
94	себя за голову	1	1
95	чем иным как	1	1
96	как и в	3	1
97	в свою очередь	1	1
98	друг для друга	3	1
99	не чем иным	1	1
100	но и для	1	1
101	не только не	1	1
102	но в этом	1	1
103	задает себе сам	1	1
104	но все же	1	1
105	самом же деле	1	1
106	которая может быть	1	1
107	к другому как	1	1
108	на то что	2	1
109	но именно поэтому	1	1
110	как бы в	1	1
111	а они все	1	1
112	в узком смысле	1	1
113	в том что	6	1
114	и как будто	1	1
115	для него в	1	1
