N	3gram	Bakhtin_Fr_3	Russkaja
1	то же время	6	10
2	в то же	6	10
3	с точки зрения	1	9
4	в том что	1	7
5	на самом деле	3	6
6	во всяком случае	1	6
7	для того чтобы	3	6
8	до сих пор	4	5
9	бы то ни	1	4
10	не может быть	2	4
11	в этом случае	1	3
12	можно было бы	2	3
13	и не может	1	3
14	в данном случае	2	3
15	той или иной	2	3
16	в настоящее время	1	2
17	в значительной мере	1	2
18	и вместе с	1	2
19	о том что	2	2
20	и в другом	1	2
21	в другом месте	1	1
22	ко всем этим	1	1
23	прежде всего на	1	1
24	прежде всего в	1	1
25	дело в том	1	1
26	в свою очередь	1	1
27	по отношению к	2	1
28	но даже и	1	1
29	в том числе	3	1
30	в том же	2	1
31	и в других	2	1
32	и не к	1	1
33	только то что	1	1
34	в этом отношении	2	1
35	но для этого	1	1
36	том числе и	2	1
37	за то что	1	1
38	не подлежит сомнению	1	1
39	и в частности	1	1
40	не подлежит никакому	2	1
41	в значительной степени	2	1
42	в применении к	1	1
43	никакому сомнению что	2	1
44	в том чтобы	1	1
45	но в то	4	1
46	то ни было	1	1
47	подлежит никакому сомнению	2	1
48	ни к какому	1	1
49	смысле этого слова	1	1
50	и в этом	1	1
51	во всех этих	1	1
52	прежде всего необходимо	3	1
53	этого прежде всего	1	1
54	не только для	1	1
55	в связи с	4	1
56	это конечно не	1	1
57	но не подлежит	1	1
58	в его целом	1	1
59	с нею в	1	1
60	в этой культуре	1	1
61	заключается в том	1	1
62	даже и в	1	1
63	тех или иных	1	1
64	это и есть	1	1
65	но и для	1	1
66	с самого начала	1	1
67	для этого прежде	1	1
68	неразрывно связаны с	1	1
69	но все же	1	1
70	и не так	1	1
71	но на самом	1	1
72	точки зрения этих	1	1
73	и прежде всего	3	1
74	и это особенно	1	1
75	в согласии с	1	1
