N	3gram	Tiupa_Vved_1	Formalny
1	не может быть	3	10
2	в связи с	1	10
3	в этом отношении	4	7
4	и в этом	1	5
5	то же время	3	5
6	в то же	4	5
7	во всяком случае	1	5
8	как мы видели	2	4
9	в высшей степени	2	4
10	на самом деле	3	3
11	и в то	1	3
12	в зависимости от	1	3
13	но и в	2	3
14	в значительной степени	1	3
15	не в том	1	3
16	с другой стороны	1	3
17	до известной степени	1	3
18	в этом смысле	1	2
19	не было и	1	2
20	сами по себе	1	2
21	в отличие от	2	2
22	к тому чтобы	1	2
23	не входит в	1	2
24	все без исключения	1	2
25	но в этом	1	2
26	и прежде всего	1	2
27	в том что	3	2
28	что иное как	1	1
29	прежде всего на	1	1
30	как и для	1	1
31	как бы не	1	1
32	более или менее	2	1
33	в этом последнем	1	1
34	в настоящее время	1	1
35	строго говоря в	1	1
36	в этом случае	1	1
37	с установкой на	2	1
38	с одной стороны	5	1
39	в таком случае	1	1
40	как мы увидим	1	1
41	вследствие того что	1	1
42	это не так	1	1
43	из того что	1	1
44	в той мере	2	1
45	том или ином	1	1
46	во всей его	1	1
47	в противном случае	1	1
48	по крайней мере	1	1
49	исследования в области	1	1
50	мы не можем	1	1
51	в том или	1	1
52	отнюдь не в	1	1
53	в данном случае	6	1
54	каждый из этих	1	1
55	в том чтобы	2	1
56	и тот же	1	1
57	но при этом	2	1
58	в том как	1	1
59	и еще более	1	1
60	все же не	1	1
61	тем же самым	1	1
62	то что он	1	1
63	а не как	1	1
64	мы убедимся что	1	1
65	будет зависеть от	1	1
66	но и с	1	1
67	мере в какой	2	1
68	дело отнюдь не	1	1
69	высказывания как целого	1	1
70	один и тот	1	1
71	не было бы	1	1
72	взаимодействия и борьбы	1	1
73	той или другой	1	1
74	большей или меньшей	1	1
75	и тем самым	2	1
76	в свою очередь	4	1
77	времени и пространстве	1	1
78	отдельного слова в	1	1
79	по аналогии с	1	1
80	не что иное	1	1
81	тем не менее	3	1
82	семейной жизни и	1	1
83	той мере в	2	1
84	а не в	1	1
85	как и в	2	1
