N	3gram	Vinokur_Ku_1	Dialekti
1	и т д	14	19
2	с точки зрения	9	12
3	ни в каком	1	8
4	в том что	15	7
5	само по себе	1	5
6	то же время	2	4
7	можно было бы	3	4
8	по крайней мере	5	4
9	одно и то	1	4
10	и то же	1	4
11	с другой стороны	6	4
12	на то что	2	4
13	в то же	2	4
14	потому что он	1	3
15	только потому что	6	3
16	более или менее	3	3
17	в этом смысле	3	3
18	иметь в виду	1	3
19	не может быть	3	3
20	та или иная	1	3
21	ничего общего с	1	3
22	той или иной	1	3
23	т д и	2	2
24	но уже и	1	2
25	я мог бы	1	2
26	то это значит	1	2
27	на самом деле	2	2
28	содержат в себе	1	2
29	т е о	2	2
30	до сих пор	4	2
31	и в то	1	2
32	в этом отношении	5	2
33	и т п	18	2
34	точно так же	1	2
35	но что такое	1	2
36	с одной стороны	1	2
37	несет на себе	1	2
38	во всяком случае	5	2
39	д и т	2	2
40	о том что	5	2
41	к тому что	2	2
42	в каждом из	2	2
43	в данном языке	1	1
44	это уже не	1	1
45	крайней мере в	1	1
46	как например в	1	1
47	имеет своим предметом	1	1
48	не всегда так	1	1
49	этом смысле есть	1	1
50	в данный момент	1	1
51	в какой мере	1	1
52	заключается не в	1	1
53	было бы установить	1	1
54	как раз на	2	1
55	это значит только	1	1
56	это было бы	1	1
57	что в этих	1	1
58	что в данном	1	1
59	в самом деле	7	1
60	и в особенности	1	1
61	так или иначе	2	1
62	так что в	1	1
63	т е не	1	1
64	того или другого	1	1
65	тут мы находим	1	1
66	что же касается	4	1
67	что нужно для	1	1
68	д все это	1	1
69	как раз и	1	1
70	отчет в том	1	1
71	сами по себе	1	1
72	можно говорить о	1	1
73	не есть нечто	1	1
74	только в том	3	1
75	но для этого	1	1
76	вместе с ним	1	1
77	это как не	1	1
78	не имеет что	1	1
79	и даже в	1	1
80	что все это	1	1
81	и ничего не	1	1
82	и не в	1	1
83	и вовсе не	2	1
84	отнюдь не является	1	1
85	ни в какой	1	1
86	бы и не	1	1
87	не потому что	3	1
88	в том чтобы	8	1
89	далеко не всегда	1	1
90	все равно не	1	1
91	вовсе не есть	1	1
92	в развитии научного	1	1
93	может быть очень	1	1
94	именно так и	1	1
95	по большей части	2	1
96	во всех этих	1	1
97	которые могли бы	1	1
98	чтобы можно было	1	1
99	не в том	4	1
100	что такое этот	1	1
101	в связи с	3	1
102	это не значит	1	1
103	если они не	1	1
104	т д все	1	1
105	в первую очередь	2	1
106	я имею в	1	1
107	те или иные	1	1
108	когда мы говорим	1	1
109	это-то как раз	1	1
110	что она уже	1	1
111	что он есть	1	1
112	а в том	2	1
113	ее интересует не	1	1
114	имею в виду	1	1
115	может быть заменено	2	1
116	хотя бы в	4	1
117	что это есть	1	1
118	что иное как	1	1
119	но все же	2	1
120	организм т е	1	1
121	не самый факт	1	1
122	идти речь о	1	1
123	друг от друга	1	1
124	в этих случаях	1	1
125	это не мешает	1	1
126	и может быть	1	1
127	имеется в виду	1	1
128	и учение о	1	1
129	не что иное	1	1
130	мы увидим как	1	1
131	тех или иных	1	1
132	тем не менее	4	1
133	дело не в	1	1
134	для того чтобы	15	1
135	в них не	1	1
