N	3gram	Vygotskiy__7	Sovremen
1	мы не можем	3	6
2	с точки зрения	21	5
3	в зависимости от	1	4
4	не может быть	4	4
5	с самого начала	7	3
6	тем не менее	3	2
7	друг с другом	2	2
8	во всяком случае	1	2
9	в отличие от	2	2
10	в свою очередь	2	2
11	в конце развития	2	2
12	то же самое	5	2
13	точки зрения с	1	1
14	такой же мере	3	1
15	что иное как	1	1
16	в известном смысле	2	1
17	и в этом	1	1
18	и есть то	1	1
19	одной стороны и	3	1
20	не могут быть	1	1
21	в которой он	1	1
22	в одном случае	1	1
23	в такой же	3	1
24	но только не	1	1
25	чем в первом	1	1
26	в этом направлении	1	1
27	по отношению к	5	1
28	на самом деле	2	1
29	в этом смысле	1	1
30	и той же	2	1
31	так же как	7	1
32	в этом случае	14	1
33	шаг за шагом	1	1
34	во всех деталях	1	1
35	до сих пор	3	1
36	и во всех	1	1
37	только ничего не	1	1
38	представление о том	2	1
39	со всеми ее	1	1
40	у нас на	1	1
41	не только ничего	1	1
42	по аналогии с	1	1
43	есть не что	1	1
44	друг на друга	1	1
45	сих пор в	1	1
46	тем же законам	1	1
47	приводит и к	1	1
48	в этом эксперименте	1	1
49	не давая себе	1	1
50	таким образом все	1	1
51	как одной из	1	1
52	развития в зависимости	1	1
53	это значит что	1	1
54	в конечном счете	2	1
55	что это совершенно	1	1
56	заключает в себе	1	1
57	можно было бы	1	1
58	и не может	1	1
59	в самом деле	4	1
60	все же в	1	1
61	той или иной	1	1
62	но все же	1	1
63	заключать в себе	1	1
64	вопрос о методе	1	1
65	и ничего не	1	1
66	только и могут	1	1
67	дело если бы	1	1
68	в то же	1	1
69	из этих двух	1	1
70	конце развития мы	1	1
71	одной и той	2	1
72	не что иное	1	1
73	это совершенно невозможно	1	1
74	между ним и	1	1
75	в себе в	2	1
76	в том что	13	1
77	в этой области	1	1
78	в данном случае	5	1
79	все эти три	2	1
80	она не может	1	1
81	развития с точки	1	1
82	дело идет о	1	1
83	в биологии и	1	1
84	в обоих случаях	1	1
85	же самое что	2	1
86	с одной стороны	5	1
87	тот факт что	1	1
