N	2gram	Bakhtin_KF_1	FransuaR
1	и в	24	45
2	то есть	1	25
3	и т.п	1	16
4	и не	26	15
5	в этом	14	14
6	но в	5	14
7	не только	5	14
8	во всех	11	13
9	и его	17	13
10	в его	40	13
11	как бы	9	12
12	что в	4	12
13	то же	5	11
14	в своем	16	11
15	в то	3	11
16	в нем	28	10
17	и с	1	10
18	как и	5	10
19	в том	6	10
20	но и	9	10
21	прежде всего	2	10
22	же время	2	9
23	в ней	3	8
24	мира и	4	8
25	жизни и	8	8
26	вовсе не	7	8
27	и др	1	8
28	также и	1	7
29	с его	1	7
30	том что	4	7
31	не в	12	7
32	потому что	2	7
33	что и	7	7
34	и все	7	7
35	все это	10	7
36	здесь не	3	6
37	в этой	2	6
38	он не	6	6
39	всех этих	3	6
40	весь мир	2	6
41	мысли и	1	6
42	того чтобы	2	6
43	так и	2	6
44	что он	2	6
45	так как	1	6
46	для того	3	6
47	самом деле	3	5
48	на самом	3	5
49	это и	2	5
50	с ее	2	5
51	и на	3	5
52	в акте	3	5
53	хотя и	1	5
54	и как	2	5
55	и к	1	5
56	в себя	7	5
57	все эти	10	5
58	на этом	1	5
59	его в	5	5
60	с ним	5	5
61	мы видим	1	5
62	одной из	1	5
63	со всеми	2	5
64	и их	6	5
65	как раз	1	5
66	не может	27	5
67	но это	6	5
68	мы уже	1	4
69	той же	1	4
70	его не	1	4
71	мы не	3	4
72	и о	1	4
73	но не	12	4
74	в самом	1	4
75	по своему	3	4
76	об этом	1	4
77	это было	2	4
78	не мог	1	4
79	точки зрения	12	4
80	в их	8	4
81	в основе	5	4
82	и это	12	4
83	здесь как	1	4
84	ничего не	3	4
85	и здесь	7	4
86	о том	3	4
87	и во	1	4
88	только в	16	4
89	в первой	1	4
90	с этим	1	4
91	и даже	1	4
92	здесь в	1	4
93	а не	17	4
94	его как	5	4
95	как это	1	4
96	и от	1	4
97	все они	1	4
98	а в	4	4
99	по поводу	1	4
100	такой же	1	4
101	права и	1	3
102	ведь и	1	3
103	единство и	1	3
104	того же	1	3
105	и он	1	3
106	менее всего	6	3
107	как в	2	3
108	выйти из	1	3
109	но его	1	3
110	что она	1	3
111	связанных с	1	3
112	здесь нет	2	3
113	говорить в	1	3
114	ни в	12	3
115	он и	2	3
116	нисколько не	4	3
117	в своей	10	3
118	от его	5	3
119	не менее	3	3
120	мир и	1	3
121	дело в	2	3
122	не имеет	5	3
123	здесь же	1	3
124	от того	3	3
125	всего этого	1	3
126	не могло	1	3
127	в другом	3	3
128	и миром	1	3
129	он его	1	3
130	нем не	1	3
131	этот момент	6	3
132	нуждается в	1	3
133	это не	10	3
134	именно в	5	3
135	того что	3	3
136	поэтому и	1	3
137	для него	8	3
138	в одном	4	3
139	но он	1	3
140	не было	8	3
141	там где	5	3
142	связь с	1	3
143	вместе с	1	3
144	но этот	1	3
145	дело здесь	2	3
146	и для	9	3
147	и ни	3	3
