N	3gram	Propp_Isto_3	Tvorches
1	и т д	15	11
2	в соответствии с	1	4
3	по отношению к	2	3
4	до сих пор	5	3
5	не может быть	1	3
6	но прежде всего	1	2
7	в таком случае	1	2
8	на этот вопрос	1	2
9	так же как	1	2
10	все же не	1	2
11	во всяком случае	2	2
12	с другой стороны	7	2
13	о том что	2	2
14	в одном из	2	2
15	в том что	5	2
16	том что в	2	1
17	хотя и не	1	1
18	мы уже говорили	1	1
19	же как в	1	1
20	никогда не видят	1	1
21	в том числе	1	1
22	в его работе	1	1
23	то это означало	1	1
24	сами по себе	1	1
25	может быть в	1	1
26	мы видим в	1	1
27	теперь я могу	1	1
28	что в нем	1	1
29	нас до сих	1	1
30	можно было бы	1	1
31	сказывается в том	1	1
32	точно так же	2	1
33	большую роль в	1	1
34	одном из вариантов	2	1
35	у нас до	1	1
36	в том смысле	1	1
37	но в таком	1	1
38	только то что	1	1
39	в них нет	1	1
40	в чем же	1	1
41	еще не все	3	1
42	одним из условий	1	1
43	в свою очередь	1	1
44	в связи с	3	1
45	к тому же	2	1
46	в ином мире	4	1
47	но это еще	1	1
48	соответствии с этим	1	1
49	в то время	2	1
50	это еще не	2	1
51	между тем из	1	1
52	не означает что	1	1
53	это и есть	1	1
54	другой стороны и	3	1
55	т д в	1	1
56	ничего общего с	1	1
57	с самого начала	1	1
58	мы знаем что	1	1
59	тесно связан с	1	1
60	нет ли здесь	1	1
61	и прежде всего	1	1
62	и в том	1	1
63	что в них	2	1
64	о том чтобы	1	1
65	к ней в	1	1
66	как и в	2	1
67	известно что в	2	1
